qid,sitelinks,lang
Q451712,13,Italian
Q175778,13,Italian
Q33801,13,Italian
Q1006624,13,Italian
Q3014085,13,Italian
Q868688,13,Italian
Q2832333,13,Italian
Q1390790,13,Italian
Q1849086,14,Italian
Q166318,14,Italian
Q1247746,14,Italian
Q383681,14,Italian
Q910392,14,Italian
Q778445,14,Italian
Q53012,14,Italian
Q1290648,14,Italian
Q1009993,14,Italian
Q70795,15,Italian
Q164526,15,Italian
Q878336,15,Italian
Q139055,15,Italian
Q459396,15,Italian
Q555880,15,Italian
Q993165,15,Italian
Q736414,15,Italian
Q2263028,15,Italian
Q734294,15,Italian
Q751205,15,Italian
Q450043,15,Italian
Q781378,15,Italian
Q1280525,16,Italian
Q1243584,16,Italian
Q1911638,16,Italian
Q433497,16,Italian
Q604667,16,Italian
Q1349158,17,Italian
Q691973,17,Italian
Q456952,17,Italian
Q741149,17,Italian
Q725737,17,Italian
Q1073651,17,Italian
Q2755833,17,Italian
Q956652,17,Italian
Q1288790,18,Italian
Q5585,18,Italian
Q272650,18,Italian
Q518623,18,Italian
Q444143,18,Italian
Q726811,19,Italian
Q1378950,19,Italian
Q183137,19,Italian
Q733342,19,Italian
Q455082,20,Italian
Q647706,20,Italian
Q456827,21,Italian
Q653624,21,Italian
Q723805,21,Italian
Q558155,22,Italian
Q558295,22,Italian
Q61895,22,Italian
Q551627,22,Italian
Q384594,22,Italian
Q733355,22,Italian
Q53023,22,Italian
Q720749,23,Italian
Q53028,23,Italian
Q1258191,23,Italian
Q149415,23,Italian
Q439081,23,Italian
Q72938,23,Italian
Q1006152,24,Italian
Q728006,24,Italian
Q241087,25,Italian
Q53729,25,Italian
Q451206,26,Italian
Q26208,27,Italian
Q222791,27,Italian
Q365044,28,Italian
Q507774,28,Italian
Q458677,29,Italian
Q358529,29,Italian
Q345217,29,Italian
Q437406,29,Italian
Q456946,29,Italian
Q312784,30,Italian
Q332693,31,Italian
Q44872,32,Italian
Q558074,32,Italian
Q236361,34,Italian
Q106988,35,Italian
Q378747,35,Italian
Q451312,36,Italian
Q312757,37,Italian
Q317110,38,Italian
Q106919,47,Italian
Q2995022,9,Polish
Q4279425,9,Polish
Q85802,9,Polish
Q2384536,9,Polish
Q245776,9,Polish
Q4212385,9,Polish
Q2331380,9,Polish
Q573408,9,Polish
Q723139,9,Polish
Q179878,9,Polish
Q892449,9,Polish
Q130407,9,Polish
Q72544,9,Polish
Q218297,9,Polish
Q4480296,9,Polish
Q75334,9,Polish
Q570170,9,Polish
Q6372441,9,Polish
Q316722,9,Polish
Q6149335,9,Polish
Q4341405,9,Polish
Q7599251,9,Polish
Q54867730,9,Polish
Q11685825,9,Polish
Q649552,9,Polish
Q474211,9,Polish
Q129414,9,Polish
Q4141313,9,Polish
Q553218,9,Polish
Q11768981,9,Polish
Q2354110,9,Polish
Q357199,9,Polish
Q4483327,10,Polish
Q324162,10,Polish
Q161852,10,Polish
Q82969,10,Polish
Q1659004,10,Polish
Q7606373,10,Polish
Q609407,10,Polish
Q433483,10,Polish
Q2616821,10,Polish
Q5339695,10,Polish
Q3497096,10,Polish
Q4369098,10,Polish
Q3963190,10,Polish
Q4483502,10,Polish
Q4723678,10,Polish
Q357571,10,Polish
Q114556,10,Polish
Q7942255,10,Polish
Q5993901,10,Polish
Q5621597,10,Polish
Q4984343,10,Polish
Q19756492,10,Polish
Q302639,10,Polish
Q2996685,10,Polish
Q7599274,10,Polish
Q75269,10,Polish
Q2356019,11,Polish
Q2379760,11,Polish
Q115761,11,Polish
Q2164669,11,Polish
Q9146224,11,Polish
Q3067991,11,Polish
Q2089967,11,Polish
Q4675930,11,Polish
Q740816,11,Polish
Q888367,11,Polish
Q9352716,11,Polish
Q1717753,11,Polish
Q82959,11,Polish
Q77693,11,Polish
Q732739,11,Polish
Q327556,11,Polish
Q5368710,11,Polish
Q1398057,11,Polish
Q678052,11,Polish
Q1688003,11,Polish
Q302073,12,Polish
Q22574794,12,Polish
Q1720300,12,Polish
Q426297,12,Polish
Q1773780,12,Polish
Q581748,12,Polish
Q367234,12,Polish
Q323882,12,Polish
Q663033,12,Polish
Q1782223,12,Polish
Q532624,12,Polish
Q1813169,12,Polish
Q2377655,12,Polish
Q1894116,12,Polish
Q11737117,12,Polish
Q1391626,12,Polish
Q1894622,12,Polish
Q4236590,12,Polish
Q1377376,12,Polish
Q557920,13,Polish
Q354070,13,Polish
Q274324,13,Polish
Q515867,13,Polish
Q1378796,13,Polish
Q133465,13,Polish
Q1988523,13,Polish
Q724811,13,Polish
Q122775,13,Polish
Q609655,13,Polish
Q828373,13,Polish
Q268680,14,Polish
Q260996,14,Polish
Q194926,14,Polish
Q2096557,14,Polish
Q1349536,14,Polish
Q4360443,14,Polish
Q11768819,14,Polish
Q598050,14,Polish
Q2218967,14,Polish
Q353031,15,Polish
Q455617,15,Polish
Q288532,15,Polish
Q1679661,15,Polish
Q453555,15,Polish
Q460247,15,Polish
Q555570,15,Polish
Q55933,15,Polish
Q282105,15,Polish
Q698991,15,Polish
Q696036,15,Polish
Q597727,15,Polish
Q70795,15,Polish
Q769974,16,Polish
Q727220,16,Polish
Q707353,16,Polish
Q168190,16,Polish
Q274295,16,Polish
Q1399475,17,Polish
Q1349845,17,Polish
Q835577,17,Polish
Q704005,17,Polish
Q1376050,17,Polish
Q955836,17,Polish
Q261112,17,Polish
Q2659850,17,Polish
Q471450,18,Polish
Q616735,18,Polish
Q2000880,18,Polish
Q168147,18,Polish
Q699597,18,Polish
Q445845,19,Polish
Q5404155,19,Polish
Q350681,19,Polish
Q447814,19,Polish
Q1340536,20,Polish
Q265776,20,Polish
Q2474166,21,Polish
Q129617,21,Polish
Q1813369,21,Polish
Q703450,22,Polish
Q622307,22,Polish
Q348690,22,Polish
Q445719,22,Polish
Q467761,22,Polish
Q740181,22,Polish
Q942858,22,Polish
Q467368,23,Polish
Q55842,23,Polish
Q4538191,23,Polish
Q439455,23,Polish
Q55846,23,Polish
Q4406004,23,Polish
Q54052,24,Polish
Q945412,24,Polish
Q218317,25,Polish
Q454653,25,Polish
Q256327,26,Polish
Q381185,27,Polish
Q355355,27,Polish
Q218319,28,Polish
Q212523,28,Polish
Q100005,29,Polish
Q545740,29,Polish
Q55927,29,Polish
Q465488,29,Polish
Q165680,29,Polish
Q298022,30,Polish
Q254524,31,Polish
Q53460,32,Polish
Q284087,32,Polish
Q157959,34,Polish
Q161363,35,Polish
Q160817,35,Polish
Q515904,36,Polish
Q366040,37,Polish
Q155860,38,Polish
Q26486,47,Polish
Q3051986,9,Russian
Q2379973,9,Russian
Q971447,9,Russian
Q3403622,9,Russian
Q2533413,9,Russian
Q4151936,9,Russian
Q4284170,9,Russian
Q4409271,9,Russian
Q337903,9,Russian
Q329454,9,Russian
Q4459580,9,Russian
Q20507705,9,Russian
Q709102,9,Russian
Q1460719,9,Russian
Q2364568,9,Russian
Q4137899,9,Russian
Q4495528,9,Russian
Q4151827,9,Russian
Q4255453,9,Russian
Q1227036,9,Russian
Q613453,9,Russian
Q4152674,9,Russian
Q1995012,9,Russian
Q966249,9,Russian
Q1979252,9,Russian
Q1523384,9,Russian
Q503663,9,Russian
Q4323971,9,Russian
Q25080,9,Russian
Q2901947,9,Russian
Q4450618,9,Russian
Q3990239,9,Russian
Q2029759,10,Russian
Q1969912,10,Russian
Q4514449,10,Russian
Q332263,10,Russian
Q8803797,10,Russian
Q4078313,10,Russian
Q3511999,10,Russian
Q4475292,10,Russian
Q2473251,10,Russian
Q2443754,10,Russian
Q4415880,10,Russian
Q2991113,10,Russian
Q905537,10,Russian
Q2376777,10,Russian
Q2329380,10,Russian
Q4371376,10,Russian
Q4245101,10,Russian
Q2385068,10,Russian
Q2272771,10,Russian
Q4263523,10,Russian
Q4167251,10,Russian
Q4259359,10,Russian
Q4066688,10,Russian
Q3110376,10,Russian
Q1509172,10,Russian
Q2034405,10,Russian
Q4205606,11,Russian
Q4495901,11,Russian
Q3471309,11,Russian
Q1376036,11,Russian
Q3575559,11,Russian
Q4196431,11,Russian
Q2655838,11,Russian
Q2902847,11,Russian
Q1976707,11,Russian
Q18056014,11,Russian
Q577986,11,Russian
Q1967807,11,Russian
Q4517961,11,Russian
Q1292912,11,Russian
Q4062196,11,Russian
Q4275017,11,Russian
Q2861548,11,Russian
Q12741050,11,Russian
Q2474615,11,Russian
Q461932,11,Russian
Q1027034,12,Russian
Q2718475,12,Russian
Q344460,12,Russian
Q1071709,12,Russian
Q1888882,12,Russian
Q350027,12,Russian
Q1632799,12,Russian
Q1967736,12,Russian
Q385790,12,Russian
Q2121574,12,Russian
Q2723541,12,Russian
Q1409437,12,Russian
Q2379613,12,Russian
Q2626075,12,Russian
Q4107001,12,Russian
Q338538,12,Russian
Q3527753,12,Russian
Q1334307,12,Russian
Q1509164,12,Russian
Q458477,13,Russian
Q954743,13,Russian
Q201472,13,Russian
Q519547,13,Russian
Q2995033,13,Russian
Q2707548,13,Russian
Q3655818,13,Russian
Q665996,13,Russian
Q1378796,13,Russian
Q2069641,13,Russian
Q3920648,13,Russian
Q3877051,14,Russian
Q3820134,14,Russian
Q284136,14,Russian
Q2008597,14,Russian
Q1356039,14,Russian
Q1071764,14,Russian
Q1969058,14,Russian
Q4332234,14,Russian
Q2451562,14,Russian
Q287110,15,Russian
Q176985,15,Russian
Q967757,15,Russian
Q4148913,15,Russian
Q2632757,15,Russian
Q2468389,15,Russian
Q1967513,15,Russian
Q2834368,15,Russian
Q118233,15,Russian
Q70795,15,Russian
Q1491221,15,Russian
Q328007,15,Russian
Q400614,15,Russian
Q487665,16,Russian
Q724357,16,Russian
Q2119044,16,Russian
Q1045279,16,Russian
Q2299317,16,Russian
Q4451710,17,Russian
Q1972072,17,Russian
Q1959505,17,Russian
Q333048,17,Russian
Q2272478,17,Russian
Q4070317,17,Russian
Q453447,17,Russian
Q2003697,17,Russian
Q968099,18,Russian
Q1970048,18,Russian
Q516935,18,Russian
Q1969437,18,Russian
Q1365246,18,Russian
Q433942,19,Russian
Q739362,19,Russian
Q1073792,19,Russian
Q4098361,19,Russian
Q2096791,20,Russian
Q2454464,20,Russian
Q272421,21,Russian
Q659395,21,Russian
Q178529,21,Russian
Q545353,22,Russian
Q25672,22,Russian
Q731536,22,Russian
Q706752,22,Russian
Q715195,22,Russian
Q523682,22,Russian
Q466030,22,Russian
Q439455,23,Russian
Q112048,23,Russian
Q502041,23,Russian
Q678053,23,Russian
Q729274,23,Russian
Q464830,23,Russian
Q468267,24,Russian
Q969083,24,Russian
Q48077,25,Russian
Q254142,25,Russian
Q467096,26,Russian
Q460052,27,Russian
Q235537,27,Russian
Q132387,28,Russian
Q463501,28,Russian
Q683485,29,Russian
Q777997,29,Russian
Q764546,29,Russian
Q370815,29,Russian
Q237518,29,Russian
Q327015,30,Russian
Q446914,31,Russian
Q435367,32,Russian
Q240959,32,Russian
Q561459,34,Russian
Q313399,35,Russian
Q161842,35,Russian
Q326459,36,Russian
Q435584,37,Russian
Q230974,38,Russian
Q313455,47,Russian
