qid,sitelinks,lang
Q7286234,19,Hindi
Q1854649,15,Hindi
Q1850695,18,Hindi
Q6516265,15,Hindi
Q7928181,17,Hindi
Q2721812,18,Hindi
Q2723734,17,Hindi
Q3426281,15,Hindi
Q1369342,16,Hindi
Q4133231,15,Hindi
Q2628981,15,Hindi
Q3344892,15,Hindi
Q12447893,16,Hindi
Q3351497,15,Hindi
Q3520007,16,Hindi
Q3519783,15,Hindi
Q1390822,15,Hindi
Q467189,19,Hindi
Q7246473,17,Hindi
Q5439490,17,Hindi
Q3633385,17,Hindi
Q4673430,15,Hindi
Q3631381,17,Hindi
Q1397957,19,Hindi
Q7901881,16,Hindi
Q283267,15,Hindi
Q1791448,18,Hindi
Q562179,21,Hindi
Q138765,24,Hindi
Q464950,22,Hindi
Q7336478,22,Hindi
Q3595860,24,Hindi
Q1537793,21,Hindi
Q430992,22,Hindi
Q227513,24,Hindi
Q3630336,23,Hindi
Q467408,21,Hindi
Q2420084,24,Hindi
Q3344992,24,Hindi
Q2723876,23,Hindi
Q3595116,22,Hindi
Q523103,20,Hindi
Q3351688,24,Hindi
Q2724248,21,Hindi
Q2651226,23,Hindi
Q3595806,21,Hindi
Q854704,23,Hindi
Q983057,22,Hindi
Q5650929,23,Hindi
Q3418119,21,Hindi
Q3520758,21,Hindi
Q464914,22,Hindi
Q28967460,21,Hindi
Q7505949,20,Hindi
Q12447464,21,Hindi
Q737324,21,Hindi
Q120411,29,Hindi
Q1390715,26,Hindi
Q1067913,26,Hindi
Q431601,28,Hindi
Q737280,28,Hindi
Q1974722,28,Hindi
Q983744,27,Hindi
Q61193,28,Hindi
Q3631806,29,Hindi
Q3056379,29,Hindi
Q2721496,26,Hindi
Q2763244,25,Hindi
Q2360377,27,Hindi
Q464900,28,Hindi
Q46392,30,Hindi
Q333066,33,Hindi
Q4054419,31,Hindi
Q165816,30,Hindi
Q467960,30,Hindi
Q9575,31,Hindi
Q3133978,31,Hindi
Q3595158,39,Hindi
Q559774,37,Hindi
Q2038656,39,Hindi
Q377898,38,Hindi
Q730045,35,Hindi
Q467336,36,Hindi
Q127868,35,Hindi
Q380148,41,Hindi
Q146444,40,Hindi
Q84186,41,Hindi
Q465047,46,Hindi
Q334252,46,Hindi
Q1705018,50,Hindi
Q317769,53,Hindi
Q360927,66,Hindi
Q742263,9,Italian
Q3763495,9,Italian
Q968421,9,Italian
Q1247460,9,Italian
Q677821,9,Italian
Q1042010,9,Italian
Q3759821,9,Italian
Q447545,9,Italian
Q323829,9,Italian
Q1564607,9,Italian
Q3771647,9,Italian
Q3651544,9,Italian
Q1370390,9,Italian
Q11154007,9,Italian
Q354664,9,Italian
Q1363138,9,Italian
Q332771,9,Italian
Q3749736,9,Italian
Q3511191,9,Italian
Q19832365,9,Italian
Q601439,9,Italian
Q3757234,9,Italian
Q3725198,9,Italian
Q362900,9,Italian
Q1491039,9,Italian
Q517837,9,Italian
Q1058251,9,Italian
Q2089840,9,Italian
Q1039742,9,Italian
Q3345492,9,Italian
Q3754794,9,Italian
Q307826,9,Italian
Q1044694,10,Italian
Q3726484,11,Italian
Q663522,11,Italian
Q938124,11,Italian
Q659740,10,Italian
Q5977075,10,Italian
Q994181,13,Italian
Q1246391,12,Italian
Q981971,13,Italian
Q551475,10,Italian
Q347330,11,Italian
Q554857,14,Italian
Q2246904,10,Italian
Q777691,14,Italian
Q731448,11,Italian
Q695500,11,Italian
Q910392,14,Italian
Q737751,14,Italian
Q1159008,11,Italian
Q389148,10,Italian
Q520868,10,Italian
Q854769,12,Italian
Q3964484,13,Italian
Q1180362,12,Italian
Q1179618,10,Italian
Q2539391,11,Italian
Q3713208,10,Italian
Q78815,12,Italian
Q3611792,10,Italian
Q3361986,10,Italian
Q1867806,10,Italian
Q1366988,12,Italian
Q1442029,13,Italian
Q3605648,10,Italian
Q493925,10,Italian
Q1008322,12,Italian
Q897707,13,Italian
Q682600,10,Italian
Q1134748,10,Italian
Q370632,12,Italian
Q2164929,10,Italian
Q1098121,13,Italian
Q436632,11,Italian
Q1232500,13,Italian
Q282665,13,Italian
Q3858218,10,Italian
Q1093721,12,Italian
Q3725038,10,Italian
Q166318,14,Italian
Q2160344,14,Italian
Q2249674,13,Italian
Q1514742,10,Italian
Q285390,12,Italian
Q982381,12,Italian
Q345781,12,Italian
Q1379609,10,Italian
Q28701261,11,Italian
Q430846,10,Italian
Q330860,12,Italian
Q273861,11,Italian
Q1054391,12,Italian
Q121456,10,Italian
Q574388,11,Italian
Q465231,13,Italian
Q463732,10,Italian
Q2405522,10,Italian
Q3938408,10,Italian
Q8063471,14,Italian
Q1097664,12,Italian
Q1232980,12,Italian
Q1290648,14,Italian
Q2640952,13,Italian
Q2143586,12,Italian
Q554416,13,Italian
Q1525403,12,Italian
Q1553509,11,Italian
Q982945,12,Italian
Q3831554,13,Italian
Q1050480,13,Italian
Q15449753,10,Italian
Q816819,10,Italian
Q738539,13,Italian
Q868688,13,Italian
Q3604924,13,Italian
Q4013872,10,Italian
Q1411187,10,Italian
Q1439364,12,Italian
Q1393865,12,Italian
Q754063,13,Italian
Q493631,10,Italian
Q348364,10,Italian
Q3299250,13,Italian
Q472384,10,Italian
Q3740348,11,Italian
Q3107155,10,Italian
Q21028005,12,Italian
Q1234171,16,Italian
Q1349235,19,Italian
Q346976,16,Italian
Q647505,16,Italian
Q272650,18,Italian
Q726811,19,Italian
Q750983,18,Italian
Q506159,15,Italian
Q982566,19,Italian
Q752610,17,Italian
Q126270,18,Italian
Q604667,16,Italian
Q2461362,16,Italian
Q123413,17,Italian
Q878336,15,Italian
Q3941625,15,Italian
Q2755833,17,Italian
Q673256,18,Italian
Q1367728,17,Italian
Q1528112,15,Italian
Q5585,18,Italian
Q711538,19,Italian
Q509916,15,Italian
Q183137,19,Italian
Q518623,18,Italian
Q736414,15,Italian
Q1243584,16,Italian
Q464757,19,Italian
Q1150113,15,Italian
Q647104,17,Italian
Q733342,19,Italian
Q691973,17,Italian
Q1349158,17,Italian
Q1055609,17,Italian
Q902439,18,Italian
Q933477,17,Italian
Q741149,17,Italian
Q458668,16,Italian
Q285431,24,Italian
Q1258191,23,Italian
Q728006,24,Italian
Q558155,22,Italian
Q723805,21,Italian
Q268443,23,Italian
Q558295,22,Italian
Q442205,24,Italian
Q647706,20,Italian
Q3749296,20,Italian
Q1040798,21,Italian
Q53023,22,Italian
Q653624,21,Italian
Q733355,22,Italian
Q532733,20,Italian
Q1345186,21,Italian
Q697383,23,Italian
Q149415,23,Italian
Q439081,23,Italian
Q455082,20,Italian
Q53028,23,Italian
Q449468,22,Italian
Q437295,24,Italian
Q456827,21,Italian
Q650303,20,Italian
Q551627,22,Italian
Q548914,22,Italian
Q438926,22,Italian
Q72938,23,Italian
Q26208,27,Italian
Q436738,25,Italian
Q461477,27,Italian
Q365044,28,Italian
Q345217,29,Italian
Q250210,29,Italian
Q287741,27,Italian
Q555615,26,Italian
Q729088,29,Italian
Q358529,29,Italian
Q956836,25,Italian
Q372115,27,Italian
Q447351,27,Italian
Q235537,27,Italian
Q236361,34,Italian
Q53018,33,Italian
Q44872,32,Italian
Q55438,31,Italian
Q72790,33,Italian
Q159648,30,Italian
Q332693,31,Italian
Q263270,37,Italian
Q312628,36,Italian
Q177610,38,Italian
Q53006,36,Italian
Q106988,35,Italian
Q447892,38,Italian
Q359421,39,Italian
Q312637,43,Italian
Q316288,42,Italian
Q267724,42,Italian
Q231781,46,Italian
Q214665,48,Italian
Q53040,53,Italian
Q1238,52,Italian
Q221074,68,Italian
Q218297,9,Polish
Q316722,9,Polish
Q723139,9,Polish
Q9202000,9,Polish
Q54867730,9,Polish
Q633807,9,Polish
Q1688013,9,Polish
Q2331380,9,Polish
Q11685825,9,Polish
Q2384536,9,Polish
Q6372441,9,Polish
Q4212385,9,Polish
Q169258,9,Polish
Q2354110,9,Polish
Q72544,9,Polish
Q553218,9,Polish
Q6149335,9,Polish
Q892449,9,Polish
Q2022605,9,Polish
Q4480296,9,Polish
Q2387309,9,Polish
Q7599251,9,Polish
Q6699463,9,Polish
Q1976679,9,Polish
Q214953,9,Polish
Q130407,9,Polish
Q6154832,9,Polish
Q11768981,9,Polish
Q598388,9,Polish
Q4274620,9,Polish
Q85802,9,Polish
Q8029110,9,Polish
Q598050,14,Polish
Q6430146,13,Polish
Q731448,11,Polish
Q1773780,12,Polish
Q4483327,10,Polish
Q3845564,11,Polish
Q983807,13,Polish
Q7942255,10,Polish
Q729311,13,Polish
Q740816,11,Polish
Q4236590,12,Polish
Q55941,14,Polish
Q774029,13,Polish
Q5339695,10,Polish
Q2427659,14,Polish
Q3963190,10,Polish
Q4675930,11,Polish
Q2379760,11,Polish
Q4360443,14,Polish
Q1105137,10,Polish
Q2115737,11,Polish
Q5368710,11,Polish
Q532700,11,Polish
Q4984343,10,Polish
Q563218,13,Polish
Q2616821,10,Polish
Q324162,10,Polish
Q1396908,13,Polish
Q82784,13,Polish
Q4750334,11,Polish
Q446743,10,Polish
Q9148165,11,Polish
Q2356019,11,Polish
Q4483502,10,Polish
Q3067991,11,Polish
Q324218,14,Polish
Q357571,10,Polish
Q2623450,13,Polish
Q323882,12,Polish
Q557920,13,Polish
Q428311,12,Polish
Q9352716,11,Polish
Q77693,11,Polish
Q4723678,10,Polish
Q663033,12,Polish
Q260996,14,Polish
Q609407,10,Polish
Q1717753,11,Polish
Q5993901,10,Polish
Q1659004,10,Polish
Q114556,10,Polish
Q367234,12,Polish
Q215697,10,Polish
Q9146224,11,Polish
Q7599274,10,Polish
Q4439474,10,Polish
Q161852,10,Polish
Q268680,14,Polish
Q515158,13,Polish
Q349664,10,Polish
Q1398057,11,Polish
Q274324,13,Polish
Q515867,13,Polish
Q175395,13,Polish
Q1349910,13,Polish
Q1720300,12,Polish
Q82959,11,Polish
Q302639,10,Polish
Q68126,11,Polish
Q2164669,11,Polish
Q16529432,10,Polish
Q122775,13,Polish
Q515077,11,Polish
Q4188534,11,Polish
Q828373,13,Polish
Q888367,11,Polish
Q354070,13,Polish
Q1988523,13,Polish
Q426297,12,Polish
Q2996685,10,Polish
Q22574794,12,Polish
Q4369098,10,Polish
Q133465,13,Polish
Q1090723,13,Polish
Q82969,10,Polish
Q974741,10,Polish
Q302073,12,Polish
Q4397581,10,Polish
Q588195,10,Polish
Q723360,11,Polish
Q120599,12,Polish
Q1782223,12,Polish
Q720868,11,Polish
Q19756492,10,Polish
Q11768819,14,Polish
Q633773,14,Polish
Q447814,19,Polish
Q727220,16,Polish
Q353031,15,Polish
Q691410,15,Polish
Q457949,18,Polish
Q519894,19,Polish
Q261112,17,Polish
Q70795,15,Polish
Q601957,16,Polish
Q2493856,16,Polish
Q55933,15,Polish
Q168190,16,Polish
Q554443,16,Polish
Q1542851,18,Polish
Q1349845,17,Polish
Q1376050,17,Polish
Q453555,15,Polish
Q597727,15,Polish
Q168147,18,Polish
Q320786,18,Polish
Q79054,16,Polish
Q704005,17,Polish
Q1399280,19,Polish
Q2659850,17,Polish
Q5404155,19,Polish
Q282105,15,Polish
Q955836,17,Polish
Q1679661,15,Polish
Q455617,15,Polish
Q432961,15,Polish
Q680950,19,Polish
Q242101,19,Polish
Q462271,19,Polish
Q707353,16,Polish
Q937210,19,Polish
Q548306,16,Polish
Q616735,18,Polish
Q696036,15,Polish
Q561112,20,Polish
Q54052,24,Polish
Q265776,20,Polish
Q891324,20,Polish
Q622307,22,Polish
Q55846,23,Polish
Q55842,23,Polish
Q129617,21,Polish
Q467761,22,Polish
Q445719,22,Polish
Q355843,20,Polish
Q706178,24,Polish
Q1340536,20,Polish
Q2474166,21,Polish
Q703450,22,Polish
Q1813369,21,Polish
Q734458,24,Polish
Q945412,24,Polish
Q467368,23,Polish
Q740181,22,Polish
Q4538191,23,Polish
Q723331,20,Polish
Q367248,20,Polish
Q348690,22,Polish
Q942858,22,Polish
Q55743,21,Polish
Q439455,23,Polish
Q323292,20,Polish
Q561127,20,Polish
Q55927,29,Polish
Q355355,27,Polish
Q165680,29,Polish
Q454653,25,Polish
Q212523,28,Polish
Q100005,29,Polish
Q347767,28,Polish
Q381185,27,Polish
Q218319,28,Polish
Q545740,29,Polish
Q443436,28,Polish
Q465488,29,Polish
Q256327,26,Polish
Q218317,25,Polish
Q298022,30,Polish
Q157959,34,Polish
Q254524,31,Polish
Q284087,32,Polish
Q434797,31,Polish
Q55924,30,Polish
Q351222,34,Polish
Q312627,39,Polish
Q245355,36,Polish
Q515904,36,Polish
Q55835,39,Polish
Q155860,38,Polish
Q366040,37,Polish
Q161363,35,Polish
Q257852,43,Polish
Q157318,42,Polish
Q53451,41,Polish
Q157176,48,Polish
Q314338,45,Polish
Q55922,52,Polish
Q55832,52,Polish
Q84423,65,Polish
Q143030,9,Russian
Q3617656,9,Russian
Q4110536,9,Russian
Q1523384,9,Russian
Q350089,9,Russian
Q1506098,9,Russian
Q4151936,9,Russian
Q218297,9,Russian
Q4495528,9,Russian
Q4221352,9,Russian
Q4255453,9,Russian
Q329454,9,Russian
Q4450618,9,Russian
Q2379973,9,Russian
Q1965634,9,Russian
Q4312203,9,Russian
Q4057536,9,Russian
Q4323971,9,Russian
Q1492109,9,Russian
Q3918042,9,Russian
Q16373007,9,Russian
Q504006,9,Russian
Q4494858,9,Russian
Q330225,9,Russian
Q2901947,9,Russian
Q3655425,9,Russian
Q3651067,9,Russian
Q2364568,9,Russian
Q69432,9,Russian
Q1227036,9,Russian
Q1460719,9,Russian
Q1979252,9,Russian
Q442973,11,Russian
Q1344125,14,Russian
Q2385068,10,Russian
Q577986,11,Russian
Q4311259,12,Russian
Q4062437,10,Russian
Q2635034,11,Russian
Q1637045,12,Russian
Q600326,13,Russian
Q37140234,12,Russian
Q4464240,10,Russian
Q2655838,11,Russian
Q4231221,12,Russian
Q2596835,12,Russian
Q4307840,10,Russian
Q2272771,10,Russian
Q717186,13,Russian
Q338538,12,Russian
Q354505,11,Russian
Q2447966,10,Russian
Q1509172,10,Russian
Q461932,11,Russian
Q507821,14,Russian
Q2701180,13,Russian
Q328254,12,Russian
Q4218355,11,Russian
Q7680787,10,Russian
Q2376777,10,Russian
Q3391400,11,Russian
Q4451898,13,Russian
Q4077574,10,Russian
Q4370596,10,Russian
Q1888882,12,Russian
Q284136,14,Russian
Q4298294,10,Russian
Q1375292,11,Russian
Q2991113,10,Russian
Q4156420,12,Russian
Q4057952,11,Russian
Q385790,12,Russian
Q1382012,10,Russian
Q2664172,10,Russian
Q4098862,10,Russian
Q2834379,13,Russian
Q2376845,13,Russian
Q3820134,14,Russian
Q721077,12,Russian
Q2979775,11,Russian
Q3558313,12,Russian
Q1132954,10,Russian
Q1819749,10,Russian
Q4224645,12,Russian
Q3341669,10,Russian
Q4320205,11,Russian
Q142580,14,Russian
Q4196416,12,Russian
Q1409437,12,Russian
Q977745,14,Russian
Q8063471,14,Russian
Q213754,13,Russian
Q2379613,12,Russian
Q509332,13,Russian
Q4539904,10,Russian
Q3511999,10,Russian
Q376099,13,Russian
Q3527753,12,Russian
Q4296281,10,Russian
Q400729,10,Russian
Q3454045,13,Russian
Q2707548,13,Russian
Q82959,11,Russian
Q812566,11,Russian
Q2451562,14,Russian
Q118745,13,Russian
Q2636293,11,Russian
Q658086,10,Russian
Q4443931,10,Russian
Q1977104,11,Russian
Q2997945,14,Russian
Q4089118,14,Russian
Q1959117,12,Russian
Q2861548,11,Russian
Q1189178,12,Russian
Q4093818,14,Russian
Q461336,10,Russian
Q1960513,11,Russian
Q206399,11,Russian
Q166641,13,Russian
Q4254535,11,Russian
Q1232452,14,Russian
Q3918052,13,Russian
Q4153602,11,Russian
Q2723541,12,Russian
Q2069641,13,Russian
Q587358,12,Russian
Q2528539,11,Russian
Q588449,18,Russian
Q4296631,15,Russian
Q530521,16,Russian
Q952777,16,Russian
Q1073792,19,Russian
Q4108141,16,Russian
Q400614,15,Russian
Q1397465,18,Russian
Q4094751,16,Russian
Q1133092,17,Russian
Q3653188,16,Russian
Q1366633,16,Russian
Q1106981,16,Russian
Q699517,18,Russian
Q1155439,16,Russian
Q2632355,18,Russian
Q2425090,18,Russian
Q1509265,16,Russian
Q488061,15,Russian
Q4327602,15,Russian
Q176985,15,Russian
Q2067930,15,Russian
Q981960,18,Russian
Q714739,18,Russian
Q2072475,18,Russian
Q1996392,15,Russian
Q2632757,15,Russian
Q962114,17,Russian
Q685053,19,Russian
Q4217805,15,Russian
Q2299317,16,Russian
Q957733,17,Russian
Q552743,19,Russian
Q2664845,19,Russian
Q371464,18,Russian
Q739362,19,Russian
Q4475079,18,Russian
Q4520572,15,Russian
Q62809,21,Russian
Q466030,22,Russian
Q4104731,20,Russian
Q468067,22,Russian
Q2622675,24,Russian
Q693425,20,Russian
Q981171,21,Russian
Q715281,20,Russian
Q706829,20,Russian
Q1340503,20,Russian
Q20069008,22,Russian
Q459424,24,Russian
Q729274,23,Russian
Q1532068,21,Russian
Q2422401,22,Russian
Q724343,22,Russian
Q602217,23,Russian
Q492975,20,Russian
Q721148,20,Russian
Q445719,22,Russian
Q1389588,20,Russian
Q2096791,20,Russian
Q523682,22,Russian
Q659395,21,Russian
Q112048,23,Russian
Q12170857,21,Russian
Q706752,22,Russian
Q265610,21,Russian
Q25997,24,Russian
Q228812,25,Russian
Q93031,25,Russian
Q2638198,28,Russian
Q449630,27,Russian
Q960027,25,Russian
Q777997,29,Russian
Q712412,27,Russian
Q537631,26,Russian
Q2083549,25,Russian
Q235537,27,Russian
Q2622325,25,Russian
Q2704774,29,Russian
Q332732,27,Russian
Q683485,29,Russian
Q503219,32,Russian
Q333873,33,Russian
Q434266,30,Russian
Q460023,32,Russian
Q713943,31,Russian
Q446914,31,Russian
Q359754,30,Russian
Q315158,37,Russian
Q315185,39,Russian
Q275025,37,Russian
Q155860,38,Russian
Q311459,39,Russian
Q230974,38,Russian
Q318470,35,Russian
Q55195,42,Russian
Q261965,44,Russian
Q470466,42,Russian
Q298384,45,Russian
Q314312,46,Russian
Q229520,50,Russian
Q141860,52,Russian
Q102813,68,Russian
