qid,sitelinks,lang
Q3520007,16,Hindi
Q4673430,15,Hindi
Q1993428,18,Hindi
Q7928181,17,Hindi
Q3595814,17,Hindi
Q1390822,15,Hindi
Q1397957,19,Hindi
Q12447893,16,Hindi
Q1791448,18,Hindi
Q5439490,17,Hindi
Q2723734,17,Hindi
Q1369342,16,Hindi
Q3182985,18,Hindi
Q3344892,15,Hindi
Q3519783,15,Hindi
Q575066,19,Hindi
Q7123843,17,Hindi
Q6516265,15,Hindi
Q283267,15,Hindi
Q26370,19,Hindi
Q3633274,19,Hindi
Q5653447,15,Hindi
Q1854649,15,Hindi
Q3426281,15,Hindi
Q2628981,15,Hindi
Q7901881,16,Hindi
Q1395448,16,Hindi
Q3633385,17,Hindi
Q464914,22,Hindi
Q3630336,23,Hindi
Q2651226,23,Hindi
Q2724248,21,Hindi
Q2420084,24,Hindi
Q7505949,20,Hindi
Q3595806,21,Hindi
Q28967460,21,Hindi
Q3595860,24,Hindi
Q562179,21,Hindi
Q3520758,21,Hindi
Q983057,22,Hindi
Q1537793,21,Hindi
Q468192,22,Hindi
Q464950,22,Hindi
Q5650929,23,Hindi
Q3345399,23,Hindi
Q227513,24,Hindi
Q7336478,22,Hindi
Q523103,20,Hindi
Q3418119,21,Hindi
Q2723876,23,Hindi
Q737324,21,Hindi
Q12447464,21,Hindi
Q3595116,22,Hindi
Q467408,21,Hindi
Q3344992,24,Hindi
Q430992,22,Hindi
Q854704,23,Hindi
Q560515,29,Hindi
Q464900,28,Hindi
Q539048,26,Hindi
Q3056379,29,Hindi
Q1067913,26,Hindi
Q734509,28,Hindi
Q3631806,29,Hindi
Q1390715,26,Hindi
Q431601,28,Hindi
Q358874,25,Hindi
Q335284,29,Hindi
Q855128,26,Hindi
Q465021,26,Hindi
Q120411,29,Hindi
Q465051,32,Hindi
Q6203171,31,Hindi
Q3899724,32,Hindi
Q333066,33,Hindi
Q2904990,32,Hindi
Q165816,30,Hindi
Q554175,31,Hindi
Q3595158,39,Hindi
Q377898,38,Hindi
Q557749,38,Hindi
Q467336,36,Hindi
Q3191765,39,Hindi
Q559774,37,Hindi
Q2038656,39,Hindi
Q84186,41,Hindi
Q146444,40,Hindi
Q380148,41,Hindi
Q465047,46,Hindi
Q334252,46,Hindi
Q332157,52,Hindi
Q1705018,50,Hindi
Q360927,66,Hindi
Q726979,9,Italian
Q354402,9,Italian
Q3250016,9,Italian
Q7666107,9,Italian
Q524137,9,Italian
Q947519,9,Italian
Q3240817,9,Italian
Q3511191,9,Italian
Q1061848,9,Italian
Q1363138,9,Italian
Q3266530,9,Italian
Q3848217,9,Italian
Q117902,9,Italian
Q3754794,9,Italian
Q4009799,9,Italian
Q1033011,9,Italian
Q1247460,9,Italian
Q3802193,9,Italian
Q282063,9,Italian
Q3764643,9,Italian
Q1601879,9,Italian
Q389140,9,Italian
Q3749736,9,Italian
Q1130472,9,Italian
Q950328,9,Italian
Q698313,9,Italian
Q2248902,9,Italian
Q3903384,9,Italian
Q649437,9,Italian
Q1058251,9,Italian
Q514306,9,Italian
Q1370390,9,Italian
Q742140,14,Italian
Q3299250,13,Italian
Q556567,14,Italian
Q51186,12,Italian
Q3541976,10,Italian
Q14252005,10,Italian
Q1553509,11,Italian
Q465231,13,Italian
Q1235106,13,Italian
Q1439364,12,Italian
Q648856,12,Italian
Q78782,13,Italian
Q1180362,12,Italian
Q3320729,11,Italian
Q74235,13,Italian
Q270147,12,Italian
Q2289691,10,Italian
Q1807972,12,Italian
Q475067,12,Italian
Q3361986,10,Italian
Q3660324,12,Italian
Q854769,12,Italian
Q1237060,10,Italian
Q729486,11,Italian
Q982945,12,Italian
Q1393865,12,Italian
Q1867806,10,Italian
Q451712,13,Italian
Q947504,11,Italian
Q554857,14,Italian
Q2831811,10,Italian
Q1514742,10,Italian
Q2160344,14,Italian
Q1237108,10,Italian
Q1009993,14,Italian
Q939781,14,Italian
Q663522,11,Italian
Q554416,13,Italian
Q4504989,12,Italian
Q3721381,10,Italian
Q868688,13,Italian
Q1388396,12,Italian
Q3713208,10,Italian
Q1442029,13,Italian
Q1090928,10,Italian
Q3107155,10,Italian
Q432751,12,Italian
Q53012,14,Italian
Q1159008,11,Italian
Q4785229,11,Italian
Q1080026,13,Italian
Q1179560,11,Italian
Q1069496,12,Italian
Q3964484,13,Italian
Q1232500,13,Italian
Q15449753,10,Italian
Q449686,10,Italian
Q175778,13,Italian
Q2576645,10,Italian
Q1098121,13,Italian
Q166318,14,Italian
Q111765,11,Italian
Q1236827,14,Italian
Q1044694,10,Italian
Q2164929,10,Italian
Q3362635,10,Italian
Q28701261,11,Italian
Q121456,10,Italian
Q659740,10,Italian
Q524528,11,Italian
Q910392,14,Italian
Q493631,10,Italian
Q520868,10,Italian
Q2832333,13,Italian
Q3993256,11,Italian
Q433290,12,Italian
Q1364730,13,Italian
Q716460,14,Italian
Q1366988,12,Italian
Q2603474,10,Italian
Q546790,14,Italian
Q3963190,10,Italian
Q2249674,13,Italian
Q778445,14,Italian
Q450852,12,Italian
Q591395,12,Italian
Q117664,11,Italian
Q3604924,13,Italian
Q365012,12,Italian
Q1093721,12,Italian
Q748526,12,Italian
Q3743686,10,Italian
Q691834,10,Italian
Q3852825,10,Italian
Q695500,11,Italian
Q513852,11,Italian
Q561196,19,Italian
Q732513,17,Italian
Q2890619,15,Italian
Q443320,19,Italian
Q672816,18,Italian
Q164526,15,Italian
Q982707,17,Italian
Q669956,16,Italian
Q1364144,17,Italian
Q691973,17,Italian
Q272650,18,Italian
Q436074,16,Italian
Q636733,18,Italian
Q1280525,16,Italian
Q126270,18,Italian
Q673256,18,Italian
Q752610,17,Italian
Q2306330,16,Italian
Q1349158,17,Italian
Q1234171,16,Italian
Q711538,19,Italian
Q1398571,19,Italian
Q2123731,15,Italian
Q433497,16,Italian
Q5585,18,Italian
Q509916,15,Italian
Q574025,15,Italian
Q775671,15,Italian
Q472419,16,Italian
Q2632451,18,Italian
Q1066528,15,Italian
Q70795,15,Italian
Q678193,19,Italian
Q647505,16,Italian
Q1054316,16,Italian
Q297696,17,Italian
Q563442,19,Italian
Q781378,15,Italian
Q456827,21,Italian
Q72938,23,Italian
Q149415,23,Italian
Q558295,22,Italian
Q442205,24,Italian
Q548914,22,Italian
Q368201,21,Italian
Q1334704,21,Italian
Q445685,21,Italian
Q438926,22,Italian
Q1873744,20,Italian
Q449468,22,Italian
Q728006,24,Italian
Q733355,22,Italian
Q285431,24,Italian
Q268443,23,Italian
Q1243594,20,Italian
Q1006152,24,Italian
Q61895,22,Italian
Q327660,21,Italian
Q1040798,21,Italian
Q542039,21,Italian
Q720749,23,Italian
Q984438,21,Italian
Q731656,20,Italian
Q723805,21,Italian
Q635456,20,Italian
Q1046038,24,Italian
Q290287,22,Italian
Q359047,27,Italian
Q437406,29,Italian
Q555615,26,Italian
Q235537,27,Italian
Q741862,27,Italian
Q169311,29,Italian
Q447351,27,Italian
Q15794,26,Italian
Q287741,27,Italian
Q451206,26,Italian
Q276023,27,Italian
Q241087,25,Italian
Q507774,28,Italian
Q555379,27,Italian
Q356351,32,Italian
Q336571,32,Italian
Q382099,31,Italian
Q53018,33,Italian
Q55438,31,Italian
Q558074,32,Italian
Q441294,33,Italian
Q177610,38,Italian
Q447892,38,Italian
Q317110,38,Italian
Q312628,36,Italian
Q53006,36,Italian
Q299446,36,Italian
Q312757,37,Italian
Q310922,42,Italian
Q55468,41,Italian
Q53026,43,Italian
Q275979,46,Italian
Q106919,47,Italian
Q41590,53,Italian
Q334147,52,Italian
Q13888,65,Italian
Q214953,9,Polish
Q218297,9,Polish
Q553218,9,Polish
Q649552,9,Polish
Q6149335,9,Polish
Q4759711,9,Polish
Q598388,9,Polish
Q129414,9,Polish
Q6154832,9,Polish
Q6699463,9,Polish
Q245776,9,Polish
Q4341405,9,Polish
Q85802,9,Polish
Q11685825,9,Polish
Q169258,9,Polish
Q357199,9,Polish
Q519963,9,Polish
Q316722,9,Polish
Q2354110,9,Polish
Q4274620,9,Polish
Q2331380,9,Polish
Q2022605,9,Polish
Q707254,9,Polish
Q72544,9,Polish
Q2387309,9,Polish
Q4141313,9,Polish
Q2031145,9,Polish
Q633807,9,Polish
Q130407,9,Polish
Q54867730,9,Polish
Q1976679,9,Polish
Q84579,9,Polish
Q82959,11,Polish
Q1717753,11,Polish
Q446743,10,Polish
Q1349910,13,Polish
Q9148165,11,Polish
Q1391626,12,Polish
Q77693,11,Polish
Q115761,11,Polish
Q22574794,12,Polish
Q4723678,10,Polish
Q6707527,10,Polish
Q194926,14,Polish
Q2996685,10,Polish
Q357571,10,Polish
Q540908,13,Polish
Q7942255,10,Polish
Q122775,13,Polish
Q515158,13,Polish
Q2379760,11,Polish
Q2218967,14,Polish
Q1988523,13,Polish
Q433483,10,Polish
Q739286,14,Polish
Q5621597,10,Polish
Q1782223,12,Polish
Q1720300,12,Polish
Q426297,12,Polish
Q828373,13,Polish
Q129303,10,Polish
Q1447210,13,Polish
Q120599,12,Polish
Q175395,13,Polish
Q367234,12,Polish
Q527289,13,Polish
Q983807,13,Polish
Q260996,14,Polish
Q4483327,10,Polish
Q4360443,14,Polish
Q723360,11,Polish
Q1683054,14,Polish
Q4214863,13,Polish
Q732739,11,Polish
Q1377376,12,Polish
Q731448,11,Polish
Q6430146,13,Polish
Q633773,14,Polish
Q357184,10,Polish
Q1688003,11,Polish
Q588195,10,Polish
Q663033,12,Polish
Q532700,11,Polish
Q888367,11,Polish
Q1571180,14,Polish
Q55941,14,Polish
Q740816,11,Polish
Q1394862,10,Polish
Q1090723,13,Polish
Q4984343,10,Polish
Q1659004,10,Polish
Q4483502,10,Polish
Q729311,13,Polish
Q324162,10,Polish
Q1349536,14,Polish
Q133465,13,Polish
Q4188534,11,Polish
Q609407,10,Polish
Q2613336,13,Polish
Q5368710,11,Polish
Q974741,10,Polish
Q532624,12,Polish
Q4397581,10,Polish
Q2077007,10,Polish
Q7599274,10,Polish
Q2356019,11,Polish
Q720868,11,Polish
Q323882,12,Polish
Q4750334,11,Polish
Q1105137,10,Polish
Q5339695,10,Polish
Q274324,13,Polish
Q774029,13,Polish
Q2089967,11,Polish
Q2427659,14,Polish
Q9388403,13,Polish
Q302073,12,Polish
Q2164669,11,Polish
Q4675930,11,Polish
Q563218,13,Polish
Q609655,13,Polish
Q16529432,10,Polish
Q327556,11,Polish
Q75269,10,Polish
Q2441886,14,Polish
Q4369098,10,Polish
Q2623450,13,Polish
Q1361286,14,Polish
Q554443,16,Polish
Q704005,17,Polish
Q698991,15,Polish
Q353031,15,Polish
Q519894,19,Polish
Q1548851,19,Polish
Q769974,16,Polish
Q1376050,17,Polish
Q453555,15,Polish
Q955836,17,Polish
Q350681,19,Polish
Q320786,18,Polish
Q288532,15,Polish
Q55933,15,Polish
Q696036,15,Polish
Q1679661,15,Polish
Q680950,19,Polish
Q261112,17,Polish
Q462271,19,Polish
Q447814,19,Polish
Q601957,16,Polish
Q835577,17,Polish
Q168147,18,Polish
Q2000880,18,Polish
Q282105,15,Polish
Q1542851,18,Polish
Q502292,16,Polish
Q445845,19,Polish
Q1349845,17,Polish
Q699597,18,Polish
Q457949,18,Polish
Q691410,15,Polish
Q2659850,17,Polish
Q79054,16,Polish
Q274295,16,Polish
Q707353,16,Polish
Q471450,18,Polish
Q727220,16,Polish
Q439455,23,Polish
Q4406004,23,Polish
Q1340536,20,Polish
Q367248,20,Polish
Q348690,22,Polish
Q942858,22,Polish
Q561112,20,Polish
Q355843,20,Polish
Q129617,21,Polish
Q703450,22,Polish
Q945412,24,Polish
Q54052,24,Polish
Q16516912,23,Polish
Q55743,21,Polish
Q323292,20,Polish
Q723331,20,Polish
Q467761,22,Polish
Q1813369,21,Polish
Q55842,23,Polish
Q4538191,23,Polish
Q706178,24,Polish
Q55846,23,Polish
Q265776,20,Polish
Q712459,24,Polish
Q622307,22,Polish
Q740181,22,Polish
Q2474166,21,Polish
Q891324,20,Polish
Q734458,24,Polish
Q55927,29,Polish
Q165680,29,Polish
Q465488,29,Polish
Q100005,29,Polish
Q545740,29,Polish
Q256327,26,Polish
Q443436,28,Polish
Q381185,27,Polish
Q347767,28,Polish
Q218317,25,Polish
Q212523,28,Polish
Q355355,27,Polish
Q218319,28,Polish
Q454653,25,Polish
Q284087,32,Polish
Q157959,34,Polish
Q298022,30,Polish
Q254524,31,Polish
Q381859,31,Polish
Q351222,34,Polish
Q434797,31,Polish
Q515904,36,Polish
Q245355,36,Polish
Q312153,36,Polish
Q155860,38,Polish
Q160817,35,Polish
Q312627,39,Polish
Q161363,35,Polish
Q33637,41,Polish
Q335064,43,Polish
Q257852,43,Polish
Q314338,45,Polish
Q159603,49,Polish
Q158092,54,Polish
Q55922,52,Polish
Q84423,65,Polish
Q69432,9,Russian
Q4221140,9,Russian
Q3990239,9,Russian
Q330225,9,Russian
Q1227036,9,Russian
Q2901947,9,Russian
Q1469672,9,Russian
Q4137899,9,Russian
Q4298610,9,Russian
Q1686532,9,Russian
Q2364568,9,Russian
Q1965634,9,Russian
Q711847,9,Russian
Q1492109,9,Russian
Q350089,9,Russian
Q2627162,9,Russian
Q2042833,9,Russian
Q4282895,9,Russian
Q3617656,9,Russian
Q3154265,9,Russian
Q504083,9,Russian
Q1320078,9,Russian
Q4323971,9,Russian
Q4221352,9,Russian
Q709102,9,Russian
Q1860698,9,Russian
Q4450618,9,Russian
Q4306877,9,Russian
Q4110536,9,Russian
Q4372304,9,Russian
Q6527064,9,Russian
Q4063404,9,Russian
Q2623542,12,Russian
Q4311259,12,Russian
Q166641,13,Russian
Q2447966,10,Russian
Q1377478,13,Russian
Q1382012,10,Russian
Q2664172,10,Russian
Q1913835,14,Russian
Q1378796,13,Russian
Q1813169,12,Russian
Q400729,10,Russian
Q2096557,14,Russian
Q16053,13,Russian
Q1392345,14,Russian
Q12741050,11,Russian
Q302639,10,Russian
Q658086,10,Russian
Q7680787,10,Russian
Q981971,13,Russian
Q2902847,11,Russian
Q3341669,10,Russian
Q4214202,11,Russian
Q3820134,14,Russian
Q2474615,11,Russian
Q142580,14,Russian
Q626982,14,Russian
Q1888882,12,Russian
Q2723541,12,Russian
Q354505,11,Russian
Q4113348,10,Russian
Q4320205,11,Russian
Q273838,10,Russian
Q385790,12,Russian
Q922027,11,Russian
Q1968235,10,Russian
Q2655547,12,Russian
Q463528,12,Russian
Q1967807,11,Russian
Q4514449,10,Russian
Q1027034,12,Russian
Q487028,13,Russian
Q1096163,11,Russian
Q2019186,14,Russian
Q4536967,11,Russian
Q386412,10,Russian
Q18233242,11,Russian
Q2718475,12,Russian
Q2626075,12,Russian
Q274899,14,Russian
Q958766,13,Russian
Q4078313,10,Russian
Q1367673,13,Russian
Q458477,13,Russian
Q4442473,11,Russian
Q2424654,13,Russian
Q213754,13,Russian
Q582633,11,Russian
Q8061482,12,Russian
Q905537,10,Russian
Q4167251,10,Russian
Q556499,13,Russian
Q3454045,13,Russian
Q3558313,12,Russian
Q2457075,12,Russian
Q3479106,11,Russian
Q16672105,14,Russian
Q4495901,11,Russian
Q2443754,10,Russian
Q2623088,12,Russian
Q4062196,11,Russian
Q1315266,10,Russian
Q1971791,11,Russian
Q1375292,11,Russian
Q4062437,10,Russian
Q18056014,11,Russian
Q705873,11,Russian
Q4167247,12,Russian
Q3877051,14,Russian
Q344460,12,Russian
Q4195349,10,Russian
Q2701180,13,Russian
Q2707548,13,Russian
Q2635461,13,Russian
Q743494,13,Russian
Q1071841,13,Russian
Q4275017,11,Russian
Q447659,12,Russian
Q4056514,10,Russian
Q4243575,10,Russian
Q2506290,12,Russian
Q1334307,12,Russian
Q3391400,11,Russian
Q37140234,12,Russian
Q552437,11,Russian
Q368704,11,Russian
Q954743,13,Russian
Q924379,19,Russian
Q962114,17,Russian
Q600678,18,Russian
Q371464,18,Russian
Q650272,18,Russian
Q1374180,15,Russian
Q287403,17,Russian
Q538379,17,Russian
Q2499444,17,Russian
Q338826,16,Russian
Q271402,16,Russian
Q2717801,16,Russian
Q252245,19,Russian
Q1184871,15,Russian
Q2654502,19,Russian
Q723320,19,Russian
Q2449920,17,Russian
Q3653188,16,Russian
Q2910989,16,Russian
Q242101,19,Russian
Q531900,15,Russian
Q215927,19,Russian
Q2996747,16,Russian
Q281741,16,Russian
Q4531651,18,Russian
Q543021,17,Russian
Q384090,19,Russian
Q530521,16,Russian
Q1358834,15,Russian
Q1990789,15,Russian
Q717801,17,Russian
Q537003,16,Russian
Q2271997,18,Russian
Q521209,16,Russian
Q487665,16,Russian
Q2468389,15,Russian
Q2067930,15,Russian
Q2522179,16,Russian
Q62809,21,Russian
Q25997,24,Russian
Q2096791,20,Russian
Q123646,21,Russian
Q1964661,23,Russian
Q368455,24,Russian
Q706829,20,Russian
Q981171,21,Russian
Q693425,20,Russian
Q241969,24,Russian
Q464830,23,Russian
Q659395,21,Russian
Q981132,21,Russian
Q4232862,21,Russian
Q557575,23,Russian
Q715281,20,Russian
Q471443,21,Russian
Q4977068,21,Russian
Q707137,22,Russian
Q602217,23,Russian
Q545353,22,Russian
Q2454464,20,Russian
Q502041,23,Russian
Q552297,24,Russian
Q178529,21,Russian
Q492975,20,Russian
Q597991,23,Russian
Q1045898,20,Russian
Q20069008,22,Russian
Q132387,28,Russian
Q362009,28,Russian
Q463501,28,Russian
Q61723,27,Russian
Q2704774,29,Russian
Q235611,29,Russian
Q372115,27,Russian
Q444969,26,Russian
Q93031,25,Russian
Q2545982,26,Russian
Q427167,25,Russian
Q712412,27,Russian
Q280722,28,Russian
Q4423479,28,Russian
Q784509,30,Russian
Q466139,33,Russian
Q333260,30,Russian
Q435367,32,Russian
Q454630,30,Russian
Q345658,34,Russian
Q460023,32,Russian
Q315158,37,Russian
Q161842,35,Russian
Q49492,37,Russian
Q57309,36,Russian
Q275025,37,Russian
Q314189,37,Russian
Q360507,39,Russian
Q315885,43,Russian
Q312467,41,Russian
Q154444,44,Russian
Q380252,48,Russian
Q233987,47,Russian
Q297032,51,Russian
Q192885,54,Russian
Q164765,68,Russian
