Q_number,LoE,LoQ,property,gt,llm_output,prompt
Q180338,de,ar,occ,"['ممثل تلفزيوني', 'ممثل أفلام', 'خطيب', 'ممثل مسرحي', 'مؤدي أصوات', 'مغني أوبرا', 'منتج أفلام', 'ممثل', 'كاتب', 'عسكري', 'ممثل تعبيري']",الكرستوفر لي هو برنامج مجاني يتيح للمستخدمين الحفظ والتخزين والتوزيع والنسخ الاحتياطي للصور والفيديوهات والملفات الصوتية والبرامج.,Instruction أجب عن السؤال باللغة العربية. قم بالإجابة بالكلمة المفتاحية فقط.  الإجابة لابد أن تكون على هذا الشكل: [الإجابة 1، الإجابة 2، ...]. ولا تقم بإرفاق أي تفسيرات. Question  ما هي وظيفة كرستوفر لي ؟
Q180338,de,en,occ,"['television actor', 'film actor', 'orator', 'stage actor', 'voice actor', 'opera singer', 'film producer', 'actor', 'writer', 'military personnel', 'character actor', 'SOE agent']",Actor,"Instruction Answer the question in English.  Return only the answer keyword. Answer must follow this format: [answer1, answer2,...]  Do not include any explanations. Question  What is the occupation of Christopher Lee?"
Q180338,de,fr,occ,"['acteur ou actrice de télévision', 'acteur ou actrice de cinéma', 'orateur ou oratrice', 'acteur ou actrice de théâtre', 'acteur ou actrice de doublage', 'artiste lyrique', 'producteur ou productrice de cinéma', 'acteur ou actrice', 'écrivain ou écrivaine', 'militaire', 'acteur ou actrice de genre', 'agent du SOE']",Acteur,"Instruction Réponds à la question en Français. Ne renvoyez que le mot-clé de la réponse. La réponse doit impérativement respecter le format suivant : [answer1, answer2,...] Aucune explication ne doit être incluse. Question  Quelle est la profession de Christopher Lee ?"
Q180338,de,ru,occ,"['телеактёр', 'киноактёр', 'оратор', 'театральный актёр', 'актёр озвучивания', 'оперный певец', 'кинопродюсер', 'актёр', 'писатель', 'военнослужащий', 'характерный актёр', 'агент Управления специальных операций']",Актёр.,"Instruction Отвечайте на вопрос на Русском. Возвращайте только краткий ответ в виде ключевого слова. Ответ должен соответствовать формату: [ответ1, ответ2, …] Не добавляйте никаких объяснений. Question Какова профессия Кристофер Ли?"
Q180338,de,zh,occ,"['电视演员', '電影演員', '演说家', '舞台演員', '配音員', '歌劇演唱家', '电影制片人', '演員', '作家', '軍人', '性格演員']",演員,"Instruction 用繁體中文回答給出的問題。 只回答關鍵詞答案。 返回答案遵循下面的形式: [‘答案1’, ‘答案2’，...]。 不要給出任何解釋。  Question 克里斯多福·李的職業是？"
Q180338,de,de,occ,"['Fernsehschauspieler', 'Filmschauspieler', 'Redner', 'Bühnenschauspieler', 'Sprecher', 'Opernsänger', 'Filmproduzent', 'Schauspieler', 'Schriftsteller', 'Militär', 'Charakterdarsteller']","Schauspieler, Regisseur, Drehbuchautor, Produzent, Sänger, Autor, Schriftsteller, Historiker","Instruction Beantworte die Frage in Deutsch. Gib die Antwort nur in Form eines Schlüsselworts zurück. Die Antwort muss diesem Format entsprechen: [Antwort1, Antwort2, ...] Füge keine Erklärungen hinzu. Question Was ist der Beruf von Christopher Lee?"
Q7351,de,ar,occ,"['ناقد موسيقي', 'مختص بالموسيقى', 'قائد أوركسترا', 'معلم موسيقى', 'كاتب', 'ملحن', 'عازف بيانو']",روبرت شومان، رائد أعمال، رجل أعمال، مستثمر.,Instruction أجب عن السؤال باللغة العربية. قم بالإجابة بالكلمة المفتاحية فقط.  الإجابة لابد أن تكون على هذا الشكل: [الإجابة 1، الإجابة 2، ...]. ولا تقم بإرفاق أي تفسيرات. Question  ما هي وظيفة روبرت شومان ؟
Q7351,de,de,occ,"['Musikkritiker', 'Musikwissenschaftler', 'Dirigent', 'Musikpädagoge', 'Schriftsteller', 'Komponist', 'Pianist']",Komponist,"Instruction Beantworte die Frage in Deutsch. Gib die Antwort nur in Form eines Schlüsselworts zurück. Die Antwort muss diesem Format entsprechen: [Antwort1, Antwort2, ...] Füge keine Erklärungen hinzu. Question Was ist der Beruf von Robert Schumann?"
Q7351,de,en,occ,"['music critic', 'musicologist', 'conductor', 'music teacher', 'writer', 'composer', 'pianist']","Composer, Musician, Pianist.","Instruction Answer the question in English.  Return only the answer keyword. Answer must follow this format: [answer1, answer2,...]  Do not include any explanations. Question  What is the occupation of Robert Schumann?"
Q7351,de,fr,occ,"['critique musical', 'musicologue', ""chef ou cheffe d'orchestre"", 'professeur ou professeure de musique', 'écrivain ou écrivaine', 'compositeur ou compositrice', 'pianiste']","compositeur, pianiste","Instruction Réponds à la question en Français. Ne renvoyez que le mot-clé de la réponse. La réponse doit impérativement respecter le format suivant : [answer1, answer2,...] Aucune explication ne doit être incluse. Question  Quelle est la profession de Robert Schumann ?"
Q7351,de,ru,occ,"['музыкальный критик', 'музыковед', 'дирижёр', 'музыкальный педагог', 'писатель', 'композитор', 'пианист']","Музыкант, композитор.","Instruction Отвечайте на вопрос на Русском. Возвращайте только краткий ответ в виде ключевого слова. Ответ должен соответствовать формату: [ответ1, ответ2, …] Не добавляйте никаких объяснений. Question Какова профессия Роберт Шуман?"
Q7351,de,zh,occ,"['音樂評論家', '音樂學者', '指揮家', '音乐教育家', '作家', '作曲家', '钢琴家']",作曲家,"Instruction 用繁體中文回答給出的問題。 只回答關鍵詞答案。 返回答案遵循下面的形式: [‘答案1’, ‘答案2’，...]。 不要給出任何解釋。  Question 罗伯特·舒曼的職業是？"
Q41309,de,fr,occ,"[""chef ou cheffe d'orchestre"", 'professeur ou professeure de musique', 'virtuose', 'compositeur ou compositrice de musique classique', 'écrivain ou écrivaine', 'compositeur ou compositrice', 'pianiste', 'prêtre chrétien']","compositeur, pianiste, chef d'orchestre","Instruction Réponds à la question en Français. Ne renvoyez que le mot-clé de la réponse. La réponse doit impérativement respecter le format suivant : [answer1, answer2,...] Aucune explication ne doit être incluse. Question  Quelle est la profession de Franz Liszt ?"
Q41309,de,zh,occ,"['指揮家', '音乐教育家', '演奏家', '古典音乐作曲家', '作家', '作曲家', '钢琴家', '監督']",作曲家,"Instruction 用繁體中文回答給出的問題。 只回答關鍵詞答案。 返回答案遵循下面的形式: [‘答案1’, ‘答案2’，...]。 不要給出任何解釋。  Question 弗朗茨·李斯特的職業是？"
Q41309,de,ru,occ,"['дирижёр', 'музыкальный педагог', 'виртуоз', 'композитор классической музыки', 'писатель', 'композитор', 'пианист', 'пресвитер']","Пианист, композитор.","Instruction Отвечайте на вопрос на Русском. Возвращайте только краткий ответ в виде ключевого слова. Ответ должен соответствовать формату: [ответ1, ответ2, …] Не добавляйте никаких объяснений. Question Какова профессия Ференц Лист?"
Q41309,de,en,occ,"['conductor', 'music teacher', 'virtuoso', 'classical composer', 'writer', 'composer', 'pianist', 'presbyter']","Composer, Pianist","Instruction Answer the question in English.  Return only the answer keyword. Answer must follow this format: [answer1, answer2,...]  Do not include any explanations. Question  What is the occupation of Franz Liszt?"
Q41309,de,de,occ,"['Dirigent', 'Musikpädagoge', 'Virtuose', 'Komponist klassischer Musik', 'Schriftsteller', 'Komponist', 'Pianist', 'Presbyter']","Komponist, Pianist, Musikpädagoge","Instruction Beantworte die Frage in Deutsch. Gib die Antwort nur in Form eines Schlüsselworts zurück. Die Antwort muss diesem Format entsprechen: [Antwort1, Antwort2, ...] Füge keine Erklärungen hinzu. Question Was ist der Beruf von Franz Liszt?"
Q41309,de,ar,occ,"['قائد أوركسترا', 'معلم موسيقى', 'موهوب', 'ملحن كلاسيكي', 'كاتب', 'ملحن', 'عازف بيانو', 'قسيس مسيحي']",رئيس وزراء النمسا.,Instruction أجب عن السؤال باللغة العربية. قم بالإجابة بالكلمة المفتاحية فقط.  الإجابة لابد أن تكون على هذا الشكل: [الإجابة 1، الإجابة 2، ...]. ولا تقم بإرفاق أي تفسيرات. Question  ما هي وظيفة فرانز ليست ؟
Q44403,de,fr,occ,"['essayiste', 'juriste-poète', 'journaliste', 'écrivain ou écrivaine', 'attaché de presse', 'critique littéraire', 'poète ou poétesse']","Poète, écrivain, journaliste.","Instruction Réponds à la question en Français. Ne renvoyez que le mot-clé de la réponse. La réponse doit impérativement respecter le format suivant : [answer1, answer2,...] Aucune explication ne doit être incluse. Question  Quelle est la profession de Heinrich Heine ?"
Q44403,de,ru,occ,"['эссеист', 'поэт-адвокат', 'журналист', 'писатель', 'имиджмейкер', 'литературный критик', 'поэт']",Писатель.,"Instruction Отвечайте на вопрос на Русском. Возвращайте только краткий ответ в виде ключевого слова. Ответ должен соответствовать формату: [ответ1, ответ2, …] Не добавляйте никаких объяснений. Question Какова профессия Генрих Гейне?"
Q44403,de,zh,occ,"['散文家', '新聞工作者', '作家', '公關人員', '文学评论家', '诗人']",作家,"Instruction 用繁體中文回答給出的問題。 只回答關鍵詞答案。 返回答案遵循下面的形式: [‘答案1’, ‘答案2’，...]。 不要給出任何解釋。  Question 克里斯蒂安·約翰·海因里希·海涅的職業是？"
Q44403,de,en,occ,"['essayist', 'poet lawyer', 'journalist', 'writer', 'publicist', 'literary critic', 'poet']","Poet, Writer, Journalist, Critic.","Instruction Answer the question in English.  Return only the answer keyword. Answer must follow this format: [answer1, answer2,...]  Do not include any explanations. Question  What is the occupation of Heinrich Heine?"
Q44403,de,de,occ,"['Essayist', 'Dichterjurist', 'Journalist', 'Schriftsteller', 'Publizist', 'Literaturkritiker', 'Dichter']","Dichter, Schriftsteller","Instruction Beantworte die Frage in Deutsch. Gib die Antwort nur in Form eines Schlüsselworts zurück. Die Antwort muss diesem Format entsprechen: [Antwort1, Antwort2, ...] Füge keine Erklärungen hinzu. Question Was ist der Beruf von Heinrich Heine?"
Q44403,de,ar,occ,"['كاتب مقالات', 'شاعر قانوني', 'صحفي', 'كاتب', 'إعلامي', 'ناقد أدبي', 'شاعر']",اللغوي، الشاعر، الناقد، الناقد الأدبي.,Instruction أجب عن السؤال باللغة العربية. قم بالإجابة بالكلمة المفتاحية فقط.  الإجابة لابد أن تكون على هذا الشكل: [الإجابة 1، الإجابة 2، ...]. ولا تقم بإرفاق أي تفسيرات. Question  ما هي وظيفة هاينرش هاينه ؟
Q131814,de,ar,occ,"['مغني', 'كاتب سير ذاتية', 'مصمم رقص', 'ممثل', 'موسيقي تسجيلات', 'راقص', 'موسيقي', 'كاتب أغاني']",الممثلة، المؤلفة.,Instruction أجب عن السؤال باللغة العربية. قم بالإجابة بالكلمة المفتاحية فقط.  الإجابة لابد أن تكون على هذا الشكل: [الإجابة 1، الإجابة 2، ...]. ولا تقم بإرفاق أي تفسيرات. Question  ما هي وظيفة تينا ترنر ؟
Q131814,de,de,occ,"['Sänger', 'Autobiograf', 'Choreograf', 'Schauspieler', 'Aufnahmekünstler', 'Tänzer', 'Musiker', 'Songschreiber']","Sängerin, Schauspielerin","Instruction Beantworte die Frage in Deutsch. Gib die Antwort nur in Form eines Schlüsselworts zurück. Die Antwort muss diesem Format entsprechen: [Antwort1, Antwort2, ...] Füge keine Erklärungen hinzu. Question Was ist der Beruf von Tina Turner?"
Q131814,de,en,occ,"['singer', 'autobiographer', 'choreographer', 'actor', 'recording artist', 'dancer', 'musician', 'songwriter']","Singer, Songwriter, Dancer, Actress.","Instruction Answer the question in English.  Return only the answer keyword. Answer must follow this format: [answer1, answer2,...]  Do not include any explanations. Question  What is the occupation of Tina Turner?"
Q131814,de,fr,occ,"['chanteur ou chanteuse', 'autobiographe', 'chorégraphe', 'acteur ou actrice', ""artiste d'enregistrement"", 'danseur ou danseuse', 'musicien ou musicienne', 'auteur-compositeur ou autrice-compositrice']","Chanteuse, Actrice, Danseuse, Auteur-compositeur, Productrice de musique, Entrepreneuse","Instruction Réponds à la question en Français. Ne renvoyez que le mot-clé de la réponse. La réponse doit impérativement respecter le format suivant : [answer1, answer2,...] Aucune explication ne doit être incluse. Question  Quelle est la profession de Tina Turner ?"
Q131814,de,ru,occ,"['певец', 'автобиограф', 'хореограф', 'актёр', 'студийный музыкант', 'танцор', 'музыкант', 'автор песен']","Певица, актриса.","Instruction Отвечайте на вопрос на Русском. Возвращайте только краткий ответ в виде ключевого слова. Ответ должен соответствовать формату: [ответ1, ответ2, …] Не добавляйте никаких объяснений. Question Какова профессия Тина Тёрнер?"
Q131814,de,zh,occ,"['歌手', '自传作者', '編舞家', '演員', '录音艺术家', '舞者', '音樂家', '詞曲作家']",演員,"Instruction 用繁體中文回答給出的問題。 只回答關鍵詞答案。 返回答案遵循下面的形式: [‘答案1’, ‘答案2’，...]。 不要給出任何解釋。  Question 蒂娜·特纳的職業是？"
Q2516,de,fr,occ,"['auteur ou autrice de non-fiction', 'économiste', 'fonctionnaire', 'éditeur ou éditrice', 'écrivain ou écrivaine', ""homme d'État"", 'personnalité politique', 'ministre']","Homme politique, Économiste","Instruction Réponds à la question en Français. Ne renvoyez que le mot-clé de la réponse. La réponse doit impérativement respecter le format suivant : [answer1, answer2,...] Aucune explication ne doit être incluse. Question  Quelle est la profession de Helmut Schmidt ?"
Q2516,de,ru,occ,"['писатель-документалист', 'экономист', 'государственный служащий', 'издатель', 'писатель', 'государственный деятель', 'политик', 'министр']",Политик.,"Instruction Отвечайте на вопрос на Русском. Возвращайте только краткий ответ в виде ключевого слова. Ответ должен соответствовать формату: [ответ1, ответ2, …] Не добавляйте никаких объяснений. Question Какова профессия Гельмут Шмидт?"
Q2516,de,zh,occ,"['非虛構文學作家', '经济学家', '公務員', '出版商', '作家', '政治家', '政治人物', '部長']",政治家,"Instruction 用繁體中文回答給出的問題。 只回答關鍵詞答案。 返回答案遵循下面的形式: [‘答案1’, ‘答案2’，...]。 不要給出任何解釋。  Question 赫尔穆特·施密特的職業是？"
Q2516,de,en,occ,"['non-fiction writer', 'economist', 'civil servant', 'publisher', 'writer', 'statesperson', 'politician', 'minister']","Politician, Economist","Instruction Answer the question in English.  Return only the answer keyword. Answer must follow this format: [answer1, answer2,...]  Do not include any explanations. Question  What is the occupation of Helmut Schmidt?"
Q2516,de,ar,occ,"['كاتب غير روائي', 'اقتصادي', 'موظف مدني', 'ناشر', 'كاتب', 'رجل دولة', 'سياسي', 'وزير']",المدرب، المدرب.,Instruction أجب عن السؤال باللغة العربية. قم بالإجابة بالكلمة المفتاحية فقط.  الإجابة لابد أن تكون على هذا الشكل: [الإجابة 1، الإجابة 2، ...]. ولا تقم بإرفاق أي تفسيرات. Question  ما هي وظيفة هلموت شميت ؟
Q2516,de,de,occ,"['Sachbuchautor', 'Wirtschaftswissenschaftler', 'Beamter', 'Verleger', 'Schriftsteller', 'Staatsmann', 'Politiker', 'Minister']",Politiker,"Instruction Beantworte die Frage in Deutsch. Gib die Antwort nur in Form eines Schlüsselworts zurück. Die Antwort muss diesem Format entsprechen: [Antwort1, Antwort2, ...] Füge keine Erklärungen hinzu. Question Was ist der Beruf von Helmut Schmidt?"
Q70991,de,ar,occ,"['عالم عقيدة', 'عالم طبيعة', 'راهبة', 'كاتب', 'ملحن', 'طبيب', 'فنان', 'فيلسوف', 'شاعر', 'مزخرف مخطوطات']",الطب، الفلسفة.,Instruction أجب عن السؤال باللغة العربية. قم بالإجابة بالكلمة المفتاحية فقط.  الإجابة لابد أن تكون على هذا الشكل: [الإجابة 1، الإجابة 2، ...]. ولا تقم بإرفاق أي تفسيرات. Question  ما هي وظيفة هايدغارد بنجين ؟
Q70991,de,de,occ,"['Theologe', 'Äbtissin', 'Naturwissenschaftler', 'Nonne', 'Schriftsteller', 'Komponist', 'Arzt', 'Künstler', 'Philosoph', 'Dichter', 'Buchmaler']","Mönchin, Äbtissin, Heilkundige, Komponistin, Musiktheoretikerin, Schriftstellerin, Theologin, Universalgelehrte","Instruction Beantworte die Frage in Deutsch. Gib die Antwort nur in Form eines Schlüsselworts zurück. Die Antwort muss diesem Format entsprechen: [Antwort1, Antwort2, ...] Füge keine Erklärungen hinzu. Question Was ist der Beruf von Hildegard von Bingen?"
Q70991,de,en,occ,"['theologian', 'abbess', 'naturalist', 'nun', 'writer', 'composer', 'physician', 'artist', 'philosopher', 'poet', 'illuminator']","Abbess, Composer, Healer, Mystic, Writer, Scientist.","Instruction Answer the question in English.  Return only the answer keyword. Answer must follow this format: [answer1, answer2,...]  Do not include any explanations. Question  What is the occupation of Hildegard of Bingen?"
Q70991,de,fr,occ,"['théologien ou théologienne', 'abbesse', 'naturaliste', 'religieuse', 'écrivain ou écrivaine', 'compositeur ou compositrice', 'médecin', 'artiste', 'philosophe', 'poète ou poétesse', 'enlumineur']","Religieuse, Compositeur, Médecin","Instruction Réponds à la question en Français. Ne renvoyez que le mot-clé de la réponse. La réponse doit impérativement respecter le format suivant : [answer1, answer2,...] Aucune explication ne doit être incluse. Question  Quelle est la profession de Hildegarde de Bingen ?"
Q70991,de,ru,occ,"['богослов', 'аббатиса', 'естествоиспытатель', 'монахиня', 'писатель', 'композитор', 'врач', 'деятель искусств', 'философ', 'поэт', 'иллюминатор рукописей']","Аббатисса, ученая.","Instruction Отвечайте на вопрос на Русском. Возвращайте только краткий ответ в виде ключевого слова. Ответ должен соответствовать формату: [ответ1, ответ2, …] Не добавляйте никаких объяснений. Question Какова профессия Хильдегарда Бингенская?"
Q70991,de,zh,occ,"['神学家', '女隐修院院长', '自然科学家', '修女', '作家', '作曲家', '医生', '艺术家', '哲學家', '诗人']",修女,"Instruction 用繁體中文回答給出的問題。 只回答關鍵詞答案。 返回答案遵循下面的形式: [‘答案1’, ‘答案2’，...]。 不要給出任何解釋。  Question 宾根的希尔德加德的職業是？"
Q18456,de,ar,occ,"['داعٍ إلى السلم', 'محرر', 'كاتب خيال علمي', 'صحفي', 'مترجم', 'كاتب', 'روائي']",الموظف، المدير، الناقد.,Instruction أجب عن السؤال باللغة العربية. قم بالإجابة بالكلمة المفتاحية فقط.  الإجابة لابد أن تكون على هذا الشكل: [الإجابة 1، الإجابة 2، ...]. ولا تقم بإرفاق أي تفسيرات. Question  ما هي وظيفة برثا فون سوتنر ؟
Q18456,de,de,occ,"['Pazifist', 'Herausgeber', 'Science-Fiction-Schriftsteller', 'Journalist', 'Übersetzer', 'Schriftsteller', 'Romancier']",Friedensaktivistin,"Instruction Beantworte die Frage in Deutsch. Gib die Antwort nur in Form eines Schlüsselworts zurück. Die Antwort muss diesem Format entsprechen: [Antwort1, Antwort2, ...] Füge keine Erklärungen hinzu. Question Was ist der Beruf von Bertha von Suttner?"
Q18456,de,en,occ,"['pacifist', 'editor', 'science fiction writer', 'journalist', 'translator', 'writer', 'novelist']","Peace activist, writer.","Instruction Answer the question in English.  Return only the answer keyword. Answer must follow this format: [answer1, answer2,...]  Do not include any explanations. Question  What is the occupation of Bertha von Suttner?"
Q18456,de,fr,occ,"['pacifiste', 'éditeur ou éditrice', 'écrivain ou écrivaine de science-fiction', 'journaliste', 'traducteur ou traductrice', 'écrivain ou écrivaine', 'romancier ou romancière']","Pacifiste, féministe, écrivaine, activiste.","Instruction Réponds à la question en Français. Ne renvoyez que le mot-clé de la réponse. La réponse doit impérativement respecter le format suivant : [answer1, answer2,...] Aucune explication ne doit être incluse. Question  Quelle est la profession de Bertha von Suttner ?"
Q18456,de,ru,occ,"['пацифист', 'редактор', 'писатель научной фантастики', 'журналист', 'переводчик', 'писатель', 'романист']",Писательница.,"Instruction Отвечайте на вопрос на Русском. Возвращайте только краткий ответ в виде ключевого слова. Ответ должен соответствовать формату: [ответ1, ответ2, …] Не добавляйте никаких объяснений. Question Какова профессия Берта фон Зутнер?"
Q18456,de,zh,occ,"['和平主義者', '编辑', '科幻作家', '新聞工作者', '翻譯家', '作家', '小说家']",女演員,"Instruction 用繁體中文回答給出的問題。 只回答關鍵詞答案。 返回答案遵循下面的形式: [‘答案1’, ‘答案2’，...]。 不要給出任何解釋。  Question 贝尔塔·冯·苏特纳的職業是？"
Q78491,de,fr,occ,"['essayiste', 'prosateur ou prosatrice', 'journaliste', 'historien ou historienne', 'dramaturge', 'traducteur ou traductrice', 'écrivain ou écrivaine', 'critique littéraire', 'poète ou poétesse', 'romancier ou romancière', 'biographe']","Écrivain, journaliste, traducteur, critique littéraire, dramaturge, historien de l'art et diplomate.","Instruction Réponds à la question en Français. Ne renvoyez que le mot-clé de la réponse. La réponse doit impérativement respecter le format suivant : [answer1, answer2,...] Aucune explication ne doit être incluse. Question  Quelle est la profession de Stefan Zweig ?"
Q78491,de,zh,occ,"['散文家', '散文家', '新聞工作者', '歷史學家', '剧作家', '翻譯家', '作家', '文学评论家', '诗人', '小说家', '傳記作家']",作家,"Instruction 用繁體中文回答給出的問題。 只回答關鍵詞答案。 返回答案遵循下面的形式: [‘答案1’, ‘答案2’，...]。 不要給出任何解釋。  Question 斯蒂芬·茨威格的職業是？"
Q78491,de,ru,occ,"['эссеист', 'прозаик', 'журналист', 'историк', 'драматург', 'переводчик', 'писатель', 'литературный критик', 'поэт', 'романист', 'биограф']","писатель, историк, дипломат.","Instruction Отвечайте на вопрос на Русском. Возвращайте только краткий ответ в виде ключевого слова. Ответ должен соответствовать формату: [ответ1, ответ2, …] Не добавляйте никаких объяснений. Question Какова профессия Стефан Цвейг?"
Q78491,de,en,occ,"['essayist', 'prosaist', 'journalist', 'historian', 'playwright', 'translator', 'writer', 'literary critic', 'poet', 'novelist', 'biographer']","Writer, novelist, playwright, journalist, biographer, poet.","Instruction Answer the question in English.  Return only the answer keyword. Answer must follow this format: [answer1, answer2,...]  Do not include any explanations. Question  What is the occupation of Stefan Zweig?"
Q78491,de,ar,occ,"['كاتب مقالات', 'ناثر', 'صحفي', 'مؤرخ', 'كاتب مسرحي', 'مترجم', 'كاتب', 'ناقد أدبي', 'شاعر', 'روائي', 'كاتب سير']",المدير الفني، المدرب.,Instruction أجب عن السؤال باللغة العربية. قم بالإجابة بالكلمة المفتاحية فقط.  الإجابة لابد أن تكون على هذا الشكل: [الإجابة 1، الإجابة 2، ...]. ولا تقم بإرفاق أي تفسيرات. Question  ما هي وظيفة شتيفان تسفايغ ؟
Q78491,de,de,occ,"['Essayist', 'Prosaist', 'Journalist', 'Historiker', 'Dramatiker', 'Übersetzer', 'Schriftsteller', 'Literaturkritiker', 'Dichter', 'Romancier', 'Biograf']","Schriftsteller, Dramatiker, Essayist, Übersetzer, Historiker","Instruction Beantworte die Frage in Deutsch. Gib die Antwort nur in Form eines Schlüsselworts zurück. Die Antwort muss diesem Format entsprechen: [Antwort1, Antwort2, ...] Füge keine Erklärungen hinzu. Question Was ist der Beruf von Stefan Zweig?"
Q12658,de,ar,occ,"['أستاذ جامعي', 'فيزيائي', 'مخترع', 'كاتب', 'مدرس', 'فيلسوف', 'كيميائي', 'ناشط إسبرنتو']",المهندس المعماري,Instruction أجب عن السؤال باللغة العربية. قم بالإجابة بالكلمة المفتاحية فقط.  الإجابة لابد أن تكون على هذا الشكل: [الإجابة 1، الإجابة 2، ...]. ولا تقم بإرفاق أي تفسيرات. Question  ما هي وظيفة فيلهلم أوستفالد ؟
Q12658,de,de,occ,"['Hochschullehrer', 'Physiker', 'Erfinder', 'Idist', 'Schriftsteller', 'Lehrer', 'Philosoph', 'Chemiker', 'Esperantist']",Chemiker,"Instruction Beantworte die Frage in Deutsch. Gib die Antwort nur in Form eines Schlüsselworts zurück. Die Antwort muss diesem Format entsprechen: [Antwort1, Antwort2, ...] Füge keine Erklärungen hinzu. Question Was ist der Beruf von Wilhelm Ostwald?"
Q12658,de,en,occ,"['university teacher', 'physicist', 'inventor', 'Idist', 'writer', 'teacher', 'philosopher', 'chemist', 'Esperantist']",Chemist,"Instruction Answer the question in English.  Return only the answer keyword. Answer must follow this format: [answer1, answer2,...]  Do not include any explanations. Question  What is the occupation of Wilhelm Ostwald?"
Q12658,de,fr,occ,"[""professeur ou professeure d'université"", 'physicien ou physicienne', 'inventeur', 'idiste', 'écrivain ou écrivaine', 'enseignant ou enseignante', 'philosophe', 'chimiste', 'espérantiste']","Chimiste, physicien, philosophe","Instruction Réponds à la question en Français. Ne renvoyez que le mot-clé de la réponse. La réponse doit impérativement respecter le format suivant : [answer1, answer2,...] Aucune explication ne doit être incluse. Question  Quelle est la profession de Wilhelm Ostwald ?"
Q12658,de,ru,occ,"['преподаватель университета', 'физик', 'изобретатель', 'идист', 'писатель', 'учитель', 'философ', 'химик', 'эсперантист']","Химик, физик.","Instruction Отвечайте на вопрос на Русском. Возвращайте только краткий ответ в виде ключевого слова. Ответ должен соответствовать формату: [ответ1, ответ2, …] Не добавляйте никаких объяснений. Question Какова профессия Вильгельм Фридрих Оствальд?"
Q12658,de,zh,occ,"['大學教員', '物理学家', '发明家', '作家', '教师', '哲學家', '化学家', '世界语者']",物理學家,"Instruction 用繁體中文回答給出的問題。 只回答關鍵詞答案。 返回答案遵循下面的形式: [‘答案1’, ‘答案2’，...]。 不要給出任何解釋。  Question 威廉·奥斯特瓦尔德的職業是？"
Q1785,de,fr,occ,"['acteur ou actrice de cinéma', 'chansonnier', 'chanteur ou chanteuse', 'diplomate', 'réalisateur ou réalisatrice', 'scénariste', 'acteur ou actrice', 'écrivain ou écrivaine', 'compositeur ou compositrice', 'auteur-compositeur-interprète', 'poète ou poétesse', ""artiste d'enregistrement"", 'parolier ou parolière']","Chanteur, compositeur, acteur.","Instruction Réponds à la question en Français. Ne renvoyez que le mot-clé de la réponse. La réponse doit impérativement respecter le format suivant : [answer1, answer2,...] Aucune explication ne doit être incluse. Question  Quelle est la profession de Charles Aznavour ?"
Q1785,de,zh,occ,"['電影演員', '歌手', '外交官', '電影導演', '編劇', '演員', '作家', '作曲家', '創作歌手', '诗人', '录音艺术家', '填词人']",律師,"Instruction 用繁體中文回答給出的問題。 只回答關鍵詞答案。 返回答案遵循下面的形式: [‘答案1’, ‘答案2’，...]。 不要給出任何解釋。  Question 查爾斯·阿茲納弗的職業是？"
Q1785,de,ru,occ,"['киноактёр', 'шансонье', 'певец', 'дипломат', 'кинорежиссёр', 'сценарист', 'актёр', 'писатель', 'композитор', 'автор-исполнитель', 'поэт', 'студийный музыкант', 'поэт-песенник']","Певец, актёр.","Instruction Отвечайте на вопрос на Русском. Возвращайте только краткий ответ в виде ключевого слова. Ответ должен соответствовать формату: [ответ1, ответ2, …] Не добавляйте никаких объяснений. Question Какова профессия Шарль Азнавур?"
Q1785,de,de,occ,"['Filmschauspieler', 'Chansonnier', 'Sänger', 'Diplomat', 'Filmregisseur', 'Drehbuchautor', 'Schauspieler', 'Schriftsteller', 'Komponist', 'Singer-Songwriter', 'Dichter', 'Aufnahmekünstler', 'Liedtexter']","Sänger, Schauspieler, Komponist","Instruction Beantworte die Frage in Deutsch. Gib die Antwort nur in Form eines Schlüsselworts zurück. Die Antwort muss diesem Format entsprechen: [Antwort1, Antwort2, ...] Füge keine Erklärungen hinzu. Question Was ist der Beruf von Charles Aznavour?"
Q1785,de,en,occ,"['film actor', 'chansonnier', 'singer', 'diplomat', 'film director', 'screenwriter', 'actor', 'writer', 'composer', 'singer-songwriter', 'poet', 'recording artist', 'lyricist']","Singer, Songwriter, Actor","Instruction Answer the question in English.  Return only the answer keyword. Answer must follow this format: [answer1, answer2,...]  Do not include any explanations. Question  What is the occupation of Charles Aznavour?"
Q1785,de,ar,occ,"['ممثل أفلام', 'مؤلف أغاني', 'مغني', 'دبلوماسي', 'مخرج أفلام', 'كاتب سيناريو', 'ممثل', 'كاتب', 'ملحن', 'مغن مؤلف', 'شاعر', 'موسيقي تسجيلات', 'شاعر غنائي']",ممثل، مغني، ممثل صوتي، ممثل مسرحي.,Instruction أجب عن السؤال باللغة العربية. قم بالإجابة بالكلمة المفتاحية فقط.  الإجابة لابد أن تكون على هذا الشكل: [الإجابة 1، الإجابة 2، ...]. ولا تقم بإرفاق أي تفسيرات. Question  ما هي وظيفة شارل أزنافور ؟
