properties,num_properties,coverage,score
"has_gender, has_spouse, has_country_of_citizenship, has_date_of_death, has_date_of_birth",5,2053,10265
"has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth",5,2053,10265
"has_father, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth",6,1708,10248
"has_gender, has_father, has_spouse, has_country_of_citizenship, has_date_of_death, has_date_of_birth",6,1708,10248
"has_gender, has_father, has_spouse, has_occupation, has_date_of_death, has_date_of_birth",6,1708,10248
"has_gender, has_father, has_child, has_occupation, has_date_of_birth",5,2036,10180
"has_father, has_country_of_citizenship, has_child, has_occupation, has_date_of_birth",5,2034,10170
"has_gender, has_father, has_country_of_citizenship, has_child, has_date_of_birth",5,2034,10170
"has_gender, has_mother, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth",7,1442,10094
"has_father, has_mother, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth",7,1429,10003
"has_gender, has_father, has_mother, has_spouse, has_country_of_citizenship, has_date_of_death, has_date_of_birth",7,1429,10003
"has_gender, has_father, has_mother, has_spouse, has_occupation, has_date_of_death, has_date_of_birth",7,1429,10003
"has_gender, has_father, has_mother, has_country_of_citizenship, has_occupation, has_date_of_death",6,1648,9888
"has_gender, has_father, has_country_of_citizenship, has_occupation, has_date_of_death, has_academic_degree",6,1633,9798
"has_gender, has_father, has_child, has_occupation",4,2433,9732
"has_father, has_country_of_citizenship, has_child, has_occupation",4,2431,9724
"has_gender, has_father, has_country_of_citizenship, has_child",4,2431,9724
"has_gender, has_mother, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth",6,1611,9666
"has_gender, has_child, has_occupation, has_date_of_death, has_date_of_birth",5,1933,9665
"has_country_of_citizenship, has_child, has_occupation, has_date_of_death, has_date_of_birth",5,1930,9650
"has_gender, has_country_of_citizenship, has_child, has_date_of_death, has_date_of_birth",5,1930,9650
"has_gender, has_father, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death, has_academic_degree",7,1369,9583
"has_gender, has_father, has_mother, has_country_of_citizenship, has_occupation, has_date_of_death, has_academic_degree",7,1367,9569
"has_gender, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",7,1360,9520
"has_father, has_mother, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth",6,1583,9498
"has_gender, has_father, has_mother, has_country_of_citizenship, has_date_of_death, has_date_of_birth",6,1583,9498
"has_gender, has_father, has_mother, has_occupation, has_date_of_death, has_date_of_birth",6,1583,9498
"has_place_of_birth, has_place_of_death, has_gender, has_occupation, has_date_of_death, has_date_of_birth",6,1573,9438
"has_gender, has_father, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_academic_degree",6,1573,9438
"has_father, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",6,1573,9438
"has_gender, has_father, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",6,1573,9438
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth",6,1569,9414
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_date_of_death",6,1568,9408
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_date_of_birth",6,1566,9396
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_date_of_death, has_date_of_birth",6,1563,9378
"has_gender, has_mother, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death, has_academic_degree",7,1339,9373
"has_father, has_mother, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death, has_academic_degree",7,1337,9359
"has_gender, has_father, has_mother, has_spouse, has_occupation, has_date_of_death, has_academic_degree",7,1337,9359
"has_gender, has_father, has_mother, has_spouse, has_country_of_citizenship, has_date_of_death, has_academic_degree",7,1337,9359
"has_gender, has_position_held, has_occupation, has_date_of_birth, has_academic_degree",5,1864,9320
"has_gender, has_country_of_citizenship, has_position_held, has_date_of_birth, has_academic_degree",5,1864,9320
"has_country_of_citizenship, has_position_held, has_occupation, has_date_of_birth, has_academic_degree",5,1864,9320
"has_gender, has_mother, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",7,1319,9233
"has_father, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",7,1317,9219
"has_gender, has_father, has_spouse, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",7,1317,9219
"has_gender, has_father, has_spouse, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_academic_degree",7,1317,9219
"has_gender, has_father, has_mother, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",7,1315,9205
"has_gender, has_father, has_mother, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_academic_degree",7,1315,9205
"has_father, has_mother, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",7,1315,9205
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",7,1294,9058
"has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",6,1509,9054
"has_gender, has_mother, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death",6,1503,9018
"has_gender, has_mother, has_spouse, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_academic_degree",7,1286,9002
"has_mother, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",7,1286,9002
"has_gender, has_mother, has_spouse, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",7,1286,9002
"has_father, has_mother, has_spouse, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_academic_degree",7,1285,8995
"has_father, has_mother, has_spouse, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",7,1285,8995
"has_gender, has_father, has_mother, has_spouse, has_date_of_death, has_date_of_birth, has_academic_degree",7,1285,8995
"has_gender, has_father, has_spouse, has_occupation, has_date_of_death",5,1792,8960
"has_father, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death",5,1792,8960
"has_gender, has_father, has_spouse, has_country_of_citizenship, has_date_of_death",5,1792,8960
"has_gender, has_father, has_country_of_citizenship, has_child, has_occupation, has_date_of_death, has_date_of_birth",7,1278,8946
"has_father, has_mother, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death",6,1489,8934
"has_gender, has_father, has_mother, has_spouse, has_country_of_citizenship, has_date_of_death",6,1489,8934
"has_gender, has_father, has_mother, has_spouse, has_occupation, has_date_of_death",6,1489,8934
"has_place_of_death, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth",5,1744,8720
"has_place_of_death, has_gender, has_occupation, has_date_of_death, has_date_of_birth",5,1742,8710
"has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_date_of_death",5,1740,8700
"has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_date_of_birth",5,1739,8695
"has_place_of_death, has_gender, has_country_of_citizenship, has_date_of_death, has_date_of_birth",5,1732,8660
"has_gender, has_country_of_citizenship, has_occupation, has_date_of_birth, has_academic_degree, has_ethnic_group",6,1443,8658
"has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",7,1236,8652
"has_gender, has_mother, has_spouse, has_country_of_citizenship, has_date_of_death, has_date_of_birth",6,1442,8652
"has_mother, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth",6,1442,8652
"has_place_of_birth, has_position_held, has_educated_at, has_occupation",4,2163,8652
"has_gender, has_mother, has_spouse, has_occupation, has_date_of_death, has_date_of_birth",6,1442,8652
"has_place_of_birth, has_position_held, has_educated_at, has_date_of_birth",4,2161,8644
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at",4,2161,8644
"has_gender, has_spouse, has_occupation, has_date_of_death",4,2146,8584
"has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death",4,2144,8576
"has_gender, has_spouse, has_country_of_citizenship, has_date_of_death",4,2144,8576
"has_father, has_mother, has_spouse, has_occupation, has_date_of_death, has_date_of_birth",6,1429,8574
"has_father, has_mother, has_spouse, has_country_of_citizenship, has_date_of_death, has_date_of_birth",6,1429,8574
"has_gender, has_father, has_mother, has_spouse, has_date_of_death, has_date_of_birth",6,1429,8574
"has_gender, has_father, has_spouse, has_date_of_death, has_date_of_birth",5,1708,8540
"has_father, has_spouse, has_occupation, has_date_of_death, has_date_of_birth",5,1708,8540
"has_father, has_spouse, has_country_of_citizenship, has_date_of_death, has_date_of_birth",5,1708,8540
"has_gender, has_father, has_country_of_citizenship, has_child, has_occupation, has_date_of_death",6,1421,8526
"has_place_of_birth, has_gender, has_position_held, has_educated_at",4,2123,8492
"has_gender, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death, has_academic_degree",6,1414,8484
"has_gender, has_country_of_citizenship, has_occupation, has_date_of_birth, has_ethnic_group",5,1691,8455
"has_gender, has_child, has_occupation, has_date_of_death",4,2111,8444
"has_country_of_citizenship, has_child, has_occupation, has_date_of_death",4,2108,8432
"has_gender, has_country_of_citizenship, has_child, has_date_of_death",4,2108,8432
"has_gender, has_mother, has_country_of_citizenship, has_occupation, has_date_of_death",5,1679,8395
"has_gender, has_father, has_mother, has_country_of_citizenship, has_date_of_death",5,1648,8240
"has_father, has_mother, has_country_of_citizenship, has_occupation, has_date_of_death",5,1648,8240
"has_gender, has_father, has_mother, has_occupation, has_date_of_death",5,1648,8240
"has_gender, has_mother, has_country_of_citizenship, has_occupation, has_date_of_death, has_academic_degree",6,1372,8232
"has_gender, has_spouse, has_date_of_death, has_date_of_birth",4,2055,8220
"has_spouse, has_occupation, has_date_of_death, has_date_of_birth",4,2055,8220
"has_gender, has_father, has_spouse, has_occupation, has_date_of_death, has_academic_degree",6,1369,8214
"has_gender, has_father, has_spouse, has_country_of_citizenship, has_date_of_death, has_academic_degree",6,1369,8214
"has_father, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death, has_academic_degree",6,1369,8214
"has_spouse, has_country_of_citizenship, has_date_of_death, has_date_of_birth",4,2053,8212
"has_father, has_mother, has_country_of_citizenship, has_occupation, has_date_of_death, has_academic_degree",6,1367,8202
"has_gender, has_father, has_mother, has_country_of_citizenship, has_date_of_death, has_academic_degree",6,1367,8202
"has_gender, has_father, has_mother, has_occupation, has_date_of_death, has_academic_degree",6,1367,8202
"has_gender, has_father, has_country_of_citizenship, has_date_of_death, has_academic_degree",5,1633,8165
"has_gender, has_father, has_occupation, has_date_of_death, has_academic_degree",5,1633,8165
"has_father, has_country_of_citizenship, has_occupation, has_date_of_death, has_academic_degree",5,1633,8165
"has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",5,1632,8160
"has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",6,1360,8160
"has_gender, has_spouse, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",6,1360,8160
"has_gender, has_spouse, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_academic_degree",6,1360,8160
"has_gender, has_father, has_child, has_date_of_birth",4,2036,8144
"has_father, has_child, has_occupation, has_date_of_birth",4,2036,8144
"has_father, has_country_of_citizenship, has_child, has_date_of_birth",4,2034,8136
"has_gender, has_spouse, has_country_of_citizenship, has_child, has_occupation, has_date_of_birth",6,1345,8070
"has_gender, has_mother, has_country_of_citizenship, has_date_of_death, has_date_of_birth",5,1611,8055
"has_gender, has_mother, has_occupation, has_date_of_death, has_date_of_birth",5,1611,8055
"has_mother, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth",5,1611,8055
"has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_academic_degree",6,1339,8034
"has_gender, has_mother, has_spouse, has_occupation, has_date_of_death, has_academic_degree",6,1339,8034
"has_gender, has_mother, has_spouse, has_country_of_citizenship, has_date_of_death, has_academic_degree",6,1339,8034
"has_mother, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death, has_academic_degree",6,1339,8034
"has_gender, has_father, has_mother, has_spouse, has_date_of_death, has_academic_degree",6,1337,8022
"has_father, has_mother, has_spouse, has_country_of_citizenship, has_date_of_death, has_academic_degree",6,1337,8022
"has_father, has_mother, has_spouse, has_occupation, has_date_of_death, has_academic_degree",6,1337,8022
"has_gender, has_father, has_spouse, has_country_of_citizenship, has_child, has_occupation, has_date_of_birth",7,1136,7952
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",6,1323,7938
"has_father, has_mother, has_occupation, has_date_of_death, has_date_of_birth",5,1583,7915
"has_gender, has_father, has_mother, has_date_of_death, has_date_of_birth",5,1583,7915
"has_father, has_mother, has_country_of_citizenship, has_date_of_death, has_date_of_birth",5,1583,7915
"has_mother, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",6,1319,7914
"has_gender, has_mother, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",6,1319,7914
"has_gender, has_mother, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_academic_degree",6,1319,7914
"has_gender, has_father, has_spouse, has_date_of_death, has_date_of_birth, has_academic_degree",6,1317,7902
"has_father, has_spouse, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",6,1317,7902
"has_father, has_spouse, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_academic_degree",6,1317,7902
"has_place_of_birth, has_place_of_death, has_occupation, has_date_of_death, has_date_of_birth",5,1579,7895
"has_place_of_birth, has_place_of_death, has_gender, has_occupation, has_date_of_death",5,1578,7890
"has_gender, has_father, has_mother, has_date_of_death, has_date_of_birth, has_academic_degree",6,1315,7890
"has_father, has_mother, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_academic_degree",6,1315,7890
"has_father, has_mother, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",6,1315,7890
"has_place_of_birth, has_place_of_death, has_gender, has_occupation, has_date_of_birth",5,1576,7880
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_occupation, has_date_of_death",5,1574,7870
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_occupation",5,1573,7865
"has_place_of_birth, has_place_of_death, has_gender, has_date_of_death, has_date_of_birth",5,1573,7865
"has_father, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_academic_degree",5,1573,7865
"has_father, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",5,1573,7865
"has_gender, has_father, has_date_of_death, has_date_of_birth, has_academic_degree",5,1573,7865
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_occupation, has_date_of_birth",5,1572,7860
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_date_of_death, has_date_of_birth",5,1569,7845
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_date_of_death",5,1568,7840
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death",6,1306,7836
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_date_of_birth",5,1566,7830
"has_place_of_birth, has_gender, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",6,1298,7788
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth",6,1294,7764
"has_gender, has_child, has_date_of_death, has_date_of_birth",4,1933,7732
"has_child, has_occupation, has_date_of_death, has_date_of_birth",4,1933,7732
"has_country_of_citizenship, has_child, has_date_of_death, has_date_of_birth",4,1930,7720
"has_gender, has_mother, has_spouse, has_date_of_death, has_date_of_birth, has_academic_degree",6,1286,7716
"has_mother, has_spouse, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",6,1286,7716
"has_mother, has_spouse, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_academic_degree",6,1286,7716
"has_father, has_mother, has_spouse, has_date_of_death, has_date_of_birth, has_academic_degree",6,1285,7710
"has_gender, has_father, has_child, has_occupation, has_date_of_death, has_date_of_birth",6,1280,7680
"has_father, has_country_of_citizenship, has_child, has_occupation, has_date_of_death, has_date_of_birth",6,1278,7668
"has_gender, has_father, has_country_of_citizenship, has_child, has_date_of_death, has_date_of_birth",6,1278,7668
"has_gender, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",5,1518,7590
"has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death",5,1512,7560
"has_gender, has_country_of_citizenship, has_educated_at, has_date_of_death, has_date_of_birth",5,1509,7545
"has_gender, has_mother, has_spouse, has_occupation, has_date_of_death",5,1503,7515
"has_mother, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death",5,1503,7515
"has_gender, has_mother, has_spouse, has_country_of_citizenship, has_date_of_death",5,1503,7515
"has_gender, has_father, has_spouse, has_country_of_citizenship, has_child, has_occupation",6,1252,7512
"has_country_of_citizenship, has_position_held, has_date_of_birth, has_academic_degree",4,1864,7456
"has_position_held, has_occupation, has_date_of_birth, has_academic_degree",4,1864,7456
"has_gender, has_position_held, has_date_of_birth, has_academic_degree",4,1864,7456
"has_father, has_mother, has_spouse, has_country_of_citizenship, has_date_of_death",5,1489,7445
"has_father, has_mother, has_spouse, has_occupation, has_date_of_death",5,1489,7445
"has_gender, has_father, has_mother, has_spouse, has_date_of_death",5,1489,7445
"has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",6,1236,7416
"has_gender, has_position_held, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",6,1236,7416
"has_gender, has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth, has_academic_degree",6,1236,7416
"has_gender, has_spouse, has_country_of_citizenship, has_child, has_occupation",5,1471,7355
"has_gender, has_occupation, has_date_of_birth, has_academic_degree, has_ethnic_group",5,1443,7215
"has_gender, has_country_of_citizenship, has_date_of_birth, has_academic_degree, has_ethnic_group",5,1443,7215
"has_country_of_citizenship, has_occupation, has_date_of_birth, has_academic_degree, has_ethnic_group",5,1443,7215
"has_mother, has_spouse, has_occupation, has_date_of_death, has_date_of_birth",5,1442,7210
"has_gender, has_mother, has_spouse, has_date_of_death, has_date_of_birth",5,1442,7210
"has_mother, has_spouse, has_country_of_citizenship, has_date_of_death, has_date_of_birth",5,1442,7210
"has_gender, has_father, has_spouse, has_date_of_death",4,1792,7168
"has_father, has_spouse, has_country_of_citizenship, has_date_of_death",4,1792,7168
"has_father, has_spouse, has_occupation, has_date_of_death",4,1792,7168
"has_father, has_mother, has_spouse, has_date_of_death, has_date_of_birth",5,1429,7145
"has_gender, has_father, has_child, has_occupation, has_date_of_death",5,1423,7115
"has_father, has_country_of_citizenship, has_child, has_occupation, has_date_of_death",5,1421,7105
"has_gender, has_father, has_mother, has_country_of_citizenship, has_child, has_occupation, has_date_of_birth",7,1015,7105
"has_gender, has_father, has_country_of_citizenship, has_child, has_date_of_death",5,1421,7105
"has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death, has_academic_degree",5,1414,7070
"has_gender, has_spouse, has_occupation, has_date_of_death, has_academic_degree",5,1414,7070
"has_gender, has_spouse, has_country_of_citizenship, has_date_of_death, has_academic_degree",5,1414,7070
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",7,1003,7021
"has_gender, has_father, has_mother, has_spouse, has_country_of_citizenship, has_child, has_occupation",7,1003,7021
"has_place_of_death, has_occupation, has_date_of_death, has_date_of_birth",4,1754,7016
"has_place_of_death, has_country_of_citizenship, has_occupation, has_date_of_death",4,1752,7008
"has_place_of_death, has_gender, has_country_of_citizenship, has_occupation",4,1752,7008
"has_place_of_death, has_country_of_citizenship, has_occupation, has_date_of_birth",4,1751,7004
"has_place_of_death, has_gender, has_occupation, has_date_of_death",4,1750,7000
"has_place_of_death, has_gender, has_occupation, has_date_of_birth",4,1749,6996
"has_place_of_death, has_country_of_citizenship, has_date_of_death, has_date_of_birth",4,1744,6976
"has_place_of_death, has_gender, has_date_of_death, has_date_of_birth",4,1742,6968
"has_place_of_death, has_gender, has_country_of_citizenship, has_date_of_death",4,1740,6960
"has_place_of_death, has_gender, has_country_of_citizenship, has_date_of_birth",4,1739,6956
"has_gender, has_country_of_citizenship, has_child, has_occupation, has_date_of_birth, has_academic_degree",6,1153,6918
"has_gender, has_mother, has_occupation, has_date_of_death, has_academic_degree",5,1372,6860
"has_gender, has_mother, has_country_of_citizenship, has_date_of_death, has_academic_degree",5,1372,6860
"has_mother, has_country_of_citizenship, has_occupation, has_date_of_death, has_academic_degree",5,1372,6860
"has_father, has_spouse, has_occupation, has_date_of_death, has_academic_degree",5,1369,6845
"has_gender, has_father, has_spouse, has_date_of_death, has_academic_degree",5,1369,6845
"has_father, has_spouse, has_country_of_citizenship, has_date_of_death, has_academic_degree",5,1369,6845
"has_father, has_mother, has_country_of_citizenship, has_date_of_death, has_academic_degree",5,1367,6835
"has_gender, has_father, has_mother, has_date_of_death, has_academic_degree",5,1367,6835
"has_father, has_mother, has_occupation, has_date_of_death, has_academic_degree",5,1367,6835
"has_father, has_spouse, has_date_of_death, has_date_of_birth",4,1708,6832
"has_gender, has_father, has_spouse, has_child, has_occupation, has_date_of_birth",6,1136,6816
"has_gender, has_father, has_spouse, has_country_of_citizenship, has_child, has_date_of_birth",6,1136,6816
"has_father, has_spouse, has_country_of_citizenship, has_child, has_occupation, has_date_of_birth",6,1136,6816
"has_spouse, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",5,1360,6800
"has_gender, has_spouse, has_date_of_death, has_date_of_birth, has_academic_degree",5,1360,6800
"has_spouse, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_academic_degree",5,1360,6800
"has_country_of_citizenship, has_occupation, has_date_of_birth, has_ethnic_group",4,1693,6772
"has_gender, has_country_of_citizenship, has_date_of_birth, has_ethnic_group",4,1691,6764
"has_gender, has_occupation, has_date_of_birth, has_ethnic_group",4,1691,6764
"has_gender, has_spouse, has_country_of_citizenship, has_child, has_date_of_birth",5,1345,6725
"has_spouse, has_country_of_citizenship, has_child, has_occupation, has_date_of_birth",5,1345,6725
"has_gender, has_spouse, has_child, has_occupation, has_date_of_birth",5,1345,6725
"has_gender, has_mother, has_occupation, has_date_of_death",4,1679,6716
"has_mother, has_country_of_citizenship, has_occupation, has_date_of_death",4,1679,6716
"has_gender, has_mother, has_country_of_citizenship, has_date_of_death",4,1679,6716
"has_gender, has_position_held, has_occupation, has_date_of_death, has_academic_degree",5,1339,6695
"has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_academic_degree",5,1339,6695
"has_gender, has_mother, has_spouse, has_date_of_death, has_academic_degree",5,1339,6695
"has_mother, has_spouse, has_occupation, has_date_of_death, has_academic_degree",5,1339,6695
"has_mother, has_spouse, has_country_of_citizenship, has_date_of_death, has_academic_degree",5,1339,6695
"has_gender, has_country_of_citizenship, has_position_held, has_date_of_death, has_academic_degree",5,1339,6695
"has_father, has_mother, has_spouse, has_date_of_death, has_academic_degree",5,1337,6685
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death",5,1335,6675
"has_gender, has_father, has_mother, has_country_of_citizenship, has_child, has_occupation",6,1107,6642
"has_place_of_birth, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",5,1327,6635
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth",5,1323,6615
"has_mother, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",5,1319,6595
"has_mother, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_academic_degree",5,1319,6595
"has_gender, has_mother, has_date_of_death, has_date_of_birth, has_academic_degree",5,1319,6595
"has_father, has_mother, has_country_of_citizenship, has_date_of_death",4,1648,6592
"has_gender, has_father, has_mother, has_date_of_death",4,1648,6592
"has_father, has_mother, has_occupation, has_date_of_death",4,1648,6592
"has_father, has_spouse, has_date_of_death, has_date_of_birth, has_academic_degree",5,1317,6585
"has_father, has_mother, has_date_of_death, has_date_of_birth, has_academic_degree",5,1315,6575
"has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",4,1641,6564
"has_place_of_birth, has_gender, has_position_held, has_occupation, has_date_of_death",5,1310,6550
"has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death",4,1635,6540
"has_father, has_occupation, has_date_of_death, has_academic_degree",4,1633,6532
"has_gender, has_father, has_date_of_death, has_academic_degree",4,1633,6532
"has_father, has_country_of_citizenship, has_date_of_death, has_academic_degree",4,1633,6532
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_date_of_death",5,1306,6530
"has_country_of_citizenship, has_educated_at, has_date_of_death, has_date_of_birth",4,1632,6528
"has_place_of_birth, has_gender, has_position_held, has_date_of_death, has_date_of_birth",5,1298,6490
"has_mother, has_occupation, has_date_of_death, has_date_of_birth",4,1611,6444
"has_mother, has_country_of_citizenship, has_date_of_death, has_date_of_birth",4,1611,6444
"has_gender, has_mother, has_date_of_death, has_date_of_birth",4,1611,6444
"has_mother, has_spouse, has_date_of_death, has_date_of_birth, has_academic_degree",5,1286,6430
"has_father, has_child, has_occupation, has_date_of_death, has_date_of_birth",5,1280,6400
"has_gender, has_father, has_child, has_date_of_death, has_date_of_birth",5,1280,6400
"has_father, has_country_of_citizenship, has_child, has_date_of_death, has_date_of_birth",5,1278,6390
"has_gender, has_country_of_citizenship, has_child, has_occupation, has_academic_degree",5,1268,6340
"has_place_of_birth, has_place_of_death, has_occupation, has_date_of_death",4,1584,6336
"has_father, has_mother, has_date_of_death, has_date_of_birth",4,1583,6332
"has_place_of_birth, has_place_of_death, has_gender, has_occupation",4,1583,6332
"has_place_of_birth, has_place_of_death, has_occupation, has_date_of_birth",4,1582,6328
"has_place_of_birth, has_place_of_death, has_date_of_death, has_date_of_birth",4,1579,6316
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_occupation",4,1579,6316
"has_place_of_birth, has_place_of_death, has_gender, has_date_of_death",4,1578,6312
"has_place_of_birth, has_place_of_death, has_gender, has_date_of_birth",4,1576,6304
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_date_of_death",4,1574,6296
"has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",6,1049,6294
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship",4,1573,6292
"has_father, has_date_of_death, has_date_of_birth, has_academic_degree",4,1573,6292
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_date_of_birth",4,1572,6288
"has_gender, has_father, has_spouse, has_country_of_citizenship, has_child",5,1252,6260
"has_gender, has_father, has_spouse, has_child, has_occupation",5,1252,6260
"has_father, has_spouse, has_country_of_citizenship, has_child, has_occupation",5,1252,6260
"has_gender, has_father, has_country_of_citizenship, has_child, has_occupation, has_academic_degree",6,1040,6240
"has_gender, has_mother, has_country_of_citizenship, has_child, has_occupation, has_date_of_birth",6,1031,6186
"has_position_held, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",5,1236,6180
"has_gender, has_position_held, has_date_of_death, has_date_of_birth, has_academic_degree",5,1236,6180
"has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth, has_academic_degree",5,1236,6180
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",6,1023,6138
"has_gender, has_father, has_mother, has_country_of_citizenship, has_child, has_date_of_birth",6,1015,6090
"has_father, has_mother, has_country_of_citizenship, has_child, has_occupation, has_date_of_birth",6,1015,6090
"has_gender, has_father, has_mother, has_child, has_occupation, has_date_of_birth",6,1015,6090
