properties,num_properties,coverage,score
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_date_of_death",5,1249,6245
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_date_of_birth",5,1245,6225
"has_country_of_citizenship, has_native_language, has_occupation, has_date_of_death",4,1550,6200
"has_gender, has_country_of_citizenship, has_native_language, has_date_of_death",4,1550,6200
"has_place_of_birth, has_gender, has_educated_at, has_occupation, has_date_of_birth, has_religion",6,1030,6180
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_religion",6,1021,6126
"has_place_of_birth, has_gender, has_educated_at, has_date_of_death",4,1529,6116
"has_place_of_birth, has_educated_at, has_occupation, has_date_of_death",4,1529,6116
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_date_of_birth, has_religion",6,1018,6108
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_birth, has_religion",6,1018,6108
"has_place_of_birth, has_educated_at, has_date_of_death, has_date_of_birth",4,1523,6092
"has_country_of_citizenship, has_native_language, has_date_of_death, has_date_of_birth",4,1521,6084
"has_gender, has_occupation, has_date_of_death, has_religion",4,1508,6032
"has_place_of_birth, has_place_of_death, has_gender, has_native_language, has_occupation, has_date_of_death",6,1002,6012
"has_gender, has_educated_at, has_native_language, has_occupation",4,1503,6012
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_date_of_death",4,1500,6000
"has_gender, has_date_of_death, has_date_of_birth, has_religion",4,1489,5956
"has_occupation, has_date_of_death, has_date_of_birth, has_religion",4,1489,5956
"has_gender, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",5,1189,5945
"has_country_of_citizenship, has_educated_at, has_native_language, has_occupation",4,1485,5940
"has_gender, has_country_of_citizenship, has_educated_at, has_native_language",4,1485,5940
"has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death",5,1187,5935
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_occupation",5,1186,5930
"has_place_of_birth, has_position_held, has_educated_at, has_occupation, has_date_of_birth",5,1182,5910
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_date_of_birth",5,1182,5910
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation",5,1179,5895
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at",5,1179,5895
"has_place_of_birth, has_country_of_citizenship, has_native_language, has_occupation, has_date_of_death",5,1178,5890
"has_place_of_birth, has_gender, has_country_of_citizenship, has_native_language, has_date_of_death",5,1178,5890
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_birth",5,1175,5875
"has_gender, has_position_held, has_native_language, has_occupation",4,1467,5868
"has_place_of_birth, has_country_of_citizenship, has_native_language, has_date_of_death, has_date_of_birth",5,1169,5845
"has_educated_at, has_native_language, has_occupation, has_date_of_birth",4,1459,5836
"has_gender, has_educated_at, has_native_language, has_date_of_birth",4,1459,5836
"has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",5,1161,5805
"has_gender, has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth",5,1161,5805
"has_gender, has_country_of_citizenship, has_position_held, has_native_language",4,1450,5800
"has_country_of_citizenship, has_position_held, has_native_language, has_occupation",4,1450,5800
"has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_religion",5,1154,5770
"has_place_of_death, has_gender, has_country_of_citizenship, has_date_of_death, has_religion",5,1154,5770
"has_place_of_death, has_country_of_citizenship, has_occupation, has_date_of_death, has_religion",5,1154,5770
"has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_birth",4,1441,5764
"has_place_of_death, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_religion",5,1148,5740
"has_place_of_death, has_country_of_citizenship, has_occupation, has_date_of_birth, has_religion",5,1148,5740
"has_place_of_death, has_gender, has_country_of_citizenship, has_date_of_birth, has_religion",5,1148,5740
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_religion",5,1136,5680
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_occupation, has_religion",5,1136,5680
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_date_of_death, has_religion",5,1136,5680
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_date_of_birth, has_religion",5,1133,5665
"has_place_of_birth, has_gender, has_date_of_death, has_religion",4,1408,5632
"has_place_of_birth, has_occupation, has_date_of_death, has_religion",4,1408,5632
"has_place_of_birth, has_date_of_death, has_date_of_birth, has_religion",4,1400,5600
"has_place_of_birth, has_gender, has_position_held, has_occupation, has_date_of_death",5,1089,5445
"has_place_of_birth, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",5,1083,5415
"has_place_of_birth, has_gender, has_position_held, has_date_of_death, has_date_of_birth",5,1083,5415
"has_gender, has_educated_at, has_occupation, has_date_of_birth, has_religion",5,1073,5365
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_date_of_death",5,1067,5335
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death",5,1067,5335
"has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_religion",5,1067,5335
"has_gender, has_country_of_citizenship, has_date_of_death, has_religion",4,1333,5332
"has_country_of_citizenship, has_occupation, has_date_of_death, has_religion",4,1333,5332
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth",5,1061,5305
"has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_religion",4,1324,5296
"has_gender, has_country_of_citizenship, has_educated_at, has_date_of_birth, has_religion",5,1059,5295
"has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_birth, has_religion",5,1059,5295
"has_place_of_death, has_gender, has_native_language, has_occupation, has_date_of_death",5,1059,5295
"has_place_of_death, has_gender, has_native_language, has_occupation, has_date_of_birth",5,1048,5240
"has_place_of_death, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",5,1047,5235
"has_place_of_death, has_gender, has_native_language, has_date_of_death, has_date_of_birth",5,1047,5235
"has_place_of_death, has_gender, has_educated_at, has_occupation",4,1307,5228
"has_place_of_death, has_gender, has_educated_at, has_date_of_death",4,1305,5220
"has_place_of_death, has_educated_at, has_occupation, has_date_of_death",4,1305,5220
"has_place_of_death, has_gender, has_educated_at, has_date_of_birth",4,1298,5192
"has_place_of_death, has_educated_at, has_occupation, has_date_of_birth",4,1298,5192
"has_place_of_death, has_educated_at, has_date_of_death, has_date_of_birth",4,1297,5188
"has_place_of_death, has_gender, has_date_of_death, has_religion",4,1296,5184
"has_place_of_death, has_occupation, has_date_of_death, has_religion",4,1296,5184
"has_place_of_death, has_gender, has_occupation, has_religion",4,1296,5184
"has_place_of_birth, has_gender, has_educated_at, has_occupation, has_religion",5,1033,5165
"has_place_of_birth, has_educated_at, has_native_language, has_occupation",4,1291,5164
"has_place_of_birth, has_gender, has_educated_at, has_native_language",4,1291,5164
"has_place_of_birth, has_educated_at, has_occupation, has_date_of_birth, has_religion",5,1030,5150
"has_place_of_birth, has_gender, has_educated_at, has_date_of_birth, has_religion",5,1030,5150
"has_place_of_death, has_gender, has_date_of_birth, has_religion",4,1287,5148
"has_place_of_death, has_occupation, has_date_of_birth, has_religion",4,1287,5148
"has_place_of_death, has_date_of_death, has_date_of_birth, has_religion",4,1287,5148
"has_gender, has_position_held, has_educated_at, has_occupation",4,1284,5136
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation",4,1282,5128
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at",4,1282,5128
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_date_of_death",4,1280,5120
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_religion",5,1021,5105
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_occupation, has_religion",5,1021,5105
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at",4,1276,5104
"has_country_of_citizenship, has_position_held, has_educated_at, has_occupation",4,1276,5104
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_native_language",4,1275,5100
"has_place_of_birth, has_educated_at, has_native_language, has_date_of_birth",4,1275,5100
"has_place_of_birth, has_place_of_death, has_educated_at, has_occupation",4,1274,5096
"has_place_of_birth, has_place_of_death, has_gender, has_religion",4,1274,5096
"has_place_of_birth, has_place_of_death, has_occupation, has_religion",4,1274,5096
"has_place_of_birth, has_place_of_death, has_date_of_death, has_religion",4,1274,5096
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at",4,1274,5096
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_date_of_birth",4,1273,5092
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_date_of_birth, has_religion",5,1018,5090
"has_place_of_birth, has_place_of_death, has_educated_at, has_date_of_death",4,1272,5088
"has_place_of_birth, has_place_of_death, has_date_of_birth, has_religion",4,1269,5076
"has_place_of_birth, has_place_of_death, has_educated_at, has_date_of_birth",4,1268,5072
"has_gender, has_position_held, has_educated_at, has_date_of_birth",4,1265,5060
"has_position_held, has_educated_at, has_occupation, has_date_of_birth",4,1265,5060
"has_place_of_birth, has_gender, has_native_language, has_date_of_death",4,1262,5048
"has_place_of_birth, has_country_of_citizenship, has_date_of_death, has_religion",4,1262,5048
"has_place_of_birth, has_native_language, has_occupation, has_date_of_death",4,1262,5048
"has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_birth",4,1257,5028
"has_place_of_birth, has_place_of_death, has_gender, has_native_language, has_occupation",5,1004,5020
"has_place_of_birth, has_place_of_death, has_gender, has_native_language, has_date_of_death",5,1002,5010
"has_place_of_birth, has_place_of_death, has_native_language, has_occupation, has_date_of_death",5,1002,5010
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at",4,1251,5004
"has_place_of_birth, has_native_language, has_date_of_death, has_date_of_birth",4,1251,5004
"has_gender, has_position_held, has_occupation, has_date_of_death",4,1217,4868
"has_position_held, has_occupation, has_date_of_death, has_date_of_birth",4,1189,4756
"has_gender, has_position_held, has_date_of_death, has_date_of_birth",4,1189,4756
"has_gender, has_country_of_citizenship, has_position_held, has_date_of_death",4,1187,4748
"has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death",4,1187,4748
"has_place_of_birth, has_position_held, has_educated_at, has_occupation",4,1186,4744
"has_place_of_birth, has_gender, has_position_held, has_educated_at",4,1186,4744
"has_place_of_birth, has_position_held, has_educated_at, has_date_of_birth",4,1182,4728
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at",4,1179,4716
"has_place_of_birth, has_country_of_citizenship, has_native_language, has_date_of_death",4,1178,4712
"has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth",4,1161,4644
"has_place_of_death, has_gender, has_country_of_citizenship, has_religion",4,1154,4616
"has_place_of_death, has_country_of_citizenship, has_date_of_death, has_religion",4,1154,4616
"has_place_of_death, has_country_of_citizenship, has_occupation, has_religion",4,1154,4616
"has_place_of_death, has_country_of_citizenship, has_date_of_birth, has_religion",4,1148,4592
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_religion",4,1136,4544
"has_place_of_birth, has_gender, has_position_held, has_date_of_death",4,1089,4356
"has_place_of_birth, has_position_held, has_occupation, has_date_of_death",4,1089,4356
"has_place_of_birth, has_position_held, has_date_of_death, has_date_of_birth",4,1083,4332
"has_gender, has_educated_at, has_occupation, has_religion",4,1081,4324
"has_educated_at, has_occupation, has_date_of_birth, has_religion",4,1073,4292
"has_gender, has_educated_at, has_date_of_birth, has_religion",4,1073,4292
"has_country_of_citizenship, has_educated_at, has_occupation, has_religion",4,1067,4268
"has_gender, has_country_of_citizenship, has_educated_at, has_religion",4,1067,4268
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_date_of_death",4,1067,4268
"has_place_of_death, has_gender, has_native_language, has_occupation",4,1061,4244
"has_country_of_citizenship, has_educated_at, has_date_of_birth, has_religion",4,1059,4236
"has_place_of_death, has_native_language, has_occupation, has_date_of_death",4,1059,4236
"has_place_of_death, has_gender, has_native_language, has_date_of_death",4,1059,4236
"has_place_of_death, has_native_language, has_occupation, has_date_of_birth",4,1048,4192
"has_place_of_death, has_gender, has_native_language, has_date_of_birth",4,1048,4192
"has_place_of_death, has_native_language, has_date_of_death, has_date_of_birth",4,1047,4188
"has_place_of_birth, has_educated_at, has_occupation, has_religion",4,1033,4132
"has_place_of_birth, has_gender, has_educated_at, has_religion",4,1033,4132
"has_place_of_birth, has_educated_at, has_date_of_birth, has_religion",4,1030,4120
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_religion",4,1021,4084
"has_place_of_birth, has_place_of_death, has_native_language, has_occupation",4,1004,4016
"has_place_of_birth, has_place_of_death, has_gender, has_native_language",4,1004,4016
"has_place_of_birth, has_place_of_death, has_native_language, has_date_of_death",4,1002,4008
