properties,num_properties,coverage,score
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_date_of_death",7,4234,29638
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_date_of_death",7,4234,29638
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_native_language, has_date_of_death, has_date_of_birth",7,4234,29638
"has_gender, has_position_held, has_native_language, has_occupation, has_date_of_death",5,5460,27300
"has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_date_of_death",5,5458,27290
"has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_date_of_death",5,5458,27290
"has_position_held, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",5,5450,27250
"has_gender, has_position_held, has_native_language, has_date_of_death, has_date_of_birth",5,5450,27250
"has_country_of_citizenship, has_position_held, has_native_language, has_date_of_death, has_date_of_birth",5,5448,27240
"has_place_of_birth, has_position_held, has_native_language, has_occupation, has_date_of_death",5,5371,26855
"has_place_of_birth, has_position_held, has_native_language, has_date_of_death, has_date_of_birth",5,5371,26855
"has_place_of_birth, has_gender, has_position_held, has_native_language, has_date_of_death",5,5371,26855
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_native_language, has_date_of_death",5,5369,26845
"has_place_of_death, has_gender, has_country_of_citizenship, has_native_language, has_occupation",5,5219,26095
"has_place_of_death, has_gender, has_native_language, has_occupation, has_date_of_birth",5,5215,26075
"has_gender, has_native_language, has_occupation, has_date_of_death",4,6514,26056
"has_place_of_death, has_gender, has_native_language, has_occupation, has_date_of_death",5,5208,26040
"has_place_of_birth, has_place_of_death, has_gender, has_native_language, has_occupation",5,5207,26035
"has_place_of_death, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",5,5200,26000
"has_place_of_death, has_gender, has_native_language, has_date_of_death, has_date_of_birth",5,5200,26000
"has_place_of_death, has_gender, has_country_of_citizenship, has_native_language, has_date_of_birth",5,5199,25995
"has_place_of_death, has_country_of_citizenship, has_native_language, has_occupation, has_date_of_birth",5,5199,25995
"has_gender, has_country_of_citizenship, has_native_language, has_date_of_death",4,6498,25992
"has_country_of_citizenship, has_native_language, has_occupation, has_date_of_death",4,6498,25992
"has_gender, has_native_language, has_date_of_death, has_date_of_birth",4,6497,25988
"has_native_language, has_occupation, has_date_of_death, has_date_of_birth",4,6497,25988
"has_place_of_death, has_gender, has_country_of_citizenship, has_native_language, has_date_of_death",5,5195,25975
"has_place_of_death, has_country_of_citizenship, has_native_language, has_occupation, has_date_of_death",5,5195,25975
"has_place_of_birth, has_place_of_death, has_gender, has_native_language, has_date_of_birth",5,5194,25970
"has_place_of_birth, has_place_of_death, has_native_language, has_occupation, has_date_of_birth",5,5194,25970
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_native_language, has_occupation",5,5191,25955
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_native_language",5,5191,25955
"has_place_of_death, has_country_of_citizenship, has_native_language, has_date_of_death, has_date_of_birth",5,5187,25935
"has_country_of_citizenship, has_native_language, has_date_of_death, has_date_of_birth",4,6481,25924
"has_place_of_birth, has_place_of_death, has_gender, has_native_language, has_date_of_death",5,5181,25905
"has_place_of_birth, has_place_of_death, has_native_language, has_occupation, has_date_of_death",5,5181,25905
"has_place_of_birth, has_place_of_death, has_native_language, has_date_of_death, has_date_of_birth",5,5179,25895
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_native_language, has_date_of_birth",5,5178,25890
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_native_language, has_date_of_death",5,5168,25840
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_occupation",6,4263,25578
"has_place_of_death, has_gender, has_position_held, has_native_language, has_occupation, has_date_of_birth",6,4262,25572
"has_place_of_birth, has_gender, has_native_language, has_date_of_death",4,6390,25560
"has_place_of_birth, has_native_language, has_occupation, has_date_of_death",4,6390,25560
"has_place_of_death, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_date_of_birth",6,4259,25554
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_date_of_birth",6,4259,25554
"has_place_of_birth, has_native_language, has_date_of_death, has_date_of_birth",4,6388,25552
"has_place_of_death, has_gender, has_position_held, has_native_language, has_occupation, has_date_of_death",6,4256,25536
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_date_of_death",6,4254,25524
"has_place_of_death, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_date_of_death",6,4254,25524
"has_place_of_death, has_gender, has_position_held, has_native_language, has_date_of_death, has_date_of_birth",6,4252,25512
"has_place_of_death, has_position_held, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",6,4252,25512
"has_place_of_death, has_country_of_citizenship, has_position_held, has_native_language, has_date_of_death, has_date_of_birth",6,4250,25500
"has_place_of_birth, has_country_of_citizenship, has_native_language, has_date_of_death",4,6375,25500
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_native_language, has_date_of_birth",6,4246,25476
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_native_language, has_occupation",6,4246,25476
"has_place_of_birth, has_place_of_death, has_position_held, has_native_language, has_occupation, has_date_of_birth",6,4246,25476
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_native_language, has_date_of_birth",6,4243,25458
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_native_language",6,4243,25458
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_native_language, has_occupation",6,4243,25458
"has_place_of_birth, has_place_of_death, has_position_held, has_native_language, has_occupation, has_date_of_death",6,4236,25416
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_native_language, has_date_of_death",6,4236,25416
"has_place_of_birth, has_place_of_death, has_position_held, has_native_language, has_date_of_death, has_date_of_birth",6,4236,25416
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_native_language, has_date_of_death",6,4234,25404
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_birth",7,3575,25025
"has_gender, has_educated_at, has_occupation, has_date_of_birth",4,6173,24692
"has_place_of_birth, has_gender, has_educated_at, has_occupation",4,6111,24444
"has_gender, has_country_of_citizenship, has_educated_at, has_occupation",4,6105,24420
"has_place_of_birth, has_educated_at, has_occupation, has_date_of_birth",4,6090,24360
"has_place_of_birth, has_gender, has_educated_at, has_date_of_birth",4,6090,24360
"has_gender, has_country_of_citizenship, has_educated_at, has_date_of_birth",4,6065,24260
"has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_birth",4,6065,24260
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_occupation",4,6010,24040
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at",4,6010,24040
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_date_of_birth",4,5991,23964
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_birth",7,3190,22330
"has_gender, has_position_held, has_native_language, has_date_of_death",4,5460,21840
"has_position_held, has_native_language, has_occupation, has_date_of_death",4,5460,21840
"has_country_of_citizenship, has_position_held, has_native_language, has_date_of_death",4,5458,21832
"has_position_held, has_native_language, has_date_of_death, has_date_of_birth",4,5450,21800
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",8,2714,21712
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_birth, has_academic_degree",7,3093,21651
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_birth",6,3597,21582
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_occupation, has_date_of_birth",6,3593,21558
"has_place_of_birth, has_position_held, has_native_language, has_date_of_death",4,5371,21484
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation",6,3576,21456
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_birth",6,3575,21450
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_birth",6,3575,21450
"has_place_of_death, has_gender, has_position_held, has_native_language, has_occupation",5,4266,21330
"has_place_of_death, has_country_of_citizenship, has_position_held, has_native_language, has_occupation",5,4263,21315
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_native_language",5,4263,21315
"has_place_of_death, has_position_held, has_native_language, has_occupation, has_date_of_birth",5,4262,21310
"has_place_of_death, has_gender, has_position_held, has_native_language, has_date_of_birth",5,4262,21310
"has_place_of_death, has_country_of_citizenship, has_position_held, has_native_language, has_date_of_birth",5,4259,21295
"has_place_of_death, has_position_held, has_native_language, has_occupation, has_date_of_death",5,4256,21280
"has_place_of_death, has_gender, has_position_held, has_native_language, has_date_of_death",5,4256,21280
"has_place_of_death, has_country_of_citizenship, has_position_held, has_native_language, has_date_of_death",5,4254,21270
"has_place_of_death, has_position_held, has_native_language, has_date_of_death, has_date_of_birth",5,4252,21260
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_occupation, has_date_of_birth",8,2657,21256
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_native_language",5,4246,21230
"has_place_of_birth, has_place_of_death, has_position_held, has_native_language, has_occupation",5,4246,21230
"has_place_of_birth, has_place_of_death, has_position_held, has_native_language, has_date_of_birth",5,4246,21230
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_native_language",5,4243,21215
"has_place_of_birth, has_place_of_death, has_position_held, has_native_language, has_date_of_death",5,4236,21180
"has_place_of_death, has_gender, has_native_language, has_occupation",4,5235,20940
"has_place_of_death, has_country_of_citizenship, has_native_language, has_occupation",4,5219,20876
"has_place_of_death, has_gender, has_country_of_citizenship, has_native_language",4,5219,20876
"has_place_of_death, has_gender, has_native_language, has_date_of_birth",4,5215,20860
"has_place_of_death, has_native_language, has_occupation, has_date_of_birth",4,5215,20860
"has_place_of_death, has_native_language, has_occupation, has_date_of_death",4,5208,20832
"has_place_of_death, has_gender, has_native_language, has_date_of_death",4,5208,20832
"has_place_of_birth, has_place_of_death, has_native_language, has_occupation",4,5207,20828
"has_place_of_birth, has_place_of_death, has_gender, has_native_language",4,5207,20828
"has_place_of_death, has_native_language, has_date_of_death, has_date_of_birth",4,5200,20800
"has_place_of_death, has_country_of_citizenship, has_native_language, has_date_of_birth",4,5199,20796
"has_place_of_death, has_country_of_citizenship, has_native_language, has_date_of_death",4,5195,20780
"has_place_of_birth, has_place_of_death, has_native_language, has_date_of_birth",4,5194,20776
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_native_language",4,5191,20764
"has_place_of_birth, has_place_of_death, has_native_language, has_date_of_death",4,5181,20724
"has_place_of_birth, has_gender, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_birth",6,3408,20448
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",7,2848,19936
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",7,2793,19551
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,2419,19352
"has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_birth",6,3204,19224
"has_place_of_birth, has_gender, has_country_of_citizenship, has_occupation, has_date_of_birth, has_academic_degree",6,3195,19170
"has_place_of_birth, has_gender, has_educated_at, has_native_language, has_occupation, has_date_of_birth",6,3194,19164
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation",6,3192,19152
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_birth",6,3190,19140
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_birth",6,3190,19140
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_birth",7,2718,19026
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",7,2718,19026
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",7,2714,18998
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death",7,2714,18998
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_date_of_death, has_date_of_birth",7,2714,18998
"has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_birth, has_academic_degree",6,3126,18756
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_occupation, has_date_of_birth",7,2663,18641
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_occupation",7,2658,18606
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_date_of_birth",7,2657,18599
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_native_language, has_occupation, has_date_of_birth",7,2657,18599
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_occupation, has_date_of_birth",7,2657,18599
"has_place_of_birth, has_gender, has_position_held, has_occupation, has_date_of_birth, has_academic_degree",6,3095,18570
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_academic_degree",6,3094,18564
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_birth, has_academic_degree",6,3093,18558
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_date_of_birth, has_academic_degree",6,3093,18558
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",8,2302,18416
"has_gender, has_position_held, has_educated_at, has_occupation, has_date_of_birth",5,3615,18075
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",9,2006,18054
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation",5,3600,18000
"has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_birth",5,3597,17985
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_birth",5,3597,17985
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_occupation",5,3594,17970
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_date_of_birth",5,3593,17965
"has_place_of_birth, has_position_held, has_educated_at, has_occupation, has_date_of_birth",5,3593,17965
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation",5,3576,17880
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at",5,3576,17880
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_birth",5,3575,17875
"has_place_of_birth, has_gender, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",6,2933,17598
"has_place_of_birth, has_gender, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,2480,17360
"has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",6,2870,17220
"has_place_of_birth, has_gender, has_occupation, has_award_received, has_date_of_birth",5,3437,17185
"has_gender, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_birth",5,3432,17160
"has_place_of_birth, has_place_of_death, has_gender, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,2442,17094
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_date_of_death, has_date_of_birth",6,2848,17088
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death",6,2848,17088
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",6,2848,17088
"has_place_of_death, has_gender, has_position_held, has_native_language",4,4266,17064
"has_place_of_death, has_position_held, has_native_language, has_occupation",4,4266,17064
"has_place_of_death, has_country_of_citizenship, has_position_held, has_native_language",4,4263,17052
"has_place_of_birth, has_gender, has_country_of_citizenship, has_occupation, has_award_received",5,3410,17050
"has_place_of_death, has_position_held, has_native_language, has_date_of_birth",4,4262,17048
"has_place_of_birth, has_gender, has_country_of_citizenship, has_award_received, has_date_of_birth",5,3408,17040
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_birth",5,3408,17040
"has_place_of_death, has_position_held, has_native_language, has_date_of_death",4,4256,17024
"has_place_of_birth, has_place_of_death, has_position_held, has_native_language",4,4246,16984
"has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,2423,16961
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_birth",7,2422,16954
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death",7,2419,16933
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_award_received, has_date_of_death, has_date_of_birth",7,2419,16933
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,2419,16933
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_occupation, has_date_of_birth",6,2797,16782
"has_place_of_death, has_gender, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",6,2797,16782
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_occupation, has_date_of_death",6,2793,16758
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_date_of_death, has_date_of_birth",6,2793,16758
"has_place_of_birth, has_place_of_death, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",6,2793,16758
"has_place_of_birth, has_gender, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",7,2351,16457
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",8,2055,16440
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_birth",6,2723,16338
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_birth",6,2718,16308
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_date_of_birth",6,2718,16308
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_date_of_death, has_date_of_birth",6,2718,16308
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death",6,2718,16308
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",6,2718,16308
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_occupation",6,2718,16308
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_date_of_death",6,2714,16284
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death",6,2714,16284
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_date_of_death, has_date_of_birth",6,2714,16284
"has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",7,2319,16233
"has_gender, has_country_of_citizenship, has_occupation, has_date_of_birth, has_academic_degree",5,3237,16185
"has_place_of_birth, has_gender, has_position_held, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",7,2304,16128
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_academic_degree",7,2303,16121
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",7,2302,16114
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth, has_academic_degree",7,2302,16114
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",8,2011,16088
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_birth, has_academic_degree",8,2008,16064
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",8,2008,16064
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_academic_degree",8,2007,16056
"has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation",5,3210,16050
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",8,2006,16048
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth, has_academic_degree",8,2006,16048
"has_gender, has_educated_at, has_native_language, has_occupation, has_date_of_birth",5,3208,16040
"has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_birth",5,3204,16020
"has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_birth",5,3204,16020
"has_place_of_birth, has_gender, has_occupation, has_date_of_birth, has_academic_degree",5,3203,16015
"has_place_of_birth, has_gender, has_country_of_citizenship, has_occupation, has_academic_degree",5,3198,15990
"has_place_of_birth, has_gender, has_educated_at, has_native_language, has_occupation",5,3197,15985
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_occupation",6,2664,15984
"has_gender, has_position_held, has_educated_at, has_native_language, has_occupation, has_date_of_birth",6,2663,15978
"has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_occupation, has_date_of_birth",6,2663,15978
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_date_of_birth",6,2663,15978
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_date_of_birth, has_academic_degree",5,3195,15975
"has_place_of_birth, has_gender, has_country_of_citizenship, has_date_of_birth, has_academic_degree",5,3195,15975
"has_place_of_birth, has_gender, has_educated_at, has_native_language, has_date_of_birth",5,3194,15970
"has_place_of_birth, has_educated_at, has_native_language, has_occupation, has_date_of_birth",5,3194,15970
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation",5,3192,15960
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_native_language",5,3192,15960
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_birth",5,3190,15950
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_occupation",6,2658,15948
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language",6,2658,15948
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_native_language, has_occupation",6,2658,15948
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_native_language, has_date_of_birth",6,2657,15942
"has_place_of_birth, has_position_held, has_educated_at, has_native_language, has_occupation, has_date_of_birth",6,2657,15942
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_date_of_birth",6,2657,15942
"has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_academic_degree",5,3143,15715
"has_gender, has_position_held, has_occupation, has_date_of_birth, has_academic_degree",5,3128,15640
"has_gender, has_country_of_citizenship, has_position_held, has_date_of_birth, has_academic_degree",5,3126,15630
"has_country_of_citizenship, has_position_held, has_occupation, has_date_of_birth, has_academic_degree",5,3126,15630
"has_place_of_birth, has_gender, has_position_held, has_occupation, has_academic_degree",5,3096,15480
"has_place_of_birth, has_gender, has_position_held, has_date_of_birth, has_academic_degree",5,3095,15475
"has_place_of_birth, has_position_held, has_occupation, has_date_of_birth, has_academic_degree",5,3095,15475
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_academic_degree",5,3094,15470
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_occupation, has_academic_degree",5,3094,15470
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_date_of_birth, has_academic_degree",5,3093,15465
"has_place_of_birth, has_gender, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",6,2504,15024
"has_gender, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",6,2492,14952
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",9,1657,14913
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",6,2480,14880
"has_place_of_birth, has_gender, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death",6,2480,14880
"has_place_of_birth, has_gender, has_country_of_citizenship, has_award_received, has_date_of_death, has_date_of_birth",6,2480,14880
"has_gender, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",5,2956,14780
"has_place_of_death, has_gender, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",6,2446,14676
"has_place_of_birth, has_place_of_death, has_gender, has_occupation, has_award_received, has_date_of_birth",6,2445,14670
"has_place_of_birth, has_gender, has_educated_at, has_occupation, has_date_of_death",5,2933,14665
"has_place_of_birth, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",5,2933,14665
"has_place_of_birth, has_gender, has_educated_at, has_date_of_death, has_date_of_birth",5,2933,14665
"has_place_of_birth, has_place_of_death, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",6,2442,14652
"has_place_of_birth, has_place_of_death, has_gender, has_award_received, has_date_of_death, has_date_of_birth",6,2442,14652
"has_place_of_birth, has_place_of_death, has_gender, has_occupation, has_award_received, has_date_of_death",6,2442,14652
"has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_birth",6,2426,14556
"has_place_of_death, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",6,2423,14538
"has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death",6,2423,14538
"has_place_of_death, has_gender, has_country_of_citizenship, has_award_received, has_date_of_death, has_date_of_birth",6,2423,14538
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_birth",6,2422,14532
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_award_received",6,2422,14532
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_award_received, has_date_of_birth",6,2422,14532
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_award_received, has_date_of_death, has_date_of_birth",6,2419,14514
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_award_received, has_date_of_death",6,2419,14514
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death",6,2419,14514
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",9,1611,14499
"has_gender, has_position_held, has_educated_at, has_occupation",4,3618,14472
"has_position_held, has_educated_at, has_occupation, has_date_of_birth",4,3615,14460
"has_gender, has_position_held, has_educated_at, has_date_of_birth",4,3615,14460
"has_place_of_birth, has_place_of_death, has_gender, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",7,2061,14427
"has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",7,2060,14420
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_birth",7,2059,14413
"has_country_of_citizenship, has_position_held, has_educated_at, has_occupation",4,3600,14400
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at",4,3600,14400
