properties,num_properties,coverage,score
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_date_of_death",5,2338,11690
"has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_birth",5,2323,11615
"has_country_of_citizenship, has_position_held, has_educated_at, has_occupation",4,2901,11604
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at",4,2901,11604
"has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_birth",4,2897,11588
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",9,1287,11583
"has_gender, has_educated_at, has_occupation, has_date_of_death",4,2894,11576
"has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",4,2893,11572
"has_gender, has_educated_at, has_date_of_death, has_date_of_birth",4,2893,11572
"has_place_of_birth, has_gender, has_position_held, has_educated_at",4,2850,11400
"has_place_of_birth, has_position_held, has_educated_at, has_occupation",4,2850,11400
"has_place_of_birth, has_position_held, has_educated_at, has_date_of_birth",4,2850,11400
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation",5,2268,11340
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_date_of_death",5,2268,11340
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at",5,2268,11340
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_date_of_birth",5,2268,11340
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at",4,2826,11304
"has_gender, has_position_held, has_occupation, has_award_received, has_date_of_birth",5,2231,11155
"has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death",4,2782,11128
"has_gender, has_country_of_citizenship, has_educated_at, has_date_of_death",4,2782,11128
"has_country_of_citizenship, has_educated_at, has_date_of_death, has_date_of_birth",4,2781,11124
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",8,1385,11080
"has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received",5,2212,11060
"has_gender, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_birth",5,2211,11055
"has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_birth",5,2211,11055
"has_place_of_birth, has_gender, has_educated_at, has_date_of_death",4,2753,11012
"has_place_of_birth, has_educated_at, has_date_of_death, has_date_of_birth",4,2753,11012
"has_place_of_birth, has_educated_at, has_occupation, has_date_of_death",4,2753,11012
"has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1566,10962
"has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",6,1820,10920
"has_place_of_birth, has_gender, has_position_held, has_award_received, has_date_of_birth",5,2172,10860
"has_place_of_birth, has_position_held, has_occupation, has_award_received, has_date_of_birth",5,2172,10860
"has_place_of_birth, has_gender, has_position_held, has_occupation, has_award_received",5,2172,10860
"has_place_of_birth, has_place_of_death, has_gender, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",7,1547,10829
"has_place_of_birth, has_gender, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1546,10822
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_birth",7,1543,10801
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_award_received",5,2155,10775
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_birth",5,2155,10775
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_occupation, has_award_received",5,2155,10775
"has_place_of_death, has_gender, has_award_received, has_date_of_death",4,2689,10756
"has_place_of_death, has_gender, has_award_received, has_date_of_birth",4,2689,10756
"has_place_of_death, has_occupation, has_award_received, has_date_of_birth",4,2689,10756
"has_place_of_death, has_occupation, has_award_received, has_date_of_death",4,2689,10756
"has_place_of_death, has_gender, has_occupation, has_award_received",4,2689,10756
"has_place_of_death, has_award_received, has_date_of_death, has_date_of_birth",4,2689,10756
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_death",7,1517,10619
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",7,1517,10619
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1517,10619
"has_place_of_birth, has_gender, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",6,1769,10614
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_date_of_death",4,2653,10612
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_birth",7,1509,10563
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_birth",7,1507,10549
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received",7,1507,10549
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received, has_date_of_birth",7,1507,10549
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",8,1316,10528
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,1314,10512
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,1313,10504
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work, has_date_of_birth",5,2095,10475
"has_place_of_birth, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_birth",5,2095,10475
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation",5,2095,10475
"has_place_of_birth, has_place_of_death, has_award_received, has_date_of_birth",4,2614,10456
"has_place_of_birth, has_place_of_death, has_occupation, has_award_received",4,2614,10456
"has_place_of_birth, has_place_of_death, has_award_received, has_date_of_death",4,2614,10456
"has_place_of_birth, has_place_of_death, has_gender, has_award_received",4,2614,10456
"has_place_of_birth, has_gender, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",6,1742,10452
"has_place_of_death, has_gender, has_country_of_citizenship, has_award_received",4,2596,10384
"has_place_of_death, has_country_of_citizenship, has_award_received, has_date_of_birth",4,2596,10384
"has_place_of_death, has_country_of_citizenship, has_occupation, has_award_received",4,2596,10384
"has_place_of_death, has_country_of_citizenship, has_award_received, has_date_of_death",4,2596,10384
"has_gender, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",5,2063,10315
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",6,1719,10314
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death",6,1719,10314
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth",6,1719,10314
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_death",8,1287,10296
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",8,1287,10296
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_birth",8,1287,10296
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,1287,10296
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",7,1453,10171
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_award_received",4,2528,10112
"has_place_of_birth, has_gender, has_field_of_work, has_occupation",4,2505,10020
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",7,1431,10017
"has_place_of_birth, has_field_of_work, has_occupation, has_date_of_birth",4,2504,10016
"has_place_of_birth, has_gender, has_field_of_work, has_date_of_birth",4,2504,10016
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",7,1422,9954
"has_place_of_death, has_gender, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",6,1634,9804
"has_place_of_death, has_educated_at, has_occupation, has_date_of_death",4,2434,9736
"has_place_of_death, has_educated_at, has_occupation, has_date_of_birth",4,2434,9736
"has_place_of_death, has_gender, has_educated_at, has_date_of_death",4,2434,9736
"has_place_of_death, has_gender, has_educated_at, has_date_of_birth",4,2434,9736
"has_place_of_death, has_educated_at, has_date_of_death, has_date_of_birth",4,2434,9736
"has_place_of_death, has_gender, has_educated_at, has_occupation",4,2434,9736
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth",7,1385,9695
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death",7,1385,9695
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",7,1385,9695
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_birth",7,1385,9695
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_date_of_birth",7,1378,9646
"has_gender, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",6,1597,9582
"has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",7,1365,9555
"has_place_of_birth, has_gender, has_country_of_citizenship, has_occupation, has_employer, has_date_of_birth",6,1581,9486
"has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",6,1577,9462
"has_place_of_birth, has_place_of_death, has_educated_at, has_occupation",4,2359,9436
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at",4,2359,9436
"has_place_of_birth, has_place_of_death, has_educated_at, has_date_of_birth",4,2359,9436
"has_place_of_birth, has_place_of_death, has_educated_at, has_date_of_death",4,2359,9436
"has_gender, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",5,1883,9415
"has_gender, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",6,1566,9396
"has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_death",6,1566,9396
"has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",6,1566,9396
"has_place_of_death, has_gender, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1340,9380
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_date_of_death",4,2338,9352
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation",4,2338,9352
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_date_of_birth",4,2338,9352
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at",4,2338,9352
"has_gender, has_country_of_citizenship, has_field_of_work, has_occupation",4,2328,9312
"has_gender, has_country_of_citizenship, has_field_of_work, has_date_of_birth",4,2323,9292
"has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_birth",4,2323,9292
"has_place_of_birth, has_place_of_death, has_gender, has_field_of_work, has_occupation, has_date_of_birth",6,1548,9288
"has_place_of_birth, has_place_of_death, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",6,1547,9282
"has_place_of_birth, has_place_of_death, has_gender, has_field_of_work, has_date_of_death, has_date_of_birth",6,1547,9282
"has_place_of_birth, has_place_of_death, has_gender, has_field_of_work, has_occupation, has_date_of_death",6,1547,9282
"has_place_of_birth, has_gender, has_educated_at, has_occupation, has_award_received, has_date_of_death",6,1546,9276
"has_place_of_birth, has_gender, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",6,1546,9276
"has_place_of_birth, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",6,1546,9276
"has_gender, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_birth",6,1545,9270
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received",6,1544,9264
"has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_birth",6,1543,9258
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received, has_date_of_birth",6,1543,9258
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",7,1316,9212
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_date_of_death, has_date_of_birth",7,1316,9212
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death",7,1316,9212
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_birth",7,1316,9212
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1314,9198
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_birth",7,1314,9198
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",7,1314,9198
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_death",7,1314,9198
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_occupation, has_award_received, has_date_of_death",7,1313,9191
"has_place_of_birth, has_place_of_death, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1313,9191
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",7,1313,9191
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_occupation, has_award_received, has_date_of_birth",7,1313,9191
"has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death",5,1822,9110
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_death",6,1517,9102
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death",6,1517,9102
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",6,1517,9102
"has_gender, has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth",5,1820,9100
"has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",5,1820,9100
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at",4,2268,9072
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_award_received, has_date_of_birth",6,1509,9054
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_occupation, has_award_received",6,1509,9054
"has_place_of_birth, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_birth",6,1509,9054
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received",6,1507,9042
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received, has_date_of_birth",6,1507,9042
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received",6,1507,9042
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_birth",7,1287,9009
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_birth",7,1287,9009
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death",7,1287,9009
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received",7,1287,9009
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_death",7,1287,9009
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",7,1287,9009
"has_gender, has_position_held, has_occupation, has_award_received",4,2232,8928
"has_gender, has_position_held, has_award_received, has_date_of_birth",4,2231,8924
"has_position_held, has_occupation, has_award_received, has_date_of_birth",4,2231,8924
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,1109,8872
"has_place_of_death, has_gender, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",6,1475,8850
"has_gender, has_country_of_citizenship, has_position_held, has_award_received",4,2212,8848
"has_country_of_citizenship, has_position_held, has_occupation, has_award_received",4,2212,8848
"has_place_of_birth, has_gender, has_position_held, has_date_of_death, has_date_of_birth",5,1769,8845
"has_place_of_birth, has_gender, has_position_held, has_occupation, has_date_of_death",5,1769,8845
"has_place_of_birth, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",5,1769,8845
"has_country_of_citizenship, has_position_held, has_award_received, has_date_of_birth",4,2211,8844
"has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_date_of_birth",6,1465,8790
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death",6,1453,8718
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work, has_date_of_death, has_date_of_birth",6,1453,8718
"has_place_of_birth, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",6,1453,8718
"has_place_of_birth, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",5,1742,8710
"has_place_of_birth, has_gender, has_field_of_work, has_occupation, has_date_of_death",5,1742,8710
"has_place_of_birth, has_gender, has_field_of_work, has_date_of_death, has_date_of_birth",5,1742,8710
"has_place_of_birth, has_position_held, has_occupation, has_award_received",4,2172,8688
"has_place_of_birth, has_position_held, has_award_received, has_date_of_birth",4,2172,8688
"has_place_of_birth, has_gender, has_position_held, has_award_received",4,2172,8688
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_date_of_birth",7,1239,8673
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_award_received",4,2155,8620
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_date_of_death",5,1719,8595
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth",5,1719,8595
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death",5,1719,8595
"has_place_of_birth, has_place_of_death, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",6,1431,8586
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_date_of_death, has_date_of_birth",6,1431,8586
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_occupation, has_date_of_death",6,1431,8586
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_occupation, has_date_of_birth",6,1431,8586
"has_gender, has_country_of_citizenship, has_occupation, has_employer, has_date_of_birth",5,1709,8545
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_birth",6,1422,8532
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth",6,1422,8532
"has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",6,1422,8532
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death",6,1422,8532
"has_place_of_birth, has_gender, has_educated_at, has_occupation, has_employer, has_date_of_birth",6,1407,8442
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work",4,2095,8380
"has_place_of_birth, has_country_of_citizenship, has_field_of_work, has_date_of_birth",4,2095,8380
"has_place_of_birth, has_country_of_citizenship, has_field_of_work, has_occupation",4,2095,8380
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth",6,1385,8310
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_birth",6,1385,8310
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation",6,1385,8310
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_date_of_death",6,1385,8310
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_date_of_birth",6,1385,8310
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death",6,1385,8310
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_birth",6,1379,8274
"has_gender, has_field_of_work, has_occupation, has_date_of_death",4,2067,8268
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_date_of_birth",6,1378,8268
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_employer, has_date_of_birth",6,1378,8268
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_employer",6,1378,8268
"has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",4,2064,8256
"has_gender, has_field_of_work, has_date_of_death, has_date_of_birth",4,2063,8252
"has_place_of_death, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",6,1365,8190
"has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_date_of_death, has_date_of_birth",6,1365,8190
"has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death",6,1365,8190
"has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_birth",6,1365,8190
"has_place_of_death, has_gender, has_field_of_work, has_occupation, has_date_of_birth",5,1635,8175
"has_place_of_death, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",5,1634,8170
"has_place_of_death, has_gender, has_field_of_work, has_occupation, has_date_of_death",5,1634,8170
"has_place_of_death, has_gender, has_field_of_work, has_date_of_death, has_date_of_birth",5,1634,8170
"has_place_of_birth, has_gender, has_occupation, has_employer, has_date_of_birth",5,1617,8085
"has_place_of_death, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",6,1340,8040
"has_place_of_death, has_gender, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",6,1340,8040
"has_place_of_death, has_gender, has_educated_at, has_occupation, has_award_received, has_date_of_birth",6,1340,8040
"has_place_of_death, has_gender, has_educated_at, has_occupation, has_award_received, has_date_of_death",6,1340,8040
"has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1148,8036
"has_place_of_birth, has_gender, has_educated_at, has_field_of_work, has_occupation, has_date_of_birth",6,1339,8034
"has_gender, has_educated_at, has_occupation, has_award_received, has_date_of_death",5,1597,7985
"has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",5,1597,7985
"has_gender, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",5,1597,7985
"has_place_of_birth, has_gender, has_country_of_citizenship, has_occupation, has_employer",5,1583,7915
"has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_date_of_birth",6,1318,7908
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_employer, has_date_of_birth",5,1581,7905
"has_place_of_birth, has_gender, has_country_of_citizenship, has_employer, has_date_of_birth",5,1581,7905
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation",6,1316,7896
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_birth",6,1316,7896
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death",6,1316,7896
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_field_of_work, has_date_of_death, has_date_of_birth",6,1316,7896
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_date_of_birth",6,1316,7896
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_date_of_death",6,1316,7896
"has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death",5,1578,7890
"has_gender, has_country_of_citizenship, has_field_of_work, has_date_of_death, has_date_of_birth",5,1577,7885
"has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",5,1577,7885
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_birth",6,1314,7884
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",6,1314,7884
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_birth",6,1314,7884
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_death",6,1314,7884
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received",6,1314,7884
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death",6,1314,7884
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_occupation, has_award_received",6,1313,7878
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_award_received, has_date_of_death",6,1313,7878
"has_place_of_birth, has_place_of_death, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",6,1313,7878
"has_place_of_birth, has_place_of_death, has_educated_at, has_occupation, has_award_received, has_date_of_birth",6,1313,7878
"has_place_of_birth, has_place_of_death, has_educated_at, has_occupation, has_award_received, has_date_of_death",6,1313,7878
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_award_received, has_date_of_birth",6,1313,7878
"has_place_of_birth, has_gender, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1124,7868
"has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",5,1566,7830
"has_gender, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death",5,1566,7830
"has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_death",5,1566,7830
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death",7,1109,7763
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1109,7763
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_death, has_date_of_birth",7,1109,7763
"has_place_of_birth, has_place_of_death, has_gender, has_field_of_work, has_date_of_birth",5,1548,7740
"has_place_of_birth, has_place_of_death, has_field_of_work, has_occupation, has_date_of_birth",5,1548,7740
"has_place_of_birth, has_place_of_death, has_gender, has_field_of_work, has_occupation",5,1548,7740
"has_place_of_birth, has_place_of_death, has_field_of_work, has_date_of_death, has_date_of_birth",5,1547,7735
"has_place_of_birth, has_place_of_death, has_field_of_work, has_occupation, has_date_of_death",5,1547,7735
"has_place_of_birth, has_place_of_death, has_gender, has_field_of_work, has_date_of_death",5,1547,7735
"has_place_of_birth, has_educated_at, has_occupation, has_award_received, has_date_of_death",5,1546,7730
"has_place_of_birth, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",5,1546,7730
"has_gender, has_position_held, has_educated_at, has_occupation, has_award_received",5,1546,7730
"has_place_of_birth, has_gender, has_educated_at, has_award_received, has_date_of_death",5,1546,7730
"has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_birth",5,1545,7725
"has_gender, has_position_held, has_educated_at, has_award_received, has_date_of_birth",5,1545,7725
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_award_received",6,1287,7722
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death",6,1287,7722
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received",6,1287,7722
