properties,num_properties,coverage,score
"has_gender, has_country_of_citizenship, has_educated_at, has_employer",4,3482,13928
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_employer, has_award_received, has_date_of_death, has_date_of_birth",9,1547,13923
"has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_employer",5,2783,13915
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_award_received",6,2319,13914
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_birth",6,2319,13914
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received",6,2319,13914
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death",6,2318,13908
"has_place_of_birth, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received, has_date_of_birth",6,2317,13902
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received",6,2317,13902
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work, has_award_received, has_date_of_birth",6,2317,13902
"has_gender, has_country_of_citizenship, has_position_held, has_employer, has_date_of_birth",5,2780,13900
"has_country_of_citizenship, has_position_held, has_occupation, has_employer, has_date_of_birth",5,2780,13900
"has_country_of_citizenship, has_educated_at, has_employer, has_date_of_birth",4,3475,13900
"has_place_of_death, has_gender, has_father, has_occupation",4,3471,13884
"has_place_of_death, has_father, has_occupation, has_date_of_death",4,3470,13880
"has_place_of_death, has_gender, has_father, has_date_of_death",4,3470,13880
"has_place_of_death, has_gender, has_father, has_date_of_birth",4,3469,13876
"has_place_of_death, has_father, has_occupation, has_date_of_birth",4,3469,13876
"has_place_of_death, has_father, has_date_of_death, has_date_of_birth",4,3468,13872
"has_gender, has_occupation, has_date_of_death, has_religion",4,3466,13864
"has_gender, has_date_of_death, has_date_of_birth, has_religion",4,3464,13856
"has_occupation, has_date_of_death, has_date_of_birth, has_religion",4,3464,13856
"has_place_of_birth, has_gender, has_occupation, has_academic_degree",4,3456,13824
"has_place_of_birth, has_occupation, has_date_of_birth, has_academic_degree",4,3455,13820
"has_place_of_birth, has_gender, has_date_of_birth, has_academic_degree",4,3455,13820
"has_place_of_birth, has_gender, has_educated_at, has_employer",4,3451,13804
"has_place_of_birth, has_educated_at, has_occupation, has_employer",4,3451,13804
"has_place_of_birth, has_educated_at, has_employer, has_date_of_birth",4,3448,13792
"has_place_of_birth, has_gender, has_position_held, has_occupation, has_employer",5,2755,13775
"has_place_of_birth, has_gender, has_position_held, has_employer, has_date_of_birth",5,2753,13765
"has_place_of_birth, has_position_held, has_occupation, has_employer, has_date_of_birth",5,2753,13765
"has_place_of_birth, has_father, has_country_of_citizenship, has_date_of_death",4,3441,13764
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation",6,2291,13746
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_date_of_birth",6,2291,13746
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_date_of_birth",6,2291,13746
"has_place_of_death, has_gender, has_child, has_occupation",4,3433,13732
"has_place_of_death, has_child, has_occupation, has_date_of_death",4,3432,13728
"has_place_of_death, has_child, has_occupation, has_date_of_birth",4,3432,13728
"has_place_of_death, has_gender, has_child, has_date_of_birth",4,3432,13728
"has_place_of_death, has_gender, has_child, has_date_of_death",4,3432,13728
"has_place_of_death, has_child, has_date_of_death, has_date_of_birth",4,3431,13724
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_occupation, has_employer",5,2739,13695
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_employer",5,2739,13695
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_academic_degree",4,3422,13688
"has_place_of_birth, has_gender, has_country_of_citizenship, has_academic_degree",4,3422,13688
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_employer, has_date_of_birth",5,2737,13685
"has_place_of_birth, has_country_of_citizenship, has_date_of_birth, has_academic_degree",4,3421,13684
"has_place_of_birth, has_place_of_death, has_father, has_occupation",4,3420,13680
"has_place_of_birth, has_place_of_death, has_gender, has_father",4,3420,13680
"has_place_of_birth, has_place_of_death, has_father, has_date_of_birth",4,3419,13676
"has_place_of_birth, has_place_of_death, has_father, has_date_of_death",4,3419,13676
"has_place_of_birth, has_country_of_citizenship, has_child, has_date_of_death",4,3417,13668
"has_gender, has_spouse, has_date_of_death, has_date_of_birth",4,3415,13660
"has_spouse, has_occupation, has_date_of_death, has_date_of_birth",4,3415,13660
"has_gender, has_spouse, has_occupation, has_date_of_death",4,3415,13660
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_employer",4,3410,13640
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",9,1505,13545
"has_place_of_birth, has_gender, has_date_of_death, has_religion",4,3382,13528
"has_place_of_birth, has_occupation, has_date_of_death, has_religion",4,3382,13528
"has_place_of_death, has_gender, has_native_language, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1932,13524
"has_place_of_birth, has_date_of_death, has_date_of_birth, has_religion",4,3380,13520
"has_place_of_death, has_gender, has_country_of_citizenship, has_native_language, has_award_received, has_date_of_death, has_date_of_birth",7,1930,13510
"has_place_of_death, has_gender, has_country_of_citizenship, has_native_language, has_occupation, has_award_received, has_date_of_birth",7,1930,13510
"has_place_of_death, has_gender, has_country_of_citizenship, has_native_language, has_occupation, has_award_received, has_date_of_death",7,1930,13510
"has_place_of_death, has_country_of_citizenship, has_native_language, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1930,13510
"has_place_of_birth, has_place_of_death, has_child, has_date_of_birth",4,3377,13508
"has_place_of_birth, has_place_of_death, has_child, has_occupation",4,3377,13508
"has_place_of_birth, has_place_of_death, has_gender, has_child",4,3377,13508
"has_place_of_birth, has_place_of_death, has_child, has_date_of_death",4,3377,13508
"has_place_of_birth, has_gender, has_country_of_citizenship, has_occupation, has_employer, has_award_received, has_date_of_death, has_date_of_birth",8,1687,13496
"has_place_of_birth, has_place_of_death, has_native_language, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1925,13475
"has_place_of_birth, has_place_of_death, has_gender, has_native_language, has_award_received, has_date_of_death, has_date_of_birth",7,1925,13475
"has_place_of_birth, has_place_of_death, has_gender, has_native_language, has_occupation, has_award_received, has_date_of_death",7,1925,13475
"has_place_of_birth, has_place_of_death, has_gender, has_native_language, has_occupation, has_award_received, has_date_of_birth",7,1925,13475
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_native_language, has_award_received, has_date_of_birth",7,1923,13461
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_native_language, has_occupation, has_award_received",7,1923,13461
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_native_language, has_occupation, has_award_received, has_date_of_death",7,1923,13461
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_native_language, has_award_received, has_date_of_death, has_date_of_birth",7,1923,13461
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_native_language, has_award_received, has_date_of_death",7,1923,13461
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_native_language, has_occupation, has_award_received, has_date_of_birth",7,1923,13461
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_child, has_occupation, has_date_of_death, has_date_of_birth",9,1495,13455
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_occupation, has_date_of_birth",7,1909,13363
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_award_received, has_date_of_birth",8,1666,13328
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_award_received, has_date_of_death, has_date_of_birth",8,1666,13328
"has_gender, has_position_held, has_educated_at, has_date_of_death",4,3332,13328
"has_position_held, has_educated_at, has_date_of_death, has_date_of_birth",4,3332,13328
"has_position_held, has_educated_at, has_occupation, has_date_of_death",4,3332,13328
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_award_received, has_date_of_death",8,1666,13328
"has_place_of_death, has_gender, has_position_held, has_native_language, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,1666,13328
"has_place_of_death, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,1666,13328
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_occupation",7,1903,13321
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_native_language, has_occupation, has_date_of_birth",7,1902,13314
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_date_of_birth",7,1902,13314
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_occupation, has_date_of_birth",7,1902,13314
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_award_received, has_date_of_birth",8,1659,13272
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_award_received, has_date_of_death",8,1659,13272
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_award_received, has_date_of_birth",8,1659,13272
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_native_language, has_occupation, has_award_received, has_date_of_birth",8,1659,13272
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_native_language, has_award_received, has_date_of_death, has_date_of_birth",8,1659,13272
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_native_language, has_occupation, has_award_received, has_date_of_death",8,1659,13272
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_native_language, has_award_received, has_date_of_death, has_date_of_birth",8,1659,13272
"has_place_of_birth, has_place_of_death, has_position_held, has_native_language, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,1659,13272
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_award_received, has_date_of_death",8,1659,13272
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_award_received",8,1659,13272
"has_place_of_birth, has_spouse, has_occupation, has_date_of_death",4,3311,13244
"has_place_of_birth, has_gender, has_spouse, has_date_of_death",4,3311,13244
"has_place_of_birth, has_spouse, has_date_of_death, has_date_of_birth",4,3311,13244
"has_gender, has_educated_at, has_native_language, has_occupation, has_date_of_birth",5,2646,13230
"has_gender, has_educated_at, has_occupation, has_employer, has_date_of_death, has_date_of_birth",6,2204,13224
"has_country_of_citizenship, has_occupation, has_date_of_death, has_religion",4,3301,13204
"has_gender, has_country_of_citizenship, has_date_of_death, has_religion",4,3301,13204
"has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_religion",4,3300,13200
"has_place_of_birth, has_position_held, has_educated_at, has_date_of_death",4,3300,13200
"has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation",5,2640,13200
"has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_birth",5,2634,13170
"has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_birth",5,2634,13170
"has_place_of_death, has_gender, has_father, has_country_of_citizenship",4,3290,13160
"has_place_of_death, has_father, has_country_of_citizenship, has_date_of_birth",4,3290,13160
"has_place_of_death, has_father, has_country_of_citizenship, has_occupation",4,3290,13160
"has_place_of_death, has_father, has_country_of_citizenship, has_date_of_death",4,3289,13156
"has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_death",4,3285,13140
"has_place_of_birth, has_gender, has_educated_at, has_native_language, has_occupation",5,2626,13130
"has_place_of_birth, has_educated_at, has_native_language, has_occupation, has_date_of_birth",5,2625,13125
"has_place_of_birth, has_gender, has_educated_at, has_native_language, has_date_of_birth",5,2625,13125
"has_place_of_birth, has_gender, has_educated_at, has_occupation, has_employer, has_date_of_death",6,2187,13122
"has_place_of_birth, has_gender, has_educated_at, has_employer, has_date_of_death, has_date_of_birth",6,2186,13116
"has_place_of_birth, has_educated_at, has_occupation, has_employer, has_date_of_death, has_date_of_birth",6,2186,13116
"has_place_of_death, has_country_of_citizenship, has_child, has_occupation",4,3277,13108
"has_place_of_death, has_gender, has_country_of_citizenship, has_child",4,3277,13108
"has_place_of_death, has_country_of_citizenship, has_child, has_date_of_birth",4,3276,13104
"has_place_of_death, has_country_of_citizenship, has_child, has_date_of_death",4,3276,13104
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",8,1635,13080
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_native_language",5,2616,13080
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation",5,2616,13080
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_birth",5,2615,13075
"has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_date_of_death",6,2171,13026
"has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_date_of_death, has_date_of_birth",6,2171,13026
"has_gender, has_country_of_citizenship, has_educated_at, has_employer, has_date_of_death, has_date_of_birth",6,2171,13026
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",8,1624,12992
"has_place_of_birth, has_place_of_death, has_father, has_country_of_citizenship",4,3247,12988
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",8,1622,12976
"has_place_of_birth, has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_child, has_occupation, has_date_of_death, has_date_of_birth",9,1441,12969
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_birth",7,1848,12936
"has_place_of_birth, has_country_of_citizenship, has_date_of_death, has_religion",4,3233,12932
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_employer, has_date_of_death",6,2154,12924
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_date_of_death",6,2154,12924
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_employer, has_date_of_death, has_date_of_birth",6,2154,12924
"has_gender, has_occupation, has_employer, has_award_received, has_date_of_birth",5,2583,12915
"has_gender, has_position_held, has_native_language, has_award_received, has_date_of_death, has_date_of_birth",6,2152,12912
"has_country_of_citizenship, has_position_held, has_native_language, has_award_received, has_date_of_death, has_date_of_birth",6,2152,12912
"has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_award_received, has_date_of_death",6,2152,12912
"has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_award_received, has_date_of_death",6,2152,12912
"has_gender, has_position_held, has_native_language, has_occupation, has_award_received, has_date_of_death",6,2152,12912
"has_position_held, has_native_language, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",6,2152,12912
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_child",4,3226,12904
"has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death",4,3223,12892
"has_gender, has_spouse, has_country_of_citizenship, has_date_of_death",4,3223,12892
"has_spouse, has_country_of_citizenship, has_date_of_death, has_date_of_birth",4,3223,12892
"has_gender, has_country_of_citizenship, has_occupation, has_employer, has_award_received",5,2571,12855
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_occupation, has_employer, has_date_of_death, has_date_of_birth",8,1606,12848
"has_country_of_citizenship, has_occupation, has_employer, has_award_received, has_date_of_birth",5,2569,12845
"has_gender, has_country_of_citizenship, has_employer, has_award_received, has_date_of_birth",5,2569,12845
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_native_language, has_award_received, has_date_of_death",6,2137,12822
"has_place_of_birth, has_position_held, has_native_language, has_occupation, has_award_received, has_date_of_death",6,2137,12822
"has_place_of_birth, has_gender, has_position_held, has_native_language, has_award_received, has_date_of_death",6,2137,12822
"has_place_of_birth, has_position_held, has_native_language, has_award_received, has_date_of_death, has_date_of_birth",6,2137,12822
"has_gender, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_birth",6,2133,12798
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_employer, has_date_of_death, has_date_of_birth",8,1597,12776
"has_place_of_birth, has_gender, has_occupation, has_employer, has_award_received",5,2552,12760
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_child, has_occupation, has_date_of_death, has_date_of_birth",8,1595,12760
"has_place_of_birth, has_gender, has_employer, has_award_received, has_date_of_birth",5,2552,12760
"has_place_of_birth, has_occupation, has_employer, has_award_received, has_date_of_birth",5,2552,12760
"has_place_of_birth, has_place_of_death, has_gender, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",7,1822,12754
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received",6,2125,12750
"has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_birth",6,2124,12744
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received, has_date_of_birth",6,2124,12744
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",10,1274,12740
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_employer, has_date_of_birth",8,1592,12736
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation, has_employer, has_date_of_death, has_date_of_birth",8,1591,12728
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_employer, has_date_of_death, has_date_of_birth",8,1591,12728
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_employer, has_date_of_death",8,1591,12728
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",8,1589,12712
"has_place_of_birth, has_gender, has_country_of_citizenship, has_employer, has_award_received",5,2542,12710
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_employer, has_award_received",5,2542,12710
"has_place_of_birth, has_country_of_citizenship, has_employer, has_award_received, has_date_of_birth",5,2542,12710
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_birth, has_academic_degree",7,1815,12705
"has_place_of_birth, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_birth",6,2116,12696
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_occupation, has_award_received",6,2116,12696
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_award_received, has_date_of_birth",6,2116,12696
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",9,1410,12690
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received",6,2107,12642
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received",6,2107,12642
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received, has_date_of_birth",6,2107,12642
"has_place_of_death, has_gender, has_spouse, has_occupation",4,3160,12640
"has_place_of_death, has_spouse, has_occupation, has_date_of_birth",4,3160,12640
"has_place_of_death, has_gender, has_spouse, has_date_of_birth",4,3160,12640
"has_place_of_death, has_gender, has_spouse, has_date_of_death",4,3159,12636
"has_place_of_death, has_spouse, has_date_of_death, has_date_of_birth",4,3159,12636
"has_place_of_death, has_spouse, has_occupation, has_date_of_death",4,3159,12636
"has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",7,1804,12628
"has_place_of_death, has_gender, has_occupation, has_religion",4,3156,12624
"has_place_of_death, has_gender, has_date_of_death, has_religion",4,3154,12616
"has_place_of_death, has_occupation, has_date_of_death, has_religion",4,3154,12616
"has_place_of_death, has_occupation, has_date_of_birth, has_religion",4,3154,12616
"has_place_of_death, has_gender, has_date_of_birth, has_religion",4,3154,12616
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_child, has_occupation, has_date_of_death, has_date_of_birth",9,1401,12609
"has_place_of_death, has_date_of_death, has_date_of_birth, has_religion",4,3152,12608
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_date_of_death",4,3147,12588
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",7,1798,12586
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_date_of_death, has_academic_degree",7,1798,12586
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_date_of_birth, has_academic_degree",7,1798,12586
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_academic_degree",7,1798,12586
"has_position_held, has_native_language, has_occupation, has_award_received",4,3146,12584
"has_gender, has_position_held, has_native_language, has_award_received",4,3146,12584
"has_country_of_citizenship, has_position_held, has_native_language, has_award_received",4,3146,12584
"has_position_held, has_native_language, has_award_received, has_date_of_birth",4,3145,12580
"has_gender, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",6,2093,12558
"has_place_of_birth, has_gender, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",6,2089,12534
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_employer, has_date_of_birth",8,1566,12528
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",8,1565,12520
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_date_of_birth",8,1564,12512
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_date_of_death, has_date_of_birth",8,1563,12504
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",8,1563,12504
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_date_of_death",8,1563,12504
"has_place_of_birth, has_place_of_death, has_gender, has_spouse",4,3123,12492
"has_place_of_birth, has_place_of_death, has_spouse, has_date_of_birth",4,3123,12492
"has_place_of_birth, has_place_of_death, has_spouse, has_occupation",4,3123,12492
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_child, has_occupation, has_date_of_birth",7,1784,12488
"has_place_of_birth, has_place_of_death, has_spouse, has_date_of_death",4,3122,12488
"has_gender, has_educated_at, has_occupation, has_award_received, has_date_of_death",5,2496,12480
"has_gender, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",5,2496,12480
"has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",5,2496,12480
"has_place_of_birth, has_position_held, has_native_language, has_award_received",4,3119,12476
"has_place_of_birth, has_place_of_death, has_occupation, has_religion",4,3117,12468
"has_place_of_birth, has_place_of_death, has_gender, has_religion",4,3117,12468
"has_place_of_birth, has_place_of_death, has_date_of_death, has_religion",4,3116,12464
"has_place_of_birth, has_place_of_death, has_date_of_birth, has_religion",4,3115,12460
"has_place_of_death, has_gender, has_educated_at, has_occupation, has_employer, has_date_of_death",6,2071,12426
"has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_employer, has_award_received, has_date_of_death, has_date_of_birth",8,1553,12424
"has_place_of_death, has_gender, has_educated_at, has_employer, has_date_of_death, has_date_of_birth",6,2070,12420
"has_place_of_death, has_gender, has_educated_at, has_occupation, has_employer, has_date_of_birth",6,2070,12420
"has_place_of_death, has_educated_at, has_occupation, has_employer, has_date_of_death, has_date_of_birth",6,2070,12420
"has_place_of_birth, has_place_of_death, has_gender, has_occupation, has_employer, has_award_received, has_date_of_death, has_date_of_birth",8,1551,12408
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_occupation, has_employer",6,2067,12402
"has_place_of_birth, has_place_of_death, has_educated_at, has_occupation, has_employer, has_date_of_death",6,2067,12402
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_employer, has_date_of_death",6,2067,12402
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",8,1550,12400
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_employer, has_date_of_birth",6,2066,12396
"has_place_of_birth, has_place_of_death, has_educated_at, has_employer, has_date_of_death, has_date_of_birth",6,2066,12396
"has_place_of_birth, has_place_of_death, has_educated_at, has_occupation, has_employer, has_date_of_birth",6,2066,12396
"has_gender, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death",5,2478,12390
"has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",5,2478,12390
"has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_death",5,2478,12390
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_employer, has_award_received, has_date_of_birth",8,1548,12384
"has_place_of_birth, has_gender, has_position_held, has_occupation, has_employer, has_date_of_death, has_date_of_birth",7,1769,12383
"has_place_of_birth, has_gender, has_position_held, has_occupation, has_date_of_birth, has_religion",6,2063,12378
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_employer, has_award_received, has_date_of_death, has_date_of_birth",8,1547,12376
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_employer, has_award_received, has_date_of_death",8,1547,12376
"has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_employer, has_date_of_death, has_date_of_birth",7,1768,12376
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_occupation, has_employer, has_award_received, has_date_of_death, has_date_of_birth",8,1547,12376
"has_place_of_birth, has_gender, has_educated_at, has_award_received, has_date_of_death",5,2474,12370
"has_place_of_birth, has_educated_at, has_occupation, has_award_received, has_date_of_death",5,2474,12370
"has_place_of_birth, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",5,2474,12370
"has_place_of_birth, has_gender, has_country_of_citizenship, has_occupation, has_date_of_death, has_academic_degree",6,2061,12366
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",6,2061,12366
"has_place_of_birth, has_gender, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_academic_degree",6,2061,12366
"has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_birth, has_religion",6,2055,12330
"has_place_of_death, has_position_held, has_educated_at, has_occupation",4,3078,12312
"has_place_of_death, has_position_held, has_educated_at, has_date_of_birth",4,3078,12312
"has_place_of_death, has_position_held, has_educated_at, has_date_of_death",4,3078,12312
"has_place_of_death, has_gender, has_position_held, has_educated_at",4,3078,12312
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_child, has_occupation, has_date_of_death, has_date_of_birth",8,1539,12312
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_child, has_occupation, has_date_of_birth",7,1757,12299
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death",5,2458,12290
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_occupation, has_employer, has_date_of_death, has_date_of_birth",7,1754,12278
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_employer, has_date_of_death, has_date_of_birth",7,1754,12278
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_employer, has_date_of_death",7,1754,12278
