properties,num_properties,coverage,score
"has_place_of_birth, has_child, has_occupation, has_date_of_death",4,4740,18960
"has_place_of_birth, has_gender, has_child, has_date_of_death",4,4739,18956
"has_place_of_birth, has_child, has_date_of_death, has_date_of_birth",4,4738,18952
"has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_occupation",5,3786,18930
"has_place_of_birth, has_gender, has_position_held, has_child, has_occupation, has_date_of_death",6,3153,18918
"has_place_of_death, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death",5,3783,18915
"has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_date_of_death",5,3783,18915
"has_place_of_birth, has_gender, has_position_held, has_child, has_date_of_death, has_date_of_birth",6,3152,18912
"has_place_of_birth, has_position_held, has_child, has_occupation, has_date_of_death, has_date_of_birth",6,3152,18912
"has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_date_of_birth",5,3782,18910
"has_place_of_death, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_birth",5,3782,18910
"has_place_of_death, has_spouse, has_country_of_citizenship, has_date_of_death, has_date_of_birth",5,3779,18895
"has_gender, has_educated_at, has_occupation, has_award_received, has_date_of_death",5,3778,18890
"has_gender, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",5,3778,18890
"has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",5,3778,18890
"has_place_of_birth, has_place_of_death, has_gender, has_spouse, has_occupation",5,3769,18845
"has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",5,3768,18840
"has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_death",5,3768,18840
"has_place_of_birth, has_place_of_death, has_gender, has_spouse, has_date_of_birth",5,3768,18840
"has_gender, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death",5,3768,18840
"has_place_of_birth, has_place_of_death, has_spouse, has_occupation, has_date_of_birth",5,3768,18840
"has_place_of_birth, has_place_of_death, has_gender, has_spouse, has_date_of_death",5,3766,18830
"has_place_of_birth, has_place_of_death, has_spouse, has_occupation, has_date_of_death",5,3766,18830
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_child, has_occupation, has_date_of_death",6,3138,18828
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_child, has_date_of_death",6,3138,18828
"has_place_of_birth, has_place_of_death, has_spouse, has_date_of_death, has_date_of_birth",5,3765,18825
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_child, has_date_of_death, has_date_of_birth",6,3137,18822
"has_gender, has_father, has_occupation, has_date_of_death",4,4697,18788
"has_place_of_birth, has_place_of_death, has_gender, has_field_of_work, has_occupation, has_date_of_birth",6,3131,18786
"has_place_of_birth, has_educated_at, has_occupation, has_award_received, has_date_of_death",5,3757,18785
"has_place_of_birth, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",5,3757,18785
"has_place_of_birth, has_gender, has_educated_at, has_award_received, has_date_of_death",5,3757,18785
"has_place_of_death, has_gender, has_country_of_citizenship, has_child, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,2347,18776
"has_place_of_birth, has_place_of_death, has_gender, has_field_of_work, has_date_of_death, has_date_of_birth",6,3129,18774
"has_place_of_birth, has_place_of_death, has_gender, has_field_of_work, has_occupation, has_date_of_death",6,3129,18774
"has_place_of_birth, has_place_of_death, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",6,3129,18774
"has_place_of_birth, has_country_of_citizenship, has_child, has_date_of_death",4,4690,18760
"has_place_of_birth, has_gender, has_educated_at, has_occupation, has_employer, has_date_of_birth",6,3126,18756
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death",5,3747,18735
"has_father, has_occupation, has_date_of_death, has_date_of_birth",4,4683,18732
"has_gender, has_father, has_date_of_death, has_date_of_birth",4,4683,18732
"has_place_of_birth, has_place_of_death, has_gender, has_child, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,2339,18712
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_employer",6,3118,18708
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_child, has_award_received, has_date_of_death, has_date_of_birth",8,2331,18648
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_child, has_occupation, has_award_received, has_date_of_birth",8,2331,18648
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_child, has_occupation, has_award_received, has_date_of_death",8,2331,18648
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_child, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,2331,18648
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_employer, has_date_of_birth",6,3105,18630
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_date_of_birth",6,3105,18630
"has_place_of_birth, has_place_of_death, has_gender, has_spouse, has_country_of_citizenship",5,3723,18615
"has_place_of_birth, has_place_of_death, has_spouse, has_country_of_citizenship, has_occupation",5,3723,18615
"has_place_of_birth, has_place_of_death, has_spouse, has_country_of_citizenship, has_date_of_birth",5,3722,18610
"has_place_of_birth, has_place_of_death, has_spouse, has_country_of_citizenship, has_date_of_death",5,3720,18600
"has_place_of_death, has_gender, has_child, has_occupation",4,4641,18564
"has_place_of_death, has_child, has_occupation, has_date_of_death",4,4641,18564
"has_place_of_death, has_gender, has_child, has_date_of_death",4,4640,18560
"has_place_of_death, has_gender, has_position_held, has_child, has_occupation, has_date_of_death",6,3090,18540
"has_place_of_death, has_child, has_occupation, has_date_of_birth",4,4633,18532
"has_place_of_death, has_child, has_date_of_death, has_date_of_birth",4,4632,18528
"has_place_of_death, has_gender, has_child, has_date_of_birth",4,4632,18528
"has_place_of_death, has_position_held, has_child, has_occupation, has_date_of_death, has_date_of_birth",6,3084,18504
"has_place_of_death, has_gender, has_position_held, has_child, has_date_of_death, has_date_of_birth",6,3084,18504
"has_place_of_death, has_gender, has_position_held, has_child, has_occupation, has_date_of_birth",6,3084,18504
"has_gender, has_position_held, has_native_language, has_award_received",4,4624,18496
"has_position_held, has_native_language, has_occupation, has_award_received",4,4624,18496
"has_gender, has_father, has_country_of_citizenship, has_date_of_death",4,4622,18488
"has_country_of_citizenship, has_position_held, has_native_language, has_award_received",4,4622,18488
"has_position_held, has_native_language, has_award_received, has_date_of_birth",4,4622,18488
"has_father, has_country_of_citizenship, has_occupation, has_date_of_death",4,4622,18488
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_child, has_date_of_death",6,3075,18450
"has_place_of_death, has_country_of_citizenship, has_position_held, has_child, has_occupation, has_date_of_death",6,3075,18450
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_child, has_occupation",6,3075,18450
"has_father, has_country_of_citizenship, has_date_of_death, has_date_of_birth",4,4609,18436
"has_place_of_death, has_country_of_citizenship, has_position_held, has_child, has_date_of_death, has_date_of_birth",6,3069,18414
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_child, has_date_of_birth",6,3069,18414
"has_place_of_death, has_country_of_citizenship, has_position_held, has_child, has_occupation, has_date_of_birth",6,3069,18414
"has_place_of_death, has_gender, has_country_of_citizenship, has_child",4,4592,18368
"has_place_of_death, has_country_of_citizenship, has_child, has_occupation",4,4592,18368
"has_place_of_death, has_country_of_citizenship, has_child, has_date_of_death",4,4591,18364
"has_place_of_birth, has_position_held, has_native_language, has_award_received",4,4586,18344
"has_place_of_death, has_country_of_citizenship, has_child, has_date_of_birth",4,4583,18332
"has_place_of_birth, has_place_of_death, has_gender, has_occupation, has_employer, has_date_of_death, has_date_of_birth",7,2616,18312
"has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_employer, has_date_of_death, has_date_of_birth",7,2614,18298
"has_place_of_death, has_educated_at, has_occupation, has_award_received, has_date_of_birth",5,3655,18275
"has_place_of_death, has_gender, has_educated_at, has_occupation, has_award_received",5,3655,18275
"has_place_of_death, has_gender, has_educated_at, has_award_received, has_date_of_birth",5,3655,18275
"has_place_of_death, has_educated_at, has_occupation, has_award_received, has_date_of_death",5,3655,18275
"has_place_of_death, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",5,3655,18275
"has_place_of_death, has_gender, has_educated_at, has_award_received, has_date_of_death",5,3655,18275
"has_place_of_birth, has_place_of_death, has_position_held, has_child, has_occupation, has_date_of_death",6,3044,18264
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_child, has_date_of_death",6,3044,18264
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_child, has_occupation",6,3044,18264
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_child, has_date_of_birth",6,3043,18258
"has_place_of_birth, has_place_of_death, has_position_held, has_child, has_date_of_death, has_date_of_birth",6,3043,18258
"has_place_of_birth, has_place_of_death, has_position_held, has_child, has_occupation, has_date_of_birth",6,3043,18258
"has_place_of_birth, has_place_of_death, has_educated_at, has_occupation, has_award_received",5,3648,18240
"has_place_of_birth, has_place_of_death, has_educated_at, has_award_received, has_date_of_birth",5,3648,18240
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_award_received",5,3648,18240
"has_place_of_birth, has_place_of_death, has_educated_at, has_award_received, has_date_of_death",5,3648,18240
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_award_received",5,3645,18225
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death",5,3645,18225
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_birth",5,3645,18225
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received",5,3645,18225
"has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_birth",6,3037,18222
"has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death",6,3036,18216
"has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_date_of_death, has_date_of_birth",6,3036,18216
"has_place_of_birth, has_place_of_death, has_child, has_occupation",4,4554,18216
"has_place_of_death, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",6,3036,18216
"has_place_of_birth, has_place_of_death, has_child, has_date_of_death",4,4553,18212
"has_place_of_birth, has_place_of_death, has_gender, has_child",4,4553,18212
"has_place_of_birth, has_place_of_death, has_child, has_date_of_birth",4,4552,18208
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_award_received",5,3638,18190
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_child, has_date_of_death",6,3029,18174
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_child",6,3029,18174
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_child, has_occupation",6,3029,18174
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_child, has_date_of_birth",6,3028,18168
"has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_award_received, has_date_of_birth",7,2594,18158
"has_gender, has_father, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",6,3025,18150
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,2268,18144
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_employer, has_date_of_birth",7,2590,18130
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_employer, has_date_of_death",7,2589,18123
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_employer, has_date_of_death, has_date_of_birth",7,2589,18123
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_occupation, has_employer, has_date_of_death, has_date_of_birth",7,2589,18123
"has_gender, has_father, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death",6,3014,18084
"has_gender, has_country_of_citizenship, has_position_held, has_child, has_occupation",5,3616,18080
"has_gender, has_position_held, has_educated_at, has_occupation, has_award_received",5,3614,18070
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_date_of_birth",6,3006,18036
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation",6,3006,18036
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_child",4,4509,18036
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_birth",6,3006,18036
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_date_of_death",6,3005,18030
"has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received",5,3606,18030
"has_father, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",6,3005,18030
"has_gender, has_father, has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth",6,3005,18030
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_field_of_work, has_date_of_death, has_date_of_birth",6,3005,18030
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death",6,3005,18030
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received",5,3606,18030
"has_gender, has_father, has_country_of_citizenship, has_position_held, has_occupation",5,3604,18020
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",10,1801,18010
"has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_birth",5,3602,18010
"has_gender, has_position_held, has_educated_at, has_award_received, has_date_of_birth",5,3602,18010
"has_country_of_citizenship, has_position_held, has_educated_at, has_award_received, has_date_of_birth",5,3595,17975
"has_gender, has_father, has_position_held, has_occupation, has_date_of_birth",5,3593,17965
"has_place_of_birth, has_gender, has_educated_at, has_native_language, has_occupation, has_award_received, has_date_of_birth",7,2563,17941
"has_gender, has_position_held, has_child, has_occupation, has_date_of_birth",5,3588,17940
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_award_received",7,2562,17934
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_award_received, has_date_of_birth",7,2559,17913
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_award_received, has_date_of_birth",7,2559,17913
"has_gender, has_father, has_country_of_citizenship, has_position_held, has_date_of_birth",5,3573,17865
"has_father, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_birth",5,3573,17865
"has_gender, has_country_of_citizenship, has_position_held, has_child, has_date_of_birth",5,3571,17855
"has_country_of_citizenship, has_position_held, has_child, has_occupation, has_date_of_birth",5,3571,17855
"has_gender, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",5,3569,17845
"has_place_of_birth, has_gender, has_father, has_date_of_death",4,4461,17844
"has_place_of_birth, has_father, has_occupation, has_date_of_death",4,4461,17844
"has_place_of_birth, has_father, has_date_of_death, has_date_of_birth",4,4457,17828
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_child, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",10,1782,17820
"has_place_of_birth, has_position_held, has_educated_at, has_occupation, has_award_received",5,3556,17780
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_award_received",5,3556,17780
"has_place_of_birth, has_position_held, has_educated_at, has_award_received, has_date_of_birth",5,3553,17765
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received",5,3550,17750
"has_gender, has_educated_at, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",6,2955,17730
"has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,2216,17728
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,2212,17696
"has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",6,2949,17694
"has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_death",6,2949,17694
"has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",6,2949,17694
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_birth",7,2527,17689
"has_place_of_birth, has_gender, has_educated_at, has_native_language, has_occupation, has_date_of_death",6,2940,17640
"has_place_of_birth, has_educated_at, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",6,2940,17640
"has_place_of_birth, has_gender, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",6,2940,17640
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_death",6,2934,17604
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",6,2934,17604
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death",6,2934,17604
"has_place_of_birth, has_father, has_country_of_citizenship, has_date_of_death",4,4399,17596
"has_place_of_birth, has_place_of_death, has_father, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,2199,17592
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death",8,2199,17592
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_birth",8,2199,17592
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_award_received, has_date_of_death, has_date_of_birth",8,2199,17592
"has_place_of_birth, has_gender, has_father, has_position_held, has_occupation, has_date_of_death",6,2931,17586
"has_place_of_birth, has_father, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",6,2928,17568
"has_place_of_birth, has_gender, has_father, has_position_held, has_date_of_death, has_date_of_birth",6,2928,17568
"has_place_of_birth, has_father, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death",6,2911,17466
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_position_held, has_date_of_death",6,2911,17466
"has_place_of_birth, has_father, has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth",6,2908,17448
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_child, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",9,1933,17397
"has_place_of_death, has_gender, has_father, has_occupation",4,4337,17348
"has_place_of_death, has_gender, has_father, has_date_of_death",4,4337,17348
"has_place_of_death, has_father, has_occupation, has_date_of_death",4,4337,17348
"has_place_of_death, has_gender, has_father, has_date_of_birth",4,4331,17324
"has_place_of_death, has_father, has_occupation, has_date_of_birth",4,4331,17324
"has_place_of_death, has_father, has_date_of_death, has_date_of_birth",4,4331,17324
"has_place_of_birth, has_gender, has_position_held, has_child, has_occupation",5,3449,17245
"has_place_of_birth, has_position_held, has_child, has_occupation, has_date_of_birth",5,3447,17235
"has_place_of_birth, has_gender, has_position_held, has_child, has_date_of_birth",5,3447,17235
"has_gender, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,2460,17220
"has_place_of_death, has_gender, has_educated_at, has_native_language, has_occupation, has_date_of_death",6,2869,17214
"has_place_of_death, has_gender, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",6,2869,17214
"has_place_of_death, has_gender, has_educated_at, has_native_language, has_occupation, has_date_of_birth",6,2869,17214
"has_place_of_death, has_educated_at, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",6,2869,17214
"has_place_of_birth, has_gender, has_father, has_position_held, has_occupation",5,3442,17210
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_native_language, has_occupation",6,2866,17196
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_native_language, has_date_of_death",6,2866,17196
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_native_language, has_date_of_birth",6,2866,17196
"has_place_of_birth, has_place_of_death, has_educated_at, has_native_language, has_occupation, has_date_of_birth",6,2866,17196
"has_place_of_birth, has_place_of_death, has_educated_at, has_native_language, has_occupation, has_date_of_death",6,2866,17196
"has_place_of_birth, has_place_of_death, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",6,2866,17196
"has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,2455,17185
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",7,2455,17185
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_death",7,2455,17185
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",6,2864,17184
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_birth",6,2864,17184
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_birth",6,2864,17184
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation",6,2864,17184
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_death",6,2864,17184
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death",6,2864,17184
"has_place_of_birth, has_gender, has_father, has_position_held, has_date_of_birth",5,3436,17180
"has_place_of_birth, has_father, has_position_held, has_occupation, has_date_of_birth",5,3436,17180
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_birth",6,2861,17166
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death",6,2861,17166
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_native_language",6,2861,17166
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation",6,2861,17166
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_child",5,3433,17165
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_child, has_occupation",5,3433,17165
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_child, has_date_of_birth",5,3431,17155
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_death",7,2449,17143
"has_place_of_birth, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,2449,17143
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",7,2449,17143
"has_place_of_death, has_gender, has_father, has_country_of_citizenship",4,4282,17128
"has_place_of_death, has_father, has_country_of_citizenship, has_date_of_death",4,4282,17128
"has_place_of_death, has_father, has_country_of_citizenship, has_occupation",4,4282,17128
"has_place_of_death, has_gender, has_father, has_position_held, has_occupation, has_date_of_death",6,2854,17124
"has_place_of_birth, has_father, has_country_of_citizenship, has_position_held, has_occupation",5,3422,17110
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_position_held",5,3422,17110
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_death",7,2444,17108
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received, has_date_of_death",7,2444,17108
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",7,2444,17108
"has_place_of_death, has_father, has_country_of_citizenship, has_date_of_birth",4,4276,17104
"has_place_of_death, has_father, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",6,2850,17100
"has_place_of_death, has_gender, has_father, has_position_held, has_occupation, has_date_of_birth",6,2850,17100
"has_place_of_death, has_gender, has_father, has_position_held, has_date_of_death, has_date_of_birth",6,2850,17100
"has_gender, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",6,2847,17082
"has_place_of_birth, has_father, has_country_of_citizenship, has_position_held, has_date_of_birth",5,3416,17080
"has_gender, has_father, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_birth",6,2840,17040
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",10,1703,17030
"has_place_of_birth, has_place_of_death, has_father, has_date_of_death",4,4254,17016
"has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_position_held, has_date_of_death",6,2836,17016
"has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_position_held, has_occupation",6,2836,17016
"has_place_of_birth, has_place_of_death, has_father, has_occupation",4,4254,17016
"has_place_of_death, has_father, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death",6,2836,17016
"has_place_of_birth, has_place_of_death, has_gender, has_father",4,4254,17016
"has_place_of_birth, has_place_of_death, has_father, has_date_of_birth",4,4250,17000
"has_place_of_death, has_father, has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth",6,2832,16992
"has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_position_held, has_date_of_birth",6,2832,16992
"has_place_of_death, has_father, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_birth",6,2832,16992
"has_gender, has_country_of_citizenship, has_child, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,2425,16975
"has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_employer",5,3392,16960
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_position_held, has_occupation",6,2816,16896
"has_place_of_birth, has_place_of_death, has_father, has_position_held, has_occupation, has_date_of_death",6,2816,16896
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_position_held, has_date_of_death",6,2816,16896
"has_place_of_birth, has_place_of_death, has_father, has_position_held, has_date_of_death, has_date_of_birth",6,2813,16878
"has_place_of_birth, has_place_of_death, has_father, has_position_held, has_occupation, has_date_of_birth",6,2813,16878
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_position_held, has_date_of_birth",6,2813,16878
"has_gender, has_educated_at, has_occupation, has_employer, has_date_of_birth",5,3373,16865
"has_place_of_birth, has_gender, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",6,2808,16848
"has_gender, has_country_of_citizenship, has_child, has_occupation, has_award_received, has_date_of_birth",6,2805,16830
"has_place_of_birth, has_gender, has_father, has_occupation, has_award_received, has_date_of_birth",6,2803,16818
"has_place_of_birth, has_place_of_death, has_father, has_country_of_citizenship",4,4203,16812
"has_place_of_birth, has_gender, has_child, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,2399,16793
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_position_held",6,2798,16788
"has_place_of_birth, has_place_of_death, has_father, has_country_of_citizenship, has_position_held, has_occupation",6,2798,16788
"has_place_of_birth, has_gender, has_country_of_citizenship, has_occupation, has_date_of_birth, has_cause_of_death",6,2798,16788
"has_place_of_birth, has_place_of_death, has_father, has_country_of_citizenship, has_position_held, has_date_of_death",6,2798,16788
"has_place_of_birth, has_gender, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_cause_of_death",6,2797,16782
"has_place_of_birth, has_gender, has_country_of_citizenship, has_occupation, has_date_of_death, has_cause_of_death",6,2797,16782
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",6,2797,16782
"has_place_of_birth, has_place_of_death, has_father, has_country_of_citizenship, has_position_held, has_date_of_birth",6,2795,16770
"has_place_of_death, has_gender, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_death",7,2394,16758
"has_place_of_death, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,2394,16758
"has_place_of_death, has_gender, has_position_held, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",7,2394,16758
