row_id,line_id,lang,gt,gt_normalized,gt_geonames_id,llm_output,llm_normalized,llm_geonames_id,match
614,Q294927,ru,Ньюарк,Ньюарк,Q25395,Саванна.,Саванна,Q83813,False
615,Q294927,zh,纽瓦克,纽瓦克,Q25395,西雅圖,西雅圖,Q5083,False
616,Q234141,ar,بلاكبرن,بلاكبرن,Q188313,إدنبرة,إدنبرة,Q23436,False
617,Q234141,en,Blackburn,Blackburn,Q188313,Elswick,Elswick,Q98972704,False
618,Q234141,de,Blackburn,Blackburn,Q188313,Elswick,Elswick (Tyne and Wear),Q98972704,False
619,Q234141,fr,Blackburn,Blackburn,Q188313,Elswick,Elswick,Q2200132,False
620,Q234141,it,Blackburn,Blackburn,Q188313,Regno Unito,Regno Unito,Q145,False
621,Q234141,pl,Blackburn,Blackburn,Q188313,Elgin,Elgin,Q841074,False
622,Q234141,ru,Блэкберн,Блэкберн,Q188313,Глазго.,Глазго,Q4093,False
623,Q234141,zh,布莱克本,布莱克本,Q188313,加利福尼亚州圣莫尼卡,,,False
624,Q28288,ar,لندن,لندن,Q84,نيويورك,نيويورك,Q60,False
625,Q28288,en,London,London,Q84,London,London,Q84,True
626,Q28288,de,London,London,Q84,London,London,Q84,True
627,Q28288,fr,Londres,Londres,Q84,London,Londres,Q84,True
628,Q28288,it,Londra,Londra,Q84,Regno Unito,Regno Unito,Q145,False
629,Q28288,pl,Londyn,Londyn,Q84,Chelsea,Chelsea,Q743535,False
630,Q28288,ru,Лондон,Лондон,Q84,Нью-Йорк.,Нью-Йорк,Q60,False
631,Q28288,zh,倫敦,倫敦,Q84,纽约市,纽约,Q60,False
632,Q7351,ar,تسفيكاو,تسفيكاو,Q3778,لوزان,لوزان,Q807,False
633,Q7351,en,Zwickau,Zwickau,Q3778,Zwickau,Zwickau,Q3778,True
634,Q7351,de,Zwickau,Zwickau,Q3778,Zwickau,Zwickau,Q3778,True
635,Q7351,fr,Zwickau,Zwickau,Q3778,Zwickau,Zwickau,Q3778,True
636,Q7351,it,Zwickau,Zwickau,Q3778,Germania,Germania,Q183,False
637,Q7351,pl,Zwickau,Zwickau,Q3778,Zwickau,Zwickau,Q3778,True
638,Q7351,ru,Цвиккау,Цвиккау,Q3778,Звонковиц.,,,False
639,Q7351,zh,茨维考,茨维考,Q3778,埃森,埃森,Q2066,False
640,Q41309,ar,رايدنغ، النمسا,رايدنغ، النمسا,Q660821,فيينا,فيينا,Q1741,False
641,Q41309,en,Raiding,Raiding,Q660821,Raiding,Raiding,Q660821,True
642,Q41309,de,Raiding,Raiding,Q660821,Raiding,Raiding,Q660821,True
643,Q41309,fr,Raiding,Raiding,Q660821,Raiding,Raiding,Q660821,True
644,Q41309,it,Raiding,Raiding,Q660821,Ungheria,Ungheria,Q28,False
645,Q41309,pl,Raiding,Raiding,Q660821,Raiding,Raiding,Q660821,True
646,Q41309,ru,Райдинг,Райдинг,Q660821,Будапешт.,Будапешт,Q1781,False
647,Q41309,zh,赖丁,赖丁,Q660821,海德尔堡,,,False
648,Q44403,ar,دوسلدورف,دوسلدورف,Q1718,دوسلدورف,دوسلدورف,Q1718,True
649,Q44403,en,Düsseldorf,Düsseldorf,Q1718,Düsseldorf,Düsseldorf,Q1718,True
650,Q44403,de,Düsseldorf,Düsseldorf,Q1718,Düsseldorf,Düsseldorf,Q1718,True
651,Q44403,fr,Düsseldorf,Düsseldorf,Q1718,Düsseldorf,Düsseldorf,Q1718,True
652,Q44403,it,Düsseldorf,Düsseldorf,Q1718,Germania,Germania,Q183,False
653,Q44403,pl,Düsseldorf,Düsseldorf,Q1718,Düsseldorf,Düsseldorf,Q1718,True
654,Q44403,ru,Дюссельдорф,Дюссельдорф,Q1718,Гамбург.,Гамбург,Q1055,False
655,Q44403,zh,杜塞爾多夫,杜塞爾多夫,Q1718,德累斯顿,德累斯顿,Q1731,False
656,Q131814,ar,براونزفيل,براونزفيل,Q51693,نيويورك,نيويورك,Q60,False
657,Q131814,en,Brownsville,Brownsville,Q17986124,"Butha, Buthelezi, South Africa",Butha-Buthe District,Q535632,False
658,Q131814,de,Brownsville,Brownsville,Q51693,Brownsville,Brownsville,Q51693,True
659,Q131814,fr,Brownsville,Brownsville,Q51693,"Butha Buthe, en Afrique du Sud",Butha-Buthe,Q535632,False
660,Q131814,it,Brownsville,Brownsville,Q51693,Sud Africa,Sudafrica,Q258,False
661,Q131814,pl,Brownsville,Brownsville,Q51693,Blytheville,Blytheville,Q79401,False
662,Q131814,ru,Браунсвилл,Браунсвилл,Q51693,Ньюарк.,Ньюарк,Q25395,False
663,Q131814,zh,布朗斯维尔,布朗斯维尔,Q476804,纽约市,纽约,Q60,False
664,Q2516,ar,هامبورغ,هامبورغ,Q1055,هامبورغ,هامبورغ,Q1055,True
665,Q2516,en,Hamburg,Hamburg,Q1055,Hamburg,Hamburg,Q1055,True
666,Q2516,de,Hamburg,Hamburg,Q1055,Hamburg,Hamburg,Q1055,True
667,Q2516,fr,Hambourg,Hambourg,Q1055,Hambourg,Hambourg,Q1055,True
668,Q2516,it,Amburgo,Amburgo,Q1055,Germania,Germania,Q183,False
669,Q2516,pl,Hamburg,Hamburg,Q1055,Hamburg,Hamburg,Q1055,True
670,Q2516,ru,Гамбург,Гамбург,Q1055,Падерборн.,Падерборн,Q2971,False
671,Q2516,zh,汉堡,汉堡,Q1055,埃森,埃森,Q2066,False
672,Q70991,en,Bermersheim vor der Höhe,Bermersheim vor der Höhe,Q551617,Eibingen,Eibingen,Q452493,False
673,Q70991,de,Bermersheim vor der Höhe,Bermersheim vor der Höhe,Q551617,Eibingen,Eibingen,Q452493,False
674,Q70991,fr,Bermersheim vor der Höhe,Bermersheim vor der Höhe,Q551617,Bingen,Bingen,Q83107,False
675,Q70991,it,Bermersheim vor der Höhe,Bermersheim vor der Höhe,Q551617,Germania,Germania,Q183,False
676,Q70991,pl,Bermersheim vor der Höhe,Bermersheim vor der Höhe,Q551617,Bingen,Bingen,Q863770,False
677,Q70991,ru,Бермерсхайм-фор-дер-Хёэ,Бермерсхайм-фор-дер-Хёэ,Q551617,Бинген.,Бинген,Q83107,False
678,Q70991,zh,赫黑前贝尔默斯海姆,赫黑前贝尔默斯海姆,Q551617,西敏,西敏,Q189960,False
679,Q18456,ar,براغ,براغ,Q1085,مينستر,مينستر,Q1816613,False
680,Q18456,en,Prague,Prague,Q1085,Prague,Prague,Q1085,True
681,Q18456,de,Prag,Prag,Q1085,Prag,Prag,Q1085,True
682,Q18456,fr,Prague,Prague,Q1085,Prague,Prague,Q1085,True
683,Q18456,it,Praga,Praga,Q1085,Boemia,Boemia,Q39193,False
684,Q18456,pl,Praga,Praga,Q1085,Praga,Praga,Q1085,True
685,Q18456,ru,Прага,Прага,Q1085,Вена.,Вена,Q1741,False
686,Q18456,zh,布拉格,布拉格,Q1085,慕尼黑,慕尼黑,Q1726,False
687,Q78491,ar,فيينا,فيينا,Q1741,بودابست,بودابست,Q1781,False
688,Q78491,en,Vienna,Vienna,Q1741,Vienna,Vienna,Q1741,True
689,Q78491,de,Wien,Wien,Q1741,Calcutta,Kolkata,Q1348,False
690,Q78491,fr,Vienne,Vienne,Q12804,Calvörde,Calvörde,Q526417,False
691,Q78491,it,Vienna,Vienna,Q1741,Austria,Austria,Q40,False
692,Q78491,pl,Wiedeń,Wiedeń,Q1741,Wiedeń,Wiedeń,Q1741,True
693,Q78491,ru,Вена,Вена,Q1741,Вена.,Вена,Q1741,True
694,Q78491,zh,維也納,維也納,Q1741,维也纳,維也納,Q1741,True
695,Q12658,ar,ريغا,ريغا,Q1773,فايمار,فايمار,Q3955,False
696,Q12658,en,Riga,Riga,Q1773,Winau.,Únanov,Q2269581,False
697,Q12658,de,Riga,Riga,Q1773,Wilhelm Ostwald,Wilhelm-Ostwald-Park,Q2571532,False
698,Q12658,fr,Riga,Riga,Q1773,Winau,Únanov,Q2269581,False
699,Q12658,it,Riga,Riga,Q1773,Germania,Germania,Q183,False
700,Q12658,pl,Ryga,Ryga,Q1773,Riga,Ryga,Q1773,True
701,Q12658,ru,Рига,Рига,Q1773,Росток.,Росток,Q2861,False
702,Q12658,zh,里加,里加,Q1773,莱比锡,莱比锡,Q2079,False
703,Q1785,ar,الدائرة السادسة في باريس,الدائرة السادسة في باريس,Q245546,مارسيليا,مارسيليا,Q23482,False
704,Q1785,en,6th arrondissement of Paris,6th arrondissement of Paris,Q245546,Paris,Paris,Q90,False
705,Q1785,de,6. Arrondissement von Paris,20. Arrondissement von Paris,Q210720,Paris,Paris,Q90,False
706,Q1785,fr,6e arrondissement de Paris,6e arrondissement de Paris,Q245546,Paris,Paris,Q90,False
707,Q1785,it,VI arrondissement di Parigi,VI arrondissement di Parigi,Q245546,Francia,Francia,Q142,False
708,Q1785,pl,6. dzielnica Paryża,Paryż,Q3918976,Paris,Paryż,Q90,False
709,Q1785,ru,VI округ Парижа,VI округ Парижа,Q245546,Париж.,Париж,Q90,False
710,Q1785,zh,巴黎第六区,巴黎第六区,Q245546,巴黎,巴黎,Q90,False
711,Q18391,en,Sighetu Marmației,Sighetu Marmației,Q334874,Sighet.,Sighetu Marmației,Q334874,True
712,Q18391,de,Marmaroschsiget,Marmaroschsiget,Q334874,Sighetu Marmației,Marmaroschsiget,Q334874,True
713,Q18391,fr,Sighetu Marmației,Sighetu Marmației,Q334874,Sighetu Marmației,Sighetu Marmației,Q334874,True
714,Q18391,it,Sighetu Marmației,Sighetu Marmației,Q334874,Romania,Romania,Q218,False
715,Q18391,pl,Syhot,Syhot,Q334874,Sighetu Marmației,Syhot,Q334874,True
716,Q18391,ru,Сигету-Мармацией,Сигету-Мармацией,Q334874,Вена.,Вена,Q1741,False
717,Q18391,zh,錫蓋圖馬爾馬切伊,錫蓋圖馬爾馬切伊,Q334874,布鲁塞尔,布鲁塞尔,Q239,False
718,Q49034,ar,فيينا,فيينا,Q1741,المانيا,ألمانيا,Q183,False
719,Q49034,en,Vienna,Vienna,Q1741,Vienna,Vienna,Q1741,True
720,Q49034,de,Wien,Wien,Q1741,Vienna,Wien,Q1741,True
721,Q49034,fr,Vienne,Vienne,Q12804,Vienna,Vienne,Q1741,False
722,Q49034,it,Vienna,Vienna,Q1741,Austria-Ungheria,Austria-Ungheria,Q28513,False
723,Q49034,pl,Wiedeń,Wiedeń,Q1741,Wiedeń,Wiedeń,Q1741,True
724,Q49034,ru,Вена,Вена,Q1741,Алжир.,Алжир,Q262,False
725,Q49034,zh,維也納,維也納,Q1741,纽约,纽约,Q60,False
726,Q78496,ar,فيينا,فيينا,Q1741,أوغسبورغ,آوغسبورغ,Q2749,False
727,Q78496,en,Vienna,Vienna,Q1741,Vienna,Vienna,Q1741,True
728,Q78496,de,Wien,Wien,Q1741,Vienna,Wien,Q1741,True
729,Q78496,fr,Vienne,Vienne,Q12804,Vienne,Vienne,Q12804,True
730,Q78496,it,Vienna,Vienna,Q1741,Austria,Austria,Q40,False
731,Q78496,pl,Wiedeń,Wiedeń,Q1741,Königsberg,Królewiec,Q1829,False
732,Q78496,ru,Вена,Вена,Q1741,Вена.,Вена,Q1741,True
733,Q78496,zh,維也納,維也納,Q1741,维也纳,維也納,Q1741,True
734,Q908933,ar,بوسطن,بوسطن,Q100,الدار البيضاء,الدار البيضاء,Q7903,False
735,Q908933,en,Boston,Boston,Q100,Boston,Boston,Q100,True
736,Q908933,de,Boston,Boston,Q100,Boston,Boston,Q100,True
737,Q908933,fr,Boston,Boston,Q100,Boston,Boston,Q100,True
738,Q908933,it,Boston,Boston,Q100,Stati Uniti d'America,Stati Uniti d'America,Q30,False
739,Q908933,pl,Boston,Boston,Q100,Boston,Boston,Q100,True
740,Q908933,ru,Бостон,Бостон,Q100,Виннипег.,Виннипег,Q2135,False
741,Q908933,zh,波士顿,波士顿,Q100,纽约,纽约,Q60,False
742,Q83321,ar,البندقية,البندقية,Q641,فينيسيا,البندقية,Q641,True
743,Q83321,en,Venice,Venice,Q773853,Venezia,Venice,Q641,False
744,Q83321,de,Venedig,Venedig,Q641,Venedig,Venedig,Q641,True
745,Q83321,fr,Venise,Venise,Q641,Venise,Venise,Q641,True
746,Q83321,it,Venezia,Venezia,Q641,Venezia,Venezia,Q641,True
747,Q83321,pl,Wenecja,Wenecja,Q641,Veneda,Veneda,Q35440441,False
748,Q83321,ru,Венеция,Венеция,Q641,Венеция.,Венеция,Q641,True
749,Q83321,zh,威尼斯,威尼斯,Q641,维琴察,维琴察,Q6537,False
750,Q78492,ar,هودونين,هودونين,Q321778,هودوتشوف,,,False
751,Q78492,en,Hodonín,Hodonín,Q321778,Hodonín,Hodonín,Q321778,True
752,Q78492,de,Hodonín,Hodonín,Q321778,Hodonín,Hodonín,Q321778,True
753,Q78492,fr,Hodonín,Hodonín,Q321778,Hodonín,Hodonín,Q321778,True
754,Q78492,it,Hodonín,Hodonín,Q321778,Austria-Ungheria,Austria-Ungheria,Q28513,False
755,Q78492,pl,Hodonín,Hodonín,Q321778,Hodonín,Hodonín,Q321778,True
756,Q78492,ru,Годонин,Годонин,Q321778,Прага.,Прага,Q1085,False
757,Q78492,zh,霍多宁,霍多宁,Q321778,布拉格,布拉格,Q1085,False
758,Q152208,en,Horizontina,Horizontina,Q785177,Horizontina,Horizontina,Q785177,True
759,Q152208,de,Horizontina,Horizontina,Q785177,Horizontina,Horizontina,Q785177,True
760,Q152208,fr,Horizontina,Horizontina,Q785177,Santa Catarina,Santa Catarina,Q41115,False
761,Q152208,it,Horizontina,Horizontina,Q785177,Brasile,Brasile,Q155,False
762,Q152208,pl,Horizontina,Horizontina,Q785177,Horizontina,Horizontina,Q785177,True
763,Q152208,ru,Оризонтина,Оризонтина,Q785177,Брюссель.,Брюссель,Q239,False
764,Q152208,zh,奥里宗蒂纳,奥里宗蒂纳,Q785177,巴黎,巴黎,Q90,False
765,Q43697,ar,الدار البيضاء,الدار البيضاء,Q7903,ليون,ليون,Q456,False
766,Q43697,en,Casablanca,Casablanca,Q7903,Troyes,Troyes,Q5489,False
767,Q43697,de,Casablanca,Casablanca,Q7903,Carcassonne,Carcassonne,Q6582,False
768,Q43697,fr,Casablanca,Casablanca,Q7903,Tournes,Tournes,Q1418978,False
769,Q43697,it,Casablanca,Casablanca,Q7903,Francia,Francia,Q142,False
770,Q43697,pl,Casablanca,Casablanca,Q7903,Tuluza,Tuluza,Q7880,False
771,Q43697,ru,Касабланка,Касабланка,Q7903,Париж.,Париж,Q90,False
772,Q43697,zh,卡萨布兰卡,卡萨布兰卡,Q7903,布里斯班,布里斯班,Q34932,False
773,Q7013,ar,هانوفر,هانوفر,Q1715,كريستيانيا,كريستيانيا البلدة الحرة,Q202206,False
774,Q7013,en,Hanover,Hanover,Q1715,Hannover,Hanover,Q1715,True
775,Q7013,de,Hannover,Hannover,Q1715,Hannover,Hannover,Q1715,True
776,Q7013,fr,Hanovre,Hanovre,Q1715,Hannover,Hanovre,Q1715,True
777,Q7013,it,Hannover,Hannover,Q1715,Germania,Germania,Q183,False
778,Q7013,pl,Hanower,Hanower,Q1715,Bremen,Brema,Q24879,False
779,Q7013,ru,Ганновер,Ганновер,Q1715,Гамбург.,Гамбург,Q1055,False
780,Q7013,zh,汉诺威,汉诺威,Q1715,維也納,維也納,Q1741,False
781,Q57118,en,Algermissen,Algermissen,Q574412,Montabaur,Montabaur,Q632991,False
782,Q57118,de,Algermissen,Algermissen,Q574412,Montabaur,Montabaur,Q632991,False
783,Q57118,fr,Algermissen,Algermissen,Q574412,Mayence-Bingen,Mayence-Bingen,Q8569,False
784,Q57118,it,Algermissen,Algermissen,Q574412,Germania,Germania,Q183,False
785,Q57118,pl,Algermissen,Algermissen,Q574412,Montclair,Montclair,Q678437,False
786,Q57118,ru,Альгермиссен,Альгермиссен,Q574412,Питсбург.,Питтсбург,Q1342,False
787,Q57118,zh,阿尔格米森,阿尔格米森,Q574412,布倫瑞克,不倫瑞克,Q994144,False
788,Q43137,en,Marshyntsi,Marshyntsi,Q1902692,Bilhorod-Dnistrovskyi,Bilhorod-Dnistrovskyi,Q672990,False
789,Q43137,de,Marschynzi,Marschynzi,Q1902692,Kropywnyzke,Kropywnyzke,Q4241688,False
790,Q43137,fr,Marchyntsi,Marchyntsi,Q1902692,Bilhorod-Dnistrovskyi,Bilhorod-Dnistrovskyï,Q672990,False
791,Q43137,pl,Marszynci,Marszynci,Q1902692,Odessa,Odessa,Q1874,False
792,Q43137,ru,Маршинцы,Маршинцы,Q1902692,Бендеры.,Бендеры,Q192176,False
793,Q43137,zh,馬爾申齊,馬爾申齊,Q1902692,索非亚,索菲亞,Q472,False
794,Q184750,ar,ليوبليانا,ليوبليانا,Q437,ساراييفو,سراييفو,Q11194,False
795,Q184750,en,Ljubljana,Ljubljana,Q437,Ljubljana,Ljubljana,Q437,True
796,Q184750,de,Ljubljana,Ljubljana,Q437,Ljubljana,Ljubljana,Q437,True
797,Q184750,fr,Ljubljana,Ljubljana,Q437,Ljubljana,Ljubljana,Q437,True
798,Q184750,it,Lubiana,Lubiana,Q437,Slovenia,Slovenia,Q215,False
799,Q184750,pl,Lublana,Lublana,Q437,Ljubljana,Lublana,Q437,True
800,Q184750,ru,Любляна,Любляна,Q437,Любляна.,Любляна,Q437,True
801,Q184750,zh,卢布尔雅那,卢布尔雅那,Q437,利布雷茨,,,False
802,Q57085,ar,فرانكفورت,فرانكفورت,Q1794,هامبورغ,هامبورغ,Q1055,False
803,Q57085,en,Frankfurt,Frankfurt,Q1794,Frankfurt,Frankfurt,Q1794,True
804,Q57085,de,Frankfurt am Main,Frankfurt am Main,Q1794,Frankfurt am Main,Frankfurt am Main,Q1794,True
805,Q57085,fr,Francfort-sur-le-Main,Francfort-sur-le-Main,Q1794,Frankfurt am Main,Francfort-sur-le-Main,Q1794,True
806,Q57085,it,Francoforte sul Meno,Francoforte sul Meno,Q1794,Germania,Germania,Q183,False
807,Q57085,pl,Frankfurt nad Menem,Frankfurt nad Menem,Q1794,Frankfurt nad Menem,Frankfurt nad Menem,Q1794,True
808,Q57085,ru,Франкфурт-на-Майне,Франкфурт-на-Майне,Q1794,Франкфурт-на-Майне.,Франкфурт-на-Майне,Q1794,True
809,Q57085,zh,美茵河畔法蘭克福,美茵河畔法蘭克福,Q1794,弗兰克福,弗兰克福,Q755683,False
810,Q34628,ar,كامينز,كامينز,Q81722,نيويورك,نيويورك,Q60,False
811,Q34628,en,Kamenz,Kamenz,Q81722,Kamenz,Kamenz,Q81722,True
812,Q34628,de,Kamenz,Kamenz,Q81722,Kamenz,Kamenz,Q81722,True
813,Q34628,fr,Kamenz,Kamenz,Q81722,Kamenz,Kamenz,Q81722,True
814,Q34628,it,Kamenz,Kamenz,Q81722,Germania,Germania,Q183,False
815,Q34628,pl,Kamenz,Kamenz,Q81722,Kamień Pomorski,Kamień Pomorski,Q161887,False
816,Q34628,ru,Каменц,Каменц,Q81722,Соррау.,,,False
817,Q34628,zh,卡门茨,卡门茨,Q81722,布雷斯劳,弗罗茨瓦夫,Q1799,False
818,Q19504,ar,فيينا,فيينا,Q1741,برلين,برلين,Q64,False
819,Q19504,en,Vienna,Vienna,Q1741,Vienna,Vienna,Q1741,True
820,Q19504,de,Wien,Wien,Q1741,Wien,Wien,Q1741,True
821,Q19504,fr,Vienne,Vienne,Q12804,Vienne,Vienne,Q12804,True
822,Q19504,it,Vienna,Vienna,Q1741,Austria,Austria,Q40,False
823,Q19504,pl,Wiedeń,Wiedeń,Q1741,Wiedeń,Wiedeń,Q1741,True
824,Q19504,ru,Вена,Вена,Q1741,Вена.,Вена,Q1741,True
825,Q19504,zh,維也納,維也納,Q1741,维也纳,維也納,Q1741,True
826,Q184935,ar,بوتوشاني,بوتوشاني,Q178855,أوراديا,أوراديا,Q93358,False
827,Q184935,en,Botoșani,Botoșani,Q178855,Botoșani,Botoșani,Q178855,True
828,Q184935,de,Botoșani,Botoșani,Q178855,Mihail Eminescu,Mihail Eminescu,Q12131761,False
829,Q184935,fr,Botoșani,Botoșani,Q178855,Botoșani,Botoșani,Q178855,True
830,Q184935,it,Botoșani,Botoșani,Q178855,Romania,Romania,Q218,False
831,Q184935,pl,Botoszany,Botoszany,Q178855,Botoșani,Botoszany,Q178855,True
832,Q184935,ru,Ботошани,Ботошани,Q178861,Яссы.,Яссы,Q46852,False
833,Q184935,zh,博托沙尼,博托沙尼,Q178855,布加勒斯特,布加勒斯特,Q19660,False
834,Q51547,ar,سوتشا بسكيتسكا,سوتشا بسكيتسكا,Q745005,غلاسكو,غلاسكو,Q4093,False
835,Q51547,en,Sucha Beskidzka,Sucha Beskidzka,Q745005,Sucha,Suchá,Q151485,False
836,Q51547,de,Sucha Beskidzka,Sucha Beskidzka,Q745005,Suchauferlach,,,False
837,Q51547,fr,Sucha Beskidzka,Sucha Beskidzka,Q745005,Sucha,Suchá,Q151485,False
838,Q51547,it,Sucha Beskidzka,Sucha Beskidzka,Q745005,Austria-Ungheria,Austria-Ungheria,Q28513,False
839,Q51547,pl,Sucha Beskidzka,Sucha Beskidzka,Q745005,Sucha,Sucha,Q7632812,False
840,Q51547,ru,Суха-Бескидзка,Суха-Бескидзка,Q745005,Сан-Франциско.,Сан-Франциско,Q62,False
841,Q51547,zh,貝斯基德地區蘇哈,貝斯基德地區蘇哈,Q745005,洛杉矶,洛杉矶,Q65,False
842,Q76717,ar,راينبرغ,راينبرغ,Q16086,ألمانيا,ألمانيا,Q183,False
843,Q76717,en,Rheinberg,Rheinberg,Q16086,Rheinberg,Rheinberg,Q16086,True
844,Q76717,de,Rheinberg,Rheinberg,Q16086,Rheinberg,Rheinberg,Q16086,True
845,Q76717,fr,Rheinberg,Rheinberg,Q16086,Rheinberg,Rheinberg,Q16086,True
846,Q76717,it,Rheinberg,Rheinberg,Q16086,Germania,Germania,Q183,False
847,Q76717,pl,Rheinberg,Rheinberg,Q16086,Rheinberg,Rheinberg,Q16086,True
848,Q76717,ru,Райнберг,Райнберг,Q16086,Нью-Йорк.,Нью-Йорк,Q60,False
849,Q76717,zh,赖因贝尔格,赖因贝尔格,Q16086,布拉格,布拉格,Q1085,False
850,Q16571,ar,دارمشتات,دارمشتات,Q2973,ماغديبورغ,مغدبورغ,Q1733,False
851,Q16571,en,Darmstadt,Darmstadt,Q2973,Dijon,Dijon,Q7003,False
852,Q16571,de,Darmstadt,Darmstadt,Q2973,Dresden,Dresden,Q1731,False
853,Q16571,fr,Darmstadt,Darmstadt,Q2973,Darmstadt,Darmstadt,Q2973,True
854,Q16571,it,Darmstadt,Darmstadt,Q2973,Germania,Germania,Q183,False
855,Q16571,pl,Darmstadt,Darmstadt,Q2973,Darmstadt,Darmstadt,Q2973,True
856,Q16571,ru,Дармштадт,Дармштадт,Q2973,Виттенберг.,Виттенберг,Q6837,False
857,Q16571,zh,达姆施塔特,达姆施塔特,Q2973,多瑙施滕贝格,,,False
858,Q52937,en,Tre Kronor Castle,Tre Kronor Castle,Q147009,Tolstobregg,,,False
859,Q52937,de,Burg Tre Kronor,Burg Tre Kronor,Q147009,Christina,Wilmington,Q174224,False
860,Q52937,fr,Tre Kronor,Tre Kronor,Q147009,Stockholm,Stockholm,Q1754,False
861,Q52937,it,Tre Kronor,Tre Kronor,Q147009,Svezia,Svezia,Q34,False
862,Q52937,ru,Замок Тре Крунур,Замок Тре Крунур,Q147009,Москва.,Москва,Q649,False
863,Q52937,zh,三王冠堡,三王冠堡,Q147009,格拉斯哥,格拉斯哥,Q4093,False
864,Q76325,ar,برتن,برتن,Q495428,بريستول,برستل,Q23154,False
865,Q76325,en,Bretten,Bretten,Q495428,Wittenberg,Lutherstadt Wittenberg,Q6837,False
866,Q76325,de,Bretten,Bretten,Q495428,Wittenberg,Lutherstadt Wittenberg,Q6837,False
867,Q76325,fr,Bretten,Bretten,Q495428,Bretten,Bretten,Q495428,True
868,Q76325,it,Bretten,Bretten,Q495428,Germania,Germania,Q183,False
869,Q76325,pl,Bretten,Bretten,Q495428,Lichtenhain,Lichtenhain,Q1823390,False
870,Q76325,ru,Бреттен,Бреттен,Q495428,Виттенберг.,Виттенберг,Q6837,False
871,Q76325,zh,布雷滕,布雷滕,Q495428,安特卫普,安特卫普,Q12892,False
872,Q94882,ar,سراييفو,سراييفو,Q11194,كوستورادينت,,,False
873,Q94882,en,Sarajevo,Sarajevo,Q11194,Sarajevo,Sarajevo,Q11194,True
874,Q94882,de,Sarajevo,Sarajevo,Q11194,Sarajevo,Sarajevo,Q11194,True
875,Q94882,fr,Sarajevo,Sarajevo,Q11194,Sarajevo,Sarajevo,Q11194,True
876,Q94882,it,Sarajevo,Sarajevo,Q11194,Slovenia,Slovenia,Q215,False
877,Q94882,pl,Sarajewo,Sarajewo,Q11194,Sarajewo,Sarajewo,Q11194,True
878,Q94882,ru,Сараево,Сараево,Q11194,Сараево.,Сараево,Q11194,True
879,Q94882,zh,塞拉耶佛,塞拉耶佛,Q11194,阿什干,,,False
880,Q221074,ar,نابولي,نابولي,Q2634,نيويورك,نيويورك,Q60,False
881,Q221074,en,Naples,Naples,Q2634,Naples,Naples,Q2634,True
882,Q221074,de,Neapel,Neapel,Q2634,Naples,Neapel,Q2634,True
883,Q221074,fr,Naples,Naples,Q2634,Naples,Naples,Q2634,True
884,Q221074,it,Napoli,Napoli,Q2634,Italia,Italia,Q38,False
885,Q221074,pl,Neapol,Neapol,Q2634,Naples,Naples,Q257830,False
886,Q221074,ru,Неаполь,Неаполь,Q2634,Нью-Йорк.,Нью-Йорк,Q60,False
887,Q221074,zh,那不勒斯,那不勒斯,Q2634,布达佩斯,布达佩斯,Q1781,False
888,Q57112,ar,بلانكنبورغ,بلانكنبورغ,Q525960,فيينا,فيينا,Q1741,False
889,Q57112,en,Blankenburg,Blankenburg,Q525960,Blumenfeld,Blumenfeld,Q886217,False
890,Q57112,de,Blankenburg,Blankenburg,Q525960,Blumenfeld,Blumenfeld,Q886217,False
891,Q57112,fr,Blankenburg (Harz),,,Blumenfeld,Blumenfeld,Q886217,False
892,Q57112,it,Blankenburg (Harz),,,Germania,Germania,Q183,False
893,Q57112,pl,Blankenburg,Blankenburg,Q525960,Blumenau,Blumenau,Q155557,False
894,Q57112,ru,Бланкенбург,Бланкенбург,Q525960,Берн.,Берн,Q70,False
895,Q57112,zh,布蘭肯堡,布蘭肯堡,Q525960,維也納,維也納,Q1741,False
896,Q81219,en,Kiskőrös,Kiskőrös,Q646850,Kiskőrös,Kiskőrös,Q646850,True
897,Q81219,de,Kiskőrös,Kiskőrös,Q646850,Kiskőrös,Kiskőrös,Q646850,True
898,Q81219,fr,Kiskőrös,Kiskőrös,Q646850,Kiskőrös,Kiskőrös,Q646850,True
899,Q81219,it,Kiskőrös,Kiskőrös,Q646850,Ungheria,Ungheria,Q28,False
900,Q81219,pl,Kiskőrös,Kiskőrös,Q646850,Kiskőrös,Kiskőrös,Q646850,True
901,Q81219,ru,Кишкёрёш,Кишкёрёш,Q646850,Кишкунфелед.,Кишкунфеледьхаза,Q478038,False
902,Q81219,zh,小克勒什,小克勒什,Q646850,布达佩斯,布达佩斯,Q1781,False
903,Q44131,ar,ميونخ,ميونخ,Q1726,كولونيا,كولونيا,Q365,False
904,Q44131,en,Munich,Munich,Q1726,Munich.,Munich,Q1726,True
905,Q44131,de,München,München,Q1726,München,München,Q1726,True
906,Q44131,fr,Munich,Munich,Q1726,München-Gladbach,Mönchengladbach,Q2758,False
907,Q44131,it,Monaco di Baviera,Monaco di Baviera,Q1726,Germania,Germania,Q183,False
908,Q44131,pl,Monachium,Monachium,Q1726,München,Monachium,Q1726,True
909,Q44131,ru,Мюнхен,Мюнхен,Q1726,Вена.,Вена,Q1741,False
910,Q44131,zh,慕尼黑,慕尼黑,Q1726,明尼阿波利斯,明尼阿波利斯,Q36091,False
